dataset_id,backend,rows,k,retention_ratio,degree,block_size,items_per_thread,iteration,phase,seconds
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,-1,upload_shared,0.053030622999999999
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,-1,upload_shared,0.053030622999999999
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,0,operator,0.062142162000000001
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,0,download,5.7336999999999997e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,0,transform_isolated,0.00038384500000000001
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,0,selection_isolated,0.061759928999999998
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,0,output_isolated,1.9979999999999998e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,0,operator,0.0088755489999999999
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,0,download,1.2629000000000001e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,0,transform_isolated,0.00038296400000000001
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,0,selection_isolated,0.0084559189999999992
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,0,output_isolated,1.2249000000000001e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,1,operator,0.0088697099999999994
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,1,download,1.2018000000000001e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,1,transform_isolated,0.00038251399999999998
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,1,selection_isolated,0.0084780819999999996
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,1,output_isolated,1.1447000000000001e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,1,operator,0.062141421000000002
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,1,download,2.0812e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,1,transform_isolated,0.00038464599999999999
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,1,selection_isolated,0.061766529000000001
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,1,output_isolated,2.2853999999999998e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,2,operator,0.062142841999999997
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,2,download,2.1722999999999999e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,2,transform_isolated,0.000384826
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,2,selection_isolated,0.061758527000000001
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-prefetch,59986052,32,5.3345734438399118e-07,1,128,4,2,output_isolated,1.9809999999999998e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,2,operator,0.0088403149999999996
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,2,download,1.1127e-05
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,2,transform_isolated,0.00038292399999999998
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,bits-sq,59986052,32,5.3345734438399118e-07,8,128,4,2,selection_isolated,0.0084824289999999997
