k,query_count,point_count,algorithm,dim,time,throughput
32,64,16777216,AIR Top-$K$,1,0.0068738103,156207660255.0408
32,64,16777216,BlockSelect,1,0.0702391019,15286952636.847425
32,64,16777216,GridSelect,1,0.004477105,239829493389.1432
32,64,16777216,bits,1,0.0036424069000000002,294789092344.4055
32,256,4194304,AIR Top-$K$,1,0.007021663,152918450230.37988
32,256,4194304,BlockSelect,1,0.0185809266,57787313147.23562
32,256,4194304,GridSelect,1,0.0056438428,190250129574.83508
32,256,4194304,bits,1,0.0028998158,370279320500.2883
32,1024,1048576,AIR Top-$K$,1,0.007184252100000001,149457704024.61237
32,1024,1048576,BlockSelect,1,0.0057319311,187326366152.58688
32,1024,1048576,GridSelect,1,0.0047253219,227231466283.8102
32,1024,1048576,bits,1,0.0026738680000000003,401568747597.11395
32,4096,262144,AIR Top-$K$,1,0.0069770101,153897129086.85626
32,4096,262144,BlockSelect,1,0.0056908331,188679197778.617
32,4096,262144,GridSelect,1,0.0042551171,252341310183.91953
32,4096,262144,bits,1,0.0026456873,405846081659.0079
64,64,16777216,AIR Top-$K$,1,0.0068612322,156494022167.03873
64,64,16777216,BlockSelect,1,0.0699897219,15341421495.203856
64,64,16777216,GridSelect,1,0.0053887911,199254675877.11835
64,64,16777216,bits,1,0.0036523970000000004,293982780075.65985
64,256,4194304,AIR Top-$K$,1,0.0070518183,152264533531.72754
64,256,4194304,BlockSelect,1,0.0184153997,58306734661.8602
64,256,4194304,GridSelect,1,0.0070497904,152308333025.04993
64,256,4194304,bits,1,0.0029062626,369457950565.10034
64,1024,1048576,AIR Top-$K$,1,0.007078486100000001,151690885428.17084
64,1024,1048576,BlockSelect,1,0.0095652944,112253923308.4138
64,1024,1048576,GridSelect,1,0.0055981775999999995,191802029288.96005
64,1024,1048576,bits,1,0.0026888906,399325217619.4896
64,4096,262144,AIR Top-$K$,1,0.0070075833,153225695369.18668
64,4096,262144,BlockSelect,1,0.006721165499999999,159755301963.6252
64,4096,262144,GridSelect,1,0.0056107976,191370621531.5983
