k,query_count,point_count,algorithm,dim,time,throughput
8,4096,262144,bits + zero computation,16,0.009820888990538195,109332446892.99333
8,4096,262144,bits-fused,4,0.0013164601000000002,815628080182.6047
8,4096,262144,bits-fused,8,0.0017851667000000002,601479864037.3473
8,4096,262144,bits-fused,16,0.0026803774,400593522389.7948
8,4096,262144,raftL2-fused,4,0.0041545175000000005,258451631025.74484
8,4096,262144,raftL2-fused,8,0.0041588619,258181649167.0474
8,4096,262144,raftL2-fused,16,0.0042025656,255496743227.51794
8,8192,131072,bits + MAGMA,4,0.0103066866,104179147544.85695
8,8192,131072,bits + MAGMA,8,0.0103425519,103817881155.61693
8,8192,131072,bits + MAGMA,16,0.010408938900000001,103155742801.02652
8,8192,131072,bits + zero computation,4,0.009802746576056134,109534793710.02882
8,8192,131072,bits + zero computation,8,0.009808110022482639,109474895931.90894
8,8192,131072,bits + zero computation,16,0.009810358215335647,109449808093.80807
8,8192,131072,bits-fused,4,0.0013987607,767637969811.4196
8,8192,131072,bits-fused,8,0.0018462175,581590101924.6107
8,8192,131072,bits-fused,16,0.0027561308,389583043010.876
8,8192,131072,raftL2-fused,4,0.0041279469,260115221927.87894
8,8192,131072,raftL2-fused,8,0.0041309618,259925382026.04535
8,8192,131072,raftL2-fused,16,0.0041386312,259443707861.67172
16,1024,1048576,bits + MAGMA,4,0.0109462263,98092419667.95442
16,1024,1048576,bits + MAGMA,8,0.011218386299999999,95712680530.53229
16,1024,1048576,bits + MAGMA,16,0.0117224098,91597362856.22774
16,1024,1048576,bits + zero computation,4,0.00982809838100586,109252246200.05357
16,1024,1048576,bits + zero computation,8,0.009846514332382088,109047911550.66936
16,1024,1048576,bits + zero computation,16,0.009885471835134548,108618166326.03714
16,1024,1048576,bits-fused,4,0.0018010008000000001,596191752940.9204
16,1024,1048576,bits-fused,8,0.0024039804999999997,446651636317.34955
16,1024,1048576,bits-fused,16,0.0036281349999999998,295948696506.6074
16,1024,1048576,raftL2-fused,4,0.005053475,212475934678.61224
16,1024,1048576,raftL2-fused,8,0.0050577113,212297966473.49167
16,1024,1048576,raftL2-fused,16,0.0050647291,212003801743.31534
16,2048,524288,bits + MAGMA,4,0.0109338383,98203558031.40056
16,2048,524288,bits + MAGMA,8,0.01118183,96025590086.7747
16,2048,524288,bits + MAGMA,16,0.0117291208,91544953991.77747
16,2048,524288,bits + zero computation,4,0.009816892796270977,109376953205.3838
16,2048,524288,bits + zero computation,8,0.009825647862912327,109279493727.11821
16,2048,524288,bits + zero computation,16,0.009841497396195022,109103501304.09387
16,2048,524288,bits-fused,4,0.001459709,735586218897.0541
16,2048,524288,bits-fused,8,0.0020344847,527770901398.2755
16,2048,524288,bits-fused,16,0.0030410508,353082501614.2447
16,2048,524288,raftL2-fused,4,0.0042538396999999995,252417086614.7119
16,2048,524288,raftL2-fused,8,0.0042591907,252099964436.90582
16,2048,524288,raftL2-fused,16,0.0043131466,248946285294.3603
16,4096,262144,bits + MAGMA,4,0.010812306099999999,99307383093.78793
16,4096,262144,bits + MAGMA,8,0.0111018183,96717654260.29356
16,4096,262144,bits + MAGMA,16,0.0116254714,92361142792.02477
16,4096,262144,bits + zero computation,4,0.009809110894856771,109463725663.7599
16,4096,262144,bits + zero computation,8,0.009811599360083911,109435962944.86458
16,4096,262144,bits + zero computation,16,0.009821167790538194,109329343200.3527
16,4096,262144,bits-fused,4,0.0012539241,856305277169.4873
16,4096,262144,bits-fused,8,0.0017068305000000003,629085210277.1774
16,4096,262144,bits-fused,16,0.0026331608,407776776868.3173
16,4096,262144,raftL2-fused,4,0.004285143999999999,250573101860.7543
16,4096,262144,raftL2-fused,8,0.0042856927,250541020824.9416
16,4096,262144,raftL2-fused,16,0.0043236706,248340339340.37436
16,8192,131072,bits + MAGMA,4,0.010311624,104129264604.68303
16,8192,131072,bits + MAGMA,8,0.0103475787,103767446968.05254
16,8192,131072,bits + MAGMA,16,0.0104163031,103082812941.57042
16,8192,131072,bits + zero computation,4,0.009807522976056134,109481448743.11374
16,8192,131072,bits + zero computation,8,0.009812519722482638,109425698430.93631
16,8192,131072,bits + zero computation,16,0.009816321415335647,109383319735.49033
16,8192,131072,bits-fused,4,0.0013099835,819660571297.2721
16,8192,131072,bits-fused,8,0.0017370214000000002,618151177642.371
16,8192,131072,bits-fused,16,0.0026483269,405441572941.76935
16,8192,131072,raftL2-fused,4,0.0042556033,252312480347.96854
16,8192,131072,raftL2-fused,8,0.004260853199999999,252001600055.12515
16,8192,131072,raftL2-fused,16,0.0042728863,251291925085.8606
32,1024,1048576,bits + MAGMA,4,0.0109504882,98054242367.02068
32,1024,1048576,bits + MAGMA,8,0.0112143593,95747050301.83936
32,1024,1048576,bits + MAGMA,16,0.011720270500000001,91614082115.25493
32,1024,1048576,bits + zero computation,4,0.00983004268100586,109230637022.02861
32,1024,1048576,bits + zero computation,8,0.009845593032382088,109058115693.84094
32,1024,1048576,bits + zero computation,16,0.009884113635134549,108633091811.41193
32,1024,1048576,bits-fused,4,0.00173003,620649251169.0548
32,1024,1048576,bits-fused,8,0.0023842270999999996,450352159825.71466
32,1024,1048576,bits-fused,16,0.0036177093,296801576621.9801
32,1024,1048576,raftL2-fused,4,0.0052338322999999996,205154036746.64932
32,1024,1048576,raftL2-fused,8,0.005240931,204876161124.8078
32,1024,1048576,raftL2-fused,16,0.0052526456,204419240468.07956
32,2048,524288,bits + MAGMA,4,0.0109359582,98184521590.43549
32,2048,524288,bits + MAGMA,8,0.0111850959,95997551885.0938
32,2048,524288,bits + MAGMA,16,0.011730144500000001,91536964783.3409
32,2048,524288,bits + zero computation,4,0.009817860196270978,109366175779.0999
32,2048,524288,bits + zero computation,8,0.009826222762912326,109273100143.08704
32,2048,524288,bits + zero computation,16,0.009843766896195023,109078347275.27332
32,2048,524288,bits-fused,4,0.0014253947000000002,753294385056.995
32,2048,524288,bits-fused,8,0.0020040505,535785811784.68304
32,2048,524288,bits-fused,16,0.0030469076999999995,352403790899.2124
32,2048,524288,raftL2-fused,4,0.0044217227,242833369899.02148
32,2048,524288,raftL2-fused,8,0.0044224869,242791408607.6773
32,2048,524288,raftL2-fused,16,0.0044318199,242280112510.8897
32,4096,262144,bits + MAGMA,4,0.0108203273,99233765692.09695
32,4096,262144,bits + MAGMA,8,0.0111066955,96675183361.24368
32,4096,262144,bits + MAGMA,16,0.0116324369,92305836965.2536
32,4096,262144,bits + zero computation,4,0.00981390309485677,109410273733.26338
32,4096,262144,bits + zero computation,8,0.009817252960083912,109372940512.55885
32,4096,262144,bits + zero computation,16,0.009825272890538195,109283664277.05237
32,4096,262144,bits-fused,4,0.0012665624,847760697775.3326
32,4096,262144,bits-fused,8,0.0017057420000000001,629486653901.9382
32,4096,262144,bits-fused,16,0.0026422263,406377691418.78577
32,4096,262144,raftL2-fused,4,0.0044401549,241825307490.96164
32,4096,262144,raftL2-fused,8,0.0044438342999999995,241625081295.22293
32,4096,262144,raftL2-fused,16,0.0044479534,241401320436.49557
32,8192,131072,bits + MAGMA,4,0.0103232558,104011936234.30313
32,8192,131072,bits + MAGMA,8,0.0103532645,103710460019.6392
32,8192,131072,bits + MAGMA,16,0.0104232567,103014043969.57816
32,8192,131072,bits + zero computation,4,0.009818889376056133,109354712419.75438
32,8192,131072,bits + zero computation,8,0.009819437622482639,109348606842.97794
32,8192,131072,bits + zero computation,16,0.009824273515335647,109294781168.69342
32,8192,131072,bits-fused,4,0.0013119823,818411821561.922
32,8192,131072,bits-fused,8,0.0017250338,622446832056.2762
32,8192,131072,bits-fused,16,0.0026289264,408433581099.8741
32,8192,131072,raftL2-fused,4,0.0044161701,243138692506.43222
32,8192,131072,raftL2-fused,8,0.0044161975999999995,243137178463.21008
32,8192,131072,raftL2-fused,16,0.0044335942,242183153343.17245
64,1024,1048576,bits + MAGMA,4,0.0109397492,98150497270.99777
64,1024,1048576,bits + MAGMA,8,0.0112216425,95684907445.59007
64,1024,1048576,bits + MAGMA,16,0.0117204514,91612668092.28867
64,1024,1048576,bits + zero computation,4,0.009821818281005859,109322102413.20383
64,1024,1048576,bits + zero computation,8,0.009851250432382089,108995485534.55696
64,1024,1048576,bits + zero computation,16,0.009886249735134548,108609619700.79008
64,1024,1048576,bits-fused,4,0.0016731964000000002,641730895428.6537
64,1024,1048576,bits-fused,8,0.0023856986,450074382405.2208
64,1024,1048576,bits-fused,16,0.0036509331,294100657171.7241
64,1024,1048576,raftL2-fused,4,0.0078893158,136100753375.85042
64,1024,1048576,raftL2-fused,8,0.0079053192,135825233217.65425
64,1024,1048576,raftL2-fused,16,0.0079226916,135527403843.411
64,2048,524288,bits + MAGMA,4,0.0109395868,98151954331.58408
64,2048,524288,bits + MAGMA,8,0.0111861189,95988772656.4394
64,2048,524288,bits + MAGMA,16,0.011729771699999999,91539874045.4599
64,2048,524288,bits + zero computation,4,0.009822057796270978,109319436544.92183
64,2048,524288,bits + zero computation,8,0.009828832562912327,109244085411.6906
64,2048,524288,bits + zero computation,16,0.009844555996195024,109069603993.8223
64,2048,524288,bits-fused,4,0.0014018782000000001,765930894709.683
64,2048,524288,bits-fused,8,0.0019759508,543405141464.0486
64,2048,524288,bits-fused,16,0.0032191764999999995,333545496495.7653
64,2048,524288,raftL2-fused,4,0.0069326957,154880853056.91406
64,2048,524288,raftL2-fused,8,0.0069307467,154924407207.0907
64,2048,524288,raftL2-fused,16,0.0069406598,154703134131.4265
64,4096,262144,bits + MAGMA,4,0.0108203441,99233611618.6915
64,4096,262144,bits + MAGMA,8,0.0111145947,96606475807.88528
64,4096,262144,bits + MAGMA,16,0.0116336338,92296340288.79266
64,4096,262144,bits + zero computation,4,0.00981739539485677,109371353685.36975
64,4096,262144,bits + zero computation,8,0.009822354960083912,109316129213.76515
64,4096,262144,bits + zero computation,16,0.009829716590538193,109234260633.06377
64,4096,262144,bits-fused,4,0.0012909263,831760747302.1504
64,4096,262144,bits-fused,8,0.0017635569,608850116489.0115
64,4096,262144,bits-fused,16,0.0026986614,397879416810.1267
64,4096,262144,raftL2-fused,4,0.0068316792,157170995968.31186
64,4096,262144,raftL2-fused,8,0.006843882899999999,156890735813.14493
64,4096,262144,raftL2-fused,16,0.0068565759,156600297241.65964
64,8192,131072,bits + MAGMA,4,0.010328997199999999,103954120928.60284
64,8192,131072,bits + MAGMA,8,0.0103646745,103596289878.66429
64,8192,131072,bits + MAGMA,16,0.0104324984,102922788274.76263
64,8192,131072,bits + zero computation,4,0.009824734976056133,109289647671.59793
64,8192,131072,bits + zero computation,8,0.009830019722482639,109230892135.87245
64,8192,131072,bits + zero computation,16,0.009833150915335648,109196109491.76086
64,8192,131072,bits-fused,4,0.0013408322,800802534426.0079
64,8192,131072,bits-fused,8,0.0018103795,593103172014.4865
64,8192,131072,bits-fused,16,0.0026908206,399038800282.70935
64,8192,131072,raftL2-fused,4,0.0067974991,157961304327.3518
64,8192,131072,raftL2-fused,8,0.006801921,157858614353.20993
64,8192,131072,raftL2-fused,16,0.006803976000000001,157810936428.93506
128,1024,1048576,bits + MAGMA,4,0.0109453432,98100334030.64053
128,1024,1048576,bits + MAGMA,8,0.0112126264,95761847911.03001
128,1024,1048576,bits + MAGMA,16,0.0117149143,91655969177.68318
128,1024,1048576,bits + zero computation,4,0.00982504898100586,109286154814.67793
128,1024,1048576,bits + zero computation,8,0.009844250532382089,109072988387.28137
128,1024,1048576,bits + zero computation,16,0.009881610035134549,108660615039.68062
128,1024,1048576,bits-fused,4,0.0017232486000000001,623091656073.3025
128,1024,1048576,bits-fused,8,0.0024197390999999998,443742808470.5496
128,1024,1048576,bits-fused,16,0.0036244516999999997,296249450365.14075
128,2048,524288,bits + MAGMA,4,0.0109446322,98106706957.2242
128,2048,524288,bits + MAGMA,8,0.011191464199999999,95942926216.9288
128,2048,524288,bits + MAGMA,16,0.0117376378,91478527647.18979
128,2048,524288,bits + zero computation,4,0.009828385096270978,109249059075.5741
128,2048,524288,bits + zero computation,8,0.009834643262912326,109179539643.21361
128,2048,524288,bits + zero computation,16,0.009849623796195023,109013485816.05663
128,2048,524288,bits-fused,4,0.0014100735000000001,761479329978.189
128,2048,524288,bits-fused,8,0.0019663813,546049651713.02234
128,2048,524288,bits-fused,16,0.0031021697,346126075565.7565
128,4096,262144,bits + MAGMA,4,0.0108289785,99154488486.61026
128,4096,262144,bits + MAGMA,8,0.0111202995,96556915935.58249
128,4096,262144,bits + MAGMA,16,0.0116418925,92230865729.09
128,4096,262144,bits + zero computation,4,0.009822688494856771,109312417324.66817
128,4096,262144,bits + zero computation,8,0.009829720060083912,109234222077.20877
128,4096,262144,bits + zero computation,16,0.009837307290538194,109149972882.5952
128,4096,262144,bits-fused,4,0.0013647845000000001,786748255127.4578
128,4096,262144,bits-fused,8,0.0018332459000000001,585705291363.2589
128,4096,262144,bits-fused,16,0.0027427993,391476629004.53564
128,8192,131072,bits + MAGMA,4,0.0103467314,103775944546.12015
128,8192,131072,bits + MAGMA,8,0.010378404400000001,103459239264.1782
128,8192,131072,bits + MAGMA,16,0.0104464185,102785641222.39598
128,8192,131072,bits + zero computation,4,0.009839973376056134,109120399310.5067
128,8192,131072,bits + zero computation,8,0.009845062422482639,109063993494.64291
128,8192,131072,bits + zero computation,16,0.009848860715335648,109021932082.77158
128,8192,131072,bits-fused,4,0.0014574416,736730599702.9315
128,8192,131072,bits-fused,8,0.0019176112000000001,559937188518.7153
128,8192,131072,bits-fused,16,0.0028005199000000003,383408032201.4494
256,1024,1048576,bits + MAGMA,4,0.0109481517,98075168614.99097
256,1024,1048576,bits + MAGMA,8,0.0112143506,95747124581.60529
256,1024,1048576,bits + MAGMA,16,0.0117166,91642782377.14012
256,1024,1048576,bits + zero computation,4,0.00982448008100586,109292483179.43224
256,1024,1048576,bits + zero computation,8,0.009846189032382088,109051514293.36612
256,1024,1048576,bits + zero computation,16,0.00987942573513455,108684639450.38972
256,1024,1048576,bits-fused,4,0.0017153145,625973734845.709
256,1024,1048576,bits-fused,8,0.0025457599,421776548526.82684
256,1024,1048576,bits-fused,16,0.0039291948,273272738730.08282
256,2048,524288,bits + MAGMA,4,0.0109484445,98072545739.26004
256,2048,524288,bits + MAGMA,8,0.011196475899999999,95899980814.49898
256,2048,524288,bits + MAGMA,16,0.0117451523,91420000062.49387
256,2048,524288,bits + zero computation,4,0.009829191696270978,109240093914.06607
256,2048,524288,bits + zero computation,8,0.009837490662912327,109147938309.92319
256,2048,524288,bits + zero computation,16,0.009856078596195023,108942092285.51831
256,2048,524288,bits-fused,4,0.0015549139,690547447032.2761
256,2048,524288,bits-fused,8,0.0021838957999999998,491663486875.1522
256,2048,524288,bits-fused,16,0.0034048137,315359934083.91187
256,4096,262144,bits + MAGMA,4,0.010835830500000001,99091788488.20125
256,4096,262144,bits + MAGMA,8,0.0111295402,96476746092.34981
256,4096,262144,bits + MAGMA,16,0.0116504564,92163069594.42378
256,4096,262144,bits + zero computation,4,0.00983045209485677,109226087837.9922
256,4096,262144,bits + zero computation,8,0.009834682460083911,109179104496.56131
256,4096,262144,bits + zero computation,16,0.009841366390538194,109104953660.93979
256,4096,262144,bits-fused,4,0.0016736872,641542711206.7297
256,4096,262144,bits-fused,8,0.0022818710000000004,470553253886.8323
256,4096,262144,bits-fused,16,0.0034685568,309564434406.84033
256,8192,131072,bits + MAGMA,4,0.0103611245,103631784754.63739
256,8192,131072,bits + MAGMA,8,0.0103925939,103317981471.40147
256,8192,131072,bits + MAGMA,16,0.0104567173,102684407849.4883
256,8192,131072,bits + zero computation,4,0.009853471776056135,108970913846.75043
256,8192,131072,bits + zero computation,8,0.009856024022482639,108942695507.9128
256,8192,131072,bits + zero computation,16,0.009857321315335647,108928357882.53278
256,8192,131072,bits-fused,4,0.0018756183,572473527262.983
256,8192,131072,bits-fused,8,0.0024719853,434364162278.79675
256,8192,131072,bits-fused,16,0.0036331214,295542511736.602
