point_count,query_count,algorithm,dim,time
1048576,1024,baseline,4,0.008066402
1048576,1024,baseline,4,0.008066072
1048576,1024,baseline,4,0.008067282999999998
1048576,1024,baseline,4,0.008065581
1048576,1024,baseline,4,0.008067414
1048576,1024,baseline,4,0.00806544
1048576,1024,baseline,4,0.008066192
1048576,1024,baseline,4,0.008065661
1048576,1024,baseline,4,0.008066112
1048576,1024,baseline,4,0.008025851
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011901634
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011894152
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011897938
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011908083
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011909255
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011903487
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011901243
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011909426
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011886991
1048576,1024,cuBLAS GEMM + postprocessing,4,0.011900712
1048576,1024,MAGMA-distance,4,0.00321377
1048576,1024,MAGMA-distance,4,0.003218927
1048576,1024,MAGMA-distance,4,0.003219228
1048576,1024,MAGMA-distance,4,0.003334953
1048576,1024,MAGMA-distance,4,0.003354162
1048576,1024,MAGMA-distance,4,0.003349836
1048576,1024,MAGMA-distance,4,0.003352991
1048576,1024,MAGMA-distance,4,0.003353832
1048576,1024,MAGMA-distance,4,0.00337268
1048576,1024,MAGMA-distance,4,0.003415455
1048576,1024,baseline,8,0.023541441
1048576,1024,baseline,8,0.023536553
1048576,1024,baseline,8,0.023532157
1048576,1024,baseline,8,0.023530884
1048576,1024,baseline,8,0.023552797
1048576,1024,baseline,8,0.023559287
1048576,1024,baseline,8,0.023549112
1048576,1024,baseline,8,0.023546868
1048576,1024,baseline,8,0.023549412
1048576,1024,baseline,8,0.02353497
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011924548
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011928073
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011927303
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011923908
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011925049
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011922335
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011934283
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011920673
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011927813
1048576,1024,cuBLAS GEMM + postprocessing,8,0.011932941
1048576,1024,MAGMA-distance,8,0.003448896
1048576,1024,MAGMA-distance,8,0.00349751
1048576,1024,MAGMA-distance,8,0.00349791
1048576,1024,MAGMA-distance,8,0.003487865
1048576,1024,MAGMA-distance,8,0.003492542
1048576,1024,MAGMA-distance,8,0.003499132
1048576,1024,MAGMA-distance,8,0.003545392
1048576,1024,MAGMA-distance,8,0.003547325
1048576,1024,MAGMA-distance,8,0.00355053
1048576,1024,MAGMA-distance,8,0.003549919
1048576,1024,baseline,16,0.045836031
1048576,1024,baseline,16,0.045830282
1048576,1024,baseline,16,0.045850673
1048576,1024,baseline,16,0.045833968
1048576,1024,baseline,16,0.045819286
1048576,1024,baseline,16,0.045818324
1048576,1024,baseline,16,0.045838736
1048576,1024,baseline,16,0.045806957
1048576,1024,baseline,16,0.0458418
1048576,1024,baseline,16,0.045976274
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012062958
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012059242
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012052662
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012055607
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012056608
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012058221
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012052402
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012051551
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012057159
1048576,1024,cuBLAS GEMM + postprocessing,16,0.012056158
1048576,1024,MAGMA-distance,16,0.003801019
1048576,1024,MAGMA-distance,16,0.003810534
1048576,1024,MAGMA-distance,16,0.003818235
1048576,1024,MAGMA-distance,16,0.003816223
1048576,1024,MAGMA-distance,16,0.003830073
1048576,1024,MAGMA-distance,16,0.003824065
1048576,1024,MAGMA-distance,16,0.003828772
1048576,1024,MAGMA-distance,16,0.003838597
1048576,1024,MAGMA-distance,16,0.003836523
1048576,1024,MAGMA-distance,16,0.003821
1048576,1024,baseline,32,0.089579262
1048576,1024,baseline,32,0.089311836
1048576,1024,baseline,32,0.089193757
1048576,1024,baseline,32,0.08919808299999998
1048576,1024,baseline,32,0.089208149
