algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time,hostname,jobid,source_csv,dataset
bits (ascending data),uniform,ascending,19,1048576,1024,1,128,64,"1,1,1",1,selection,0.006491314,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,1048576,1024,1,64,128,"1,1,1",1,selection,0.04405924,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,1048576,1024,1,64,128,"1,1,1",1,selection,0.044092069,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,1048576,1024,1,64,128,"1,1,1",1,selection,0.044095935,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,1048576,1024,1,64,128,"1,1,1",1,selection,0.044073031,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,1048576,1024,1,64,128,"1,1,1",1,selection,0.044093612,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,1048576,1024,1,64,128,"1,1,1",1,selection,0.044087262,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,1048576,1024,1,64,128,"1,1,1",1,selection,0.044093592,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,1048576,1024,1,64,128,"1,1,1",1,selection,0.044082345,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,1048576,1024,1,64,128,"1,1,1",1,selection,0.04407202,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,1048576,1024,1,64,128,"1,1,1",1,selection,0.044090958,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,1048576,1024,1,128,128,"1,1,1",1,selection,0.0064952,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,1048576,1024,1,128,128,"1,1,1",1,selection,0.006492426,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,1048576,1024,1,128,128,"1,1,1",1,selection,0.006483472,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,1048576,1024,1,128,128,"1,1,1",1,selection,0.006477974,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,1048576,1024,1,128,128,"1,1,1",1,selection,0.00648848,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,1048576,1024,1,128,128,"1,1,1",1,selection,0.006491074,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,128,128,"1,1,1",1,selection,0.006482852,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,128,128,"1,1,1",1,selection,0.006479146,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,128,128,"1,1,1",1,selection,0.006493437,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,128,128,"1,1,1",1,selection,0.006497534,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,1048576,1024,1,128,256,"1,1,1",1,selection,0.041452511,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,1048576,1024,1,128,256,"1,1,1",1,selection,0.041442616,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,1048576,1024,1,128,256,"1,1,1",1,selection,0.041445761,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,1048576,1024,1,128,256,"1,1,1",1,selection,0.041440663,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,1048576,1024,1,128,256,"1,1,1",1,selection,0.041443948,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,1048576,1024,1,128,256,"1,1,1",1,selection,0.041453492,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,1048576,1024,1,128,256,"1,1,1",1,selection,0.041440012,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,1048576,1024,1,128,256,"1,1,1",1,selection,0.041441204,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,1048576,1024,1,128,256,"1,1,1",1,selection,0.041455265,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,1048576,1024,1,128,256,"1,1,1",1,selection,0.041440031,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,1048576,1024,1,128,256,"1,1,1",1,selection,0.006626299,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,1048576,1024,1,128,256,"1,1,1",1,selection,0.006638778,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,1048576,1024,1,128,256,"1,1,1",1,selection,0.006618758,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,1048576,1024,1,128,256,"1,1,1",1,selection,0.006650445,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,1048576,1024,1,128,256,"1,1,1",1,selection,0.006636374,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,1048576,1024,1,128,256,"1,1,1",1,selection,0.006625829,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,128,256,"1,1,1",1,selection,0.006617635,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,128,256,"1,1,1",1,selection,0.006624196,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,128,256,"1,1,1",1,selection,0.006635353,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,128,256,"1,1,1",1,selection,0.006614701,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,1048576,1024,1,128,512,"1,1,1",1,selection,0.042684457,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,1048576,1024,1,128,512,"1,1,1",1,selection,0.042674763,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,1048576,1024,1,128,512,"1,1,1",1,selection,0.042674793,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,1048576,1024,1,128,512,"1,1,1",1,selection,0.042681823,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,1048576,1024,1,128,512,"1,1,1",1,selection,0.042683966,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,1048576,1024,1,128,512,"1,1,1",1,selection,0.042684658,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,1048576,1024,1,128,512,"1,1,1",1,selection,0.04267996,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,1048576,1024,1,128,512,"1,1,1",1,selection,0.04268019,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,1048576,1024,1,128,512,"1,1,1",1,selection,0.042691598,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,1048576,1024,1,128,512,"1,1,1",1,selection,0.042676244,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,1048576,1024,1,256,512,"1,1,1",1,selection,0.006203388,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,1048576,1024,1,256,512,"1,1,1",1,selection,0.006218071,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,1048576,1024,1,256,512,"1,1,1",1,selection,0.006206443,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,1048576,1024,1,256,512,"1,1,1",1,selection,0.006212211,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,1048576,1024,1,256,512,"1,1,1",1,selection,0.006207354,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,1048576,1024,1,256,512,"1,1,1",1,selection,0.00621119,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,256,512,"1,1,1",1,selection,0.006200133,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,256,512,"1,1,1",1,selection,0.006219062,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,256,512,"1,1,1",1,selection,0.006201195,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,256,512,"1,1,1",1,selection,0.00620457,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,1048576,1024,1,128,1024,"1,1,1",1,selection,0.044992895,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045033386,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,1048576,1024,1,128,1024,"1,1,1",1,selection,0.044982559,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045079205,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045128791,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,1048576,1024,1,128,1024,"1,1,1",1,selection,0.04502326,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045023891,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,1048576,1024,1,128,1024,"1,1,1",1,selection,0.04514158,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045091815,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045053306,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,1048576,1024,1,512,1024,"1,1,1",1,selection,0.006392635,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,1048576,1024,1,512,1024,"1,1,1",1,selection,0.006393627,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,1048576,1024,1,512,1024,"1,1,1",1,selection,0.006393256,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,1048576,1024,1,512,1024,"1,1,1",1,selection,0.006391804,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,1048576,1024,1,512,1024,"1,1,1",1,selection,0.00639547,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,1048576,1024,1,512,1024,"1,1,1",1,selection,0.006392795,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,512,1024,"1,1,1",1,selection,0.006390672,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,512,1024,"1,1,1",1,selection,0.00638938,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,512,1024,"1,1,1",1,selection,0.00638976,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,512,1024,"1,1,1",1,selection,0.006393846,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052795215,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052816367,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052817839,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052813232,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052833433,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052830799,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052841275,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052830108,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052854104,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052827885,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006680702,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006681843,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006682424,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006677217,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,1048576,1024,1,512,2048,"1,1,1",1,selection,0.00668679,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006678869,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006682534,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006680872,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006681262,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,512,2048,"1,1,1",1,selection,0.006674802,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,32,"1,1,1",1,selection,0.033407733,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,32,"1,1,1",1,selection,0.033400252,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,32,"1,1,1",1,selection,0.033402235,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,32,"1,1,1",1,selection,0.033406601,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,32,"1,1,1",1,selection,0.03340565,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,32,"1,1,1",1,selection,0.033415975,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,32,"1,1,1",1,selection,0.0334061,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,32,"1,1,1",1,selection,0.033399922,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,32,"1,1,1",1,selection,0.033416165,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,32,"1,1,1",1,selection,0.033415325,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,128,32,"1,1,1",1,selection,0.00627098,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,128,32,"1,1,1",1,selection,0.006267545,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,128,32,"1,1,1",1,selection,0.006273013,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,128,32,"1,1,1",1,selection,0.006268738,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,128,32,"1,1,1",1,selection,0.006273384,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,128,32,"1,1,1",1,selection,0.006275537,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,128,32,"1,1,1",1,selection,0.006268017,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,128,32,"1,1,1",1,selection,0.006271571,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,128,32,"1,1,1",1,selection,0.006272303,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,128,32,"1,1,1",1,selection,0.00627081,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,64,"1,1,1",1,selection,0.033399661,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,64,"1,1,1",1,selection,0.03341903,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,64,"1,1,1",1,selection,0.03339851,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,64,"1,1,1",1,selection,0.033409355,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,64,"1,1,1",1,selection,0.033412941,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,64,"1,1,1",1,selection,0.033422626,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,64,"1,1,1",1,selection,0.033413561,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,64,"1,1,1",1,selection,0.033411188,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,64,"1,1,1",1,selection,0.033409246,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,64,"1,1,1",1,selection,0.033403296,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,128,64,"1,1,1",1,selection,0.006262978,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,128,64,"1,1,1",1,selection,0.006267575,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,128,64,"1,1,1",1,selection,0.006268437,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,128,64,"1,1,1",1,selection,0.006265903,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,128,64,"1,1,1",1,selection,0.006266303,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,128,64,"1,1,1",1,selection,0.006267566,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,128,64,"1,1,1",1,selection,0.006272964,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,128,64,"1,1,1",1,selection,0.006259223,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,128,64,"1,1,1",1,selection,0.006267635,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,128,64,"1,1,1",1,selection,0.006272222,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,128,"1,1,1",1,selection,0.032225151,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,128,"1,1,1",1,selection,0.032233444,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,128,"1,1,1",1,selection,0.032234976,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,128,"1,1,1",1,selection,0.032233123,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,128,"1,1,1",1,selection,0.032233364,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,128,"1,1,1",1,selection,0.032234956,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,128,"1,1,1",1,selection,0.032227535,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,128,"1,1,1",1,selection,0.032242508,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,128,"1,1,1",1,selection,0.032233184,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,128,"1,1,1",1,selection,0.032233484,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,128,128,"1,1,1",1,selection,0.006266674,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,128,128,"1,1,1",1,selection,0.006265793,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,128,128,"1,1,1",1,selection,0.006267916,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,128,128,"1,1,1",1,selection,0.006268507,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,128,128,"1,1,1",1,selection,0.006269818,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,128,128,"1,1,1",1,selection,0.006270389,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,128,128,"1,1,1",1,selection,0.006269138,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,128,128,"1,1,1",1,selection,0.006271351,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,128,128,"1,1,1",1,selection,0.006268637,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,128,128,"1,1,1",1,selection,0.006267655,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,256,"1,1,1",1,selection,0.032820393,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,256,"1,1,1",1,selection,0.032812701,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,256,"1,1,1",1,selection,0.03281835,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,256,"1,1,1",1,selection,0.032814645,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,256,"1,1,1",1,selection,0.032814083,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,256,"1,1,1",1,selection,0.032813693,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,256,"1,1,1",1,selection,0.032809306,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,256,"1,1,1",1,selection,0.032817959,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,256,"1,1,1",1,selection,0.032813293,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,256,"1,1,1",1,selection,0.032812381,ampere02,35760918,data/buffer-ampere02-35760918.csv,ascending
