algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time,hostname,jobid,source_csv,dataset
sort-in-registers (any data),uniform,identity,14,1048576,1024,1,128,512,"1,1,1",1,selection,0.042694874,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,1048576,1024,1,128,512,"1,1,1",1,selection,0.04269297,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,1048576,1024,1,128,512,"1,1,1",1,selection,0.042697497,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,1048576,1024,1,128,512,"1,1,1",1,selection,0.042692991,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,1048576,1024,1,128,512,"1,1,1",1,selection,0.042693962,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,1048576,1024,1,128,512,"1,1,1",1,selection,0.042694843,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,1048576,1024,1,256,512,"1,1,1",1,selection,0.006571168,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,1048576,1024,1,256,512,"1,1,1",1,selection,0.006577987,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,1048576,1024,1,256,512,"1,1,1",1,selection,0.006579779,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,1048576,1024,1,256,512,"1,1,1",1,selection,0.006582965,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,1048576,1024,1,256,512,"1,1,1",1,selection,0.006587552,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,1048576,1024,1,256,512,"1,1,1",1,selection,0.006588833,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,1048576,1024,1,256,512,"1,1,1",1,selection,0.00659263,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,1048576,1024,1,256,512,"1,1,1",1,selection,0.006600091,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,1048576,1024,1,256,512,"1,1,1",1,selection,0.00657994,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,1048576,1024,1,256,512,"1,1,1",1,selection,0.006582063,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045005154,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045017202,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045238618,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045232568,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,1048576,1024,1,128,1024,"1,1,1",1,selection,0.044997273,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045022159,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045137154,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045093788,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045074869,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,1048576,1024,1,128,1024,"1,1,1",1,selection,0.045295624,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007151566,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007146098,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007143073,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,1048576,1024,1,512,1024,"1,1,1",1,selection,0.00714678,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007148952,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007142743,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007148151,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007147631,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007148792,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007148652,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052881168,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052904232,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052879225,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052873146,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052899787,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052859275,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052867898,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052864934,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052878233,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,1048576,1024,1,256,2048,"1,1,1",1,selection,0.052892135,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007925748999999998,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007932079,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007927292,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007936886,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007930747,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007934824,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,1048576,1024,1,512,2048,"1,1,1",1,selection,0.00792585,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007932128999999998,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007924077,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,1048576,1024,1,512,2048,"1,1,1",1,selection,0.00792616,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,32,"1,1,1",1,selection,0.033425257,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,32,"1,1,1",1,selection,0.033411527,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,32,"1,1,1",1,selection,0.033408832,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,32,"1,1,1",1,selection,0.033410505,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,32,"1,1,1",1,selection,0.033409133,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,32,"1,1,1",1,selection,0.033392337,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,32,"1,1,1",1,selection,0.033411487,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,32,"1,1,1",1,selection,0.033423725,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,32,"1,1,1",1,selection,0.033409384,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,32,"1,1,1",1,selection,0.033423404,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,32,"1,1,1",1,selection,0.006353026,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,32,"1,1,1",1,selection,0.006356121,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,32,"1,1,1",1,selection,0.00635557,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,32,"1,1,1",1,selection,0.006361099,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,32,"1,1,1",1,selection,0.006361489,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,32,"1,1,1",1,selection,0.006354859,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,32,"1,1,1",1,selection,0.006357203,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,32,"1,1,1",1,selection,0.00635594,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,32,"1,1,1",1,selection,0.006357543,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,32,"1,1,1",1,selection,0.006354389,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,64,"1,1,1",1,selection,0.033410825,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,64,"1,1,1",1,selection,0.033404776,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,64,"1,1,1",1,selection,0.033398547,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,64,"1,1,1",1,selection,0.033401221,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,64,"1,1,1",1,selection,0.033405918,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,64,"1,1,1",1,selection,0.033414791,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,64,"1,1,1",1,selection,0.033413349,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,64,"1,1,1",1,selection,0.033408011,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,64,"1,1,1",1,selection,0.033409503,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,64,"1,1,1",1,selection,0.033414842,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,64,"1,1,1",1,selection,0.006399818,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,64,"1,1,1",1,selection,0.006394128,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,64,"1,1,1",1,selection,0.006399177,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,64,"1,1,1",1,selection,0.006402762,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,64,"1,1,1",1,selection,0.006400708,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,64,"1,1,1",1,selection,0.006396883,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,64,"1,1,1",1,selection,0.006406176,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,64,"1,1,1",1,selection,0.006398305,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,64,"1,1,1",1,selection,0.006407339,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,64,"1,1,1",1,selection,0.006403984,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,128,"1,1,1",1,selection,0.032230827,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,128,"1,1,1",1,selection,0.032237909,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,128,"1,1,1",1,selection,0.032234362,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,128,"1,1,1",1,selection,0.032234173,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,128,"1,1,1",1,selection,0.032225279,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,128,"1,1,1",1,selection,0.032234293,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,128,"1,1,1",1,selection,0.032228905,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,128,"1,1,1",1,selection,0.032233591,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,128,"1,1,1",1,selection,0.03223889,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,128,"1,1,1",1,selection,0.032238659,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,128,"1,1,1",1,selection,0.006462282,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,128,"1,1,1",1,selection,0.006482772,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,128,"1,1,1",1,selection,0.006475602,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,128,"1,1,1",1,selection,0.00647441,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,128,"1,1,1",1,selection,0.006476894,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,128,"1,1,1",1,selection,0.006478117,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,128,"1,1,1",1,selection,0.006488352,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,128,"1,1,1",1,selection,0.006482804,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,128,"1,1,1",1,selection,0.006478837,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,128,"1,1,1",1,selection,0.0064744,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,256,"1,1,1",1,selection,0.032819229,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,256,"1,1,1",1,selection,0.032807041,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,256,"1,1,1",1,selection,0.032815614,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,256,"1,1,1",1,selection,0.032817716,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,256,"1,1,1",1,selection,0.032818819,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,256,"1,1,1",1,selection,0.032812279,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,256,"1,1,1",1,selection,0.03282007,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,256,"1,1,1",1,selection,0.03281368,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,256,"1,1,1",1,selection,0.032812879,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,256,"1,1,1",1,selection,0.032816945,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,256,"1,1,1",1,selection,0.006731511,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,256,"1,1,1",1,selection,0.006736838,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,256,"1,1,1",1,selection,0.00673802,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,256,"1,1,1",1,selection,0.006752922,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,256,"1,1,1",1,selection,0.006745411,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,256,"1,1,1",1,selection,0.006749467,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,256,"1,1,1",1,selection,0.0067446,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,256,"1,1,1",1,selection,0.006752932,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,256,"1,1,1",1,selection,0.006750689,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,256,"1,1,1",1,selection,0.006747634,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,512,"1,1,1",1,selection,0.03456895,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,512,"1,1,1",1,selection,0.034534398,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,512,"1,1,1",1,selection,0.034564874,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,512,"1,1,1",1,selection,0.03455535,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,512,"1,1,1",1,selection,0.034527167,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,512,"1,1,1",1,selection,0.034517513,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,512,"1,1,1",1,selection,0.03452252,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,512,"1,1,1",1,selection,0.034565776,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,512,"1,1,1",1,selection,0.034538655,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,512,"1,1,1",1,selection,0.034533046,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,262144,4096,1,256,512,"1,1,1",1,selection,0.006393468,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,262144,4096,1,256,512,"1,1,1",1,selection,0.006406838,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,262144,4096,1,256,512,"1,1,1",1,selection,0.006410403,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,262144,4096,1,256,512,"1,1,1",1,selection,0.006408921,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,262144,4096,1,256,512,"1,1,1",1,selection,0.006407749,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,262144,4096,1,256,512,"1,1,1",1,selection,0.006406397,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,262144,4096,1,256,512,"1,1,1",1,selection,0.006416322,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,262144,4096,1,256,512,"1,1,1",1,selection,0.006412747,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,262144,4096,1,256,512,"1,1,1",1,selection,0.006411926,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,262144,4096,1,256,512,"1,1,1",1,selection,0.006413469,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,128,1024,"1,1,1",1,selection,0.039516137,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,128,1024,"1,1,1",1,selection,0.039797743,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,128,1024,"1,1,1",1,selection,0.040089976,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,128,1024,"1,1,1",1,selection,0.040154043,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,128,1024,"1,1,1",1,selection,0.039862902,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,128,1024,"1,1,1",1,selection,0.039427672,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,128,1024,"1,1,1",1,selection,0.039837984,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,128,1024,"1,1,1",1,selection,0.039792326,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,128,1024,"1,1,1",1,selection,0.039491108,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,128,1024,"1,1,1",1,selection,0.039448905,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,10,262144,4096,1,512,1024,"1,1,1",1,selection,0.007565564,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,11,262144,4096,1,512,1024,"1,1,1",1,selection,0.007571752999999999,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,12,262144,4096,1,512,1024,"1,1,1",1,selection,0.007570020999999999,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,13,262144,4096,1,512,1024,"1,1,1",1,selection,0.007566686,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,14,262144,4096,1,512,1024,"1,1,1",1,selection,0.007568147,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,15,262144,4096,1,512,1024,"1,1,1",1,selection,0.007574517,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,16,262144,4096,1,512,1024,"1,1,1",1,selection,0.007571733,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,17,262144,4096,1,512,1024,"1,1,1",1,selection,0.007565513999999998,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,18,262144,4096,1,512,1024,"1,1,1",1,selection,0.007567817,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
bits (random data),uniform,identity,19,262144,4096,1,512,1024,"1,1,1",1,selection,0.007571251999999999,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,256,2048,"1,1,1",1,selection,0.04861904,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,256,2048,"1,1,1",1,selection,0.048597256,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,256,2048,"1,1,1",1,selection,0.048641665,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,256,2048,"1,1,1",1,selection,0.048601252,ampere02,35760917,data/buffer-ampere02-35760917.csv,random
