algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time,hostname,jobid,dataset
bits (ascending data),uniform,ascending,15,1048576,1024,1,256,512,"1,1,1",1,selection,0.008261944999999998,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,256,512,"1,1,1",1,selection,0.008258919999999998,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,256,512,"1,1,1",1,selection,0.008265229,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,256,512,"1,1,1",1,selection,0.008262175,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,256,512,"1,1,1",1,selection,0.008258229,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035737014,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035730834,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035734319,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035740278,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035733337,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035743523,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035735591,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035736863,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035745817,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,1048576,1024,1,256,1024,"1,1,1",1,selection,0.035738155,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007604403,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007598724,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007597862,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007593726,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007594527999999999,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007595318999999999,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007607107,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007596401,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007595049,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,512,1024,"1,1,1",1,selection,0.007595308999999998,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037902963,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037915311,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037906477,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037910484,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037910574,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037919468,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037907119,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037933669,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037942302,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,1048576,1024,1,256,2048,"1,1,1",1,selection,0.037957535,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007645464999999998,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007672046,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007642581,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007646587,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007681851,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007685596,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007648618999999998,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007646547,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007673168,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,1048576,1024,1,512,2048,"1,1,1",1,selection,0.007686557999999999,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,32,"1,1,1",1,selection,0.02508544,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,32,"1,1,1",1,selection,0.025081433,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,32,"1,1,1",1,selection,0.02508592,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,32,"1,1,1",1,selection,0.025084427,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,32,"1,1,1",1,selection,0.025080973,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,32,"1,1,1",1,selection,0.025088424,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,32,"1,1,1",1,selection,0.025079449,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,32,"1,1,1",1,selection,0.025085029,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,32,"1,1,1",1,selection,0.025089245,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,32,"1,1,1",1,selection,0.02508627,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,256,32,"1,1,1",1,selection,0.005512717,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,256,32,"1,1,1",1,selection,0.005510123,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,256,32,"1,1,1",1,selection,0.005512126,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,256,32,"1,1,1",1,selection,0.005510062,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,256,32,"1,1,1",1,selection,0.005521731,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,256,32,"1,1,1",1,selection,0.005513147,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,256,32,"1,1,1",1,selection,0.005508901,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,256,32,"1,1,1",1,selection,0.005511014,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,256,32,"1,1,1",1,selection,0.005511114,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,256,32,"1,1,1",1,selection,0.005497053,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,64,"1,1,1",1,selection,0.025083106,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,64,"1,1,1",1,selection,0.025078288,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,64,"1,1,1",1,selection,0.025080221,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,64,"1,1,1",1,selection,0.025081413,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,64,"1,1,1",1,selection,0.025081814,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,64,"1,1,1",1,selection,0.025078418,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,64,"1,1,1",1,selection,0.02507918,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,64,"1,1,1",1,selection,0.025087002,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,64,"1,1,1",1,selection,0.025081303,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,64,"1,1,1",1,selection,0.025074472,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,256,64,"1,1,1",1,selection,0.005504735,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,256,64,"1,1,1",1,selection,0.005506547,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,256,64,"1,1,1",1,selection,0.005507749,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,256,64,"1,1,1",1,selection,0.00550832,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,256,64,"1,1,1",1,selection,0.005503473,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,256,64,"1,1,1",1,selection,0.00550173,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,256,64,"1,1,1",1,selection,0.005505916,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,256,64,"1,1,1",1,selection,0.005505486,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,256,64,"1,1,1",1,selection,0.005504925,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,256,64,"1,1,1",1,selection,0.005507079,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,128,"1,1,1",1,selection,0.023507866,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,128,"1,1,1",1,selection,0.02350999,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,128,"1,1,1",1,selection,0.023509569,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,128,"1,1,1",1,selection,0.023506775,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,128,"1,1,1",1,selection,0.023509158,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,128,"1,1,1",1,selection,0.023505432,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,128,"1,1,1",1,selection,0.023506434,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,128,"1,1,1",1,selection,0.023511342,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,128,"1,1,1",1,selection,0.023509248,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,128,"1,1,1",1,selection,0.023507225,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,128,128,"1,1,1",1,selection,0.00444486,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,128,128,"1,1,1",1,selection,0.004442918,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,128,128,"1,1,1",1,selection,0.004442607,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,128,128,"1,1,1",1,selection,0.004445692,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,128,128,"1,1,1",1,selection,0.004447224,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,128,128,"1,1,1",1,selection,0.004447935,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,128,128,"1,1,1",1,selection,0.004442867,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,128,128,"1,1,1",1,selection,0.004443208,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,128,128,"1,1,1",1,selection,0.004440833,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,128,128,"1,1,1",1,selection,0.004446613,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,256,"1,1,1",1,selection,0.023579455,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,256,"1,1,1",1,selection,0.023578624,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,256,"1,1,1",1,selection,0.023579766,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,256,"1,1,1",1,selection,0.023580797,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,256,"1,1,1",1,selection,0.0235822,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,256,"1,1,1",1,selection,0.023583512,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,256,"1,1,1",1,selection,0.023584163,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,256,"1,1,1",1,selection,0.023583982,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,256,"1,1,1",1,selection,0.023585023,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,256,"1,1,1",1,selection,0.023581669,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,128,256,"1,1,1",1,selection,0.005832443,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,128,256,"1,1,1",1,selection,0.005825473,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,128,256,"1,1,1",1,selection,0.005838984,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,128,256,"1,1,1",1,selection,0.005831212,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,128,256,"1,1,1",1,selection,0.005833165,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,128,256,"1,1,1",1,selection,0.005825954,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,128,256,"1,1,1",1,selection,0.005824592,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,128,256,"1,1,1",1,selection,0.005824801,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,128,256,"1,1,1",1,selection,0.005829138,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,128,256,"1,1,1",1,selection,0.005832043,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,64,512,"1,1,1",1,selection,0.025573813,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,64,512,"1,1,1",1,selection,0.025564739,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,64,512,"1,1,1",1,selection,0.025569416,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,64,512,"1,1,1",1,selection,0.025564909,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,64,512,"1,1,1",1,selection,0.025564309,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,64,512,"1,1,1",1,selection,0.025566301,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,64,512,"1,1,1",1,selection,0.025562536,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,64,512,"1,1,1",1,selection,0.025567964,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,64,512,"1,1,1",1,selection,0.025563807,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,64,512,"1,1,1",1,selection,0.025563348,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,256,512,"1,1,1",1,selection,0.006577959,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,256,512,"1,1,1",1,selection,0.006582036,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,256,512,"1,1,1",1,selection,0.006575155,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,256,512,"1,1,1",1,selection,0.006580924,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,256,512,"1,1,1",1,selection,0.006576568,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,256,512,"1,1,1",1,selection,0.006582696,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,256,512,"1,1,1",1,selection,0.006580994,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,256,512,"1,1,1",1,selection,0.006577959,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,256,512,"1,1,1",1,selection,0.006576988,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,256,512,"1,1,1",1,selection,0.006581214,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,128,1024,"1,1,1",1,selection,0.030748305,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,128,1024,"1,1,1",1,selection,0.030775336,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,128,1024,"1,1,1",1,selection,0.030735405,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,128,1024,"1,1,1",1,selection,0.030742356,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,128,1024,"1,1,1",1,selection,0.030738559,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,128,1024,"1,1,1",1,selection,0.030736677,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,128,1024,"1,1,1",1,selection,0.030737248,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,128,1024,"1,1,1",1,selection,0.030733182,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,128,1024,"1,1,1",1,selection,0.03073907,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,128,1024,"1,1,1",1,selection,0.030733382,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,512,1024,"1,1,1",1,selection,0.007259898,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,512,1024,"1,1,1",1,selection,0.007262632,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,512,1024,"1,1,1",1,selection,0.00726109,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,512,1024,"1,1,1",1,selection,0.007265006,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,512,1024,"1,1,1",1,selection,0.007260799,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,512,1024,"1,1,1",1,selection,0.007269061999999998,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,512,1024,"1,1,1",1,selection,0.007260379,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,512,1024,"1,1,1",1,selection,0.007262602,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,512,1024,"1,1,1",1,selection,0.007264284999999999,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,512,1024,"1,1,1",1,selection,0.007259547,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,10,262144,4096,1,256,2048,"1,1,1",1,selection,0.036577553,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,11,262144,4096,1,256,2048,"1,1,1",1,selection,0.036596092,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,12,262144,4096,1,256,2048,"1,1,1",1,selection,0.036592386,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,13,262144,4096,1,256,2048,"1,1,1",1,selection,0.036587429,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,14,262144,4096,1,256,2048,"1,1,1",1,selection,0.036580949,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,15,262144,4096,1,256,2048,"1,1,1",1,selection,0.03663447,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,16,262144,4096,1,256,2048,"1,1,1",1,selection,0.036578835,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,17,262144,4096,1,256,2048,"1,1,1",1,selection,0.036600088,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,18,262144,4096,1,256,2048,"1,1,1",1,selection,0.036605295,hopper01,108407,ascending
sort-in-registers (any data),uniform,ascending,19,262144,4096,1,256,2048,"1,1,1",1,selection,0.036552025,hopper01,108407,ascending
bits (ascending data),uniform,ascending,10,262144,4096,1,512,2048,"1,1,1",1,selection,0.007495046,hopper01,108407,ascending
bits (ascending data),uniform,ascending,11,262144,4096,1,512,2048,"1,1,1",1,selection,0.007499953,hopper01,108407,ascending
bits (ascending data),uniform,ascending,12,262144,4096,1,512,2048,"1,1,1",1,selection,0.007500525,hopper01,108407,ascending
bits (ascending data),uniform,ascending,13,262144,4096,1,512,2048,"1,1,1",1,selection,0.007498602,hopper01,108407,ascending
bits (ascending data),uniform,ascending,14,262144,4096,1,512,2048,"1,1,1",1,selection,0.007505071,hopper01,108407,ascending
bits (ascending data),uniform,ascending,15,262144,4096,1,512,2048,"1,1,1",1,selection,0.007502287,hopper01,108407,ascending
bits (ascending data),uniform,ascending,16,262144,4096,1,512,2048,"1,1,1",1,selection,0.007501446,hopper01,108407,ascending
bits (ascending data),uniform,ascending,17,262144,4096,1,512,2048,"1,1,1",1,selection,0.007495095999999998,hopper01,108407,ascending
bits (ascending data),uniform,ascending,18,262144,4096,1,512,2048,"1,1,1",1,selection,0.007502587,hopper01,108407,ascending
bits (ascending data),uniform,ascending,19,262144,4096,1,512,2048,"1,1,1",1,selection,0.007505391999999999,hopper01,108407,ascending
sort-in-registers (any data),uniform,descending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.125649814,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.125665679,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.125658647,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.125664577,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.125677266,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.125668753,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.125643706,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.125651737,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.125649314,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.125644176,hopper01,108408,descending
bits (descending data),uniform,descending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.142661095,hopper01,108408,descending
bits (descending data),uniform,descending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.14267043,hopper01,108408,descending
bits (descending data),uniform,descending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.142643138,hopper01,108408,descending
bits (descending data),uniform,descending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.142651961,hopper01,108408,descending
bits (descending data),uniform,descending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.142637589,hopper01,108408,descending
bits (descending data),uniform,descending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.142678422,hopper01,108408,descending
bits (descending data),uniform,descending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.142688948,hopper01,108408,descending
bits (descending data),uniform,descending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.142697481,hopper01,108408,descending
bits (descending data),uniform,descending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.142693154,hopper01,108408,descending
bits (descending data),uniform,descending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.142685573,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.125669084,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.125660831,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.125657997,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.125654141,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.125672329,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.125645628,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.125647631,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.125663285,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.125659339,hopper01,108408,descending
sort-in-registers (any data),uniform,descending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.125677407,hopper01,108408,descending
bits (descending data),uniform,descending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.14265124,hopper01,108408,descending
bits (descending data),uniform,descending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.142676268,hopper01,108408,descending
bits (descending data),uniform,descending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.142682648,hopper01,108408,descending
bits (descending data),uniform,descending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.142691001,hopper01,108408,descending
bits (descending data),uniform,descending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.14271006,hopper01,108408,descending
bits (descending data),uniform,descending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.142727326,hopper01,108408,descending
bits (descending data),uniform,descending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.14272346,hopper01,108408,descending
bits (descending data),uniform,descending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.142753376,hopper01,108408,descending
bits (descending data),uniform,descending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.142702749,hopper01,108408,descending
bits (descending data),uniform,descending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.142709209,hopper01,108408,descending
