k,query_count,point_count,algorithm,dim,time,throughput
512,64,16777216,BlockSelect,1,0.052353009500000006,20509648523.64409
512,64,16777216,GridSelect,1,0.005294192,202815051664.1633
512,64,16777216,bits,1,0.0031599015000000003,339802308394.7395
512,256,4194304,AIR Top-$K$,1,0.005944898,180615684911.6671
512,256,4194304,BlockSelect,1,0.0131082871,81913206188.47295
512,256,4194304,GridSelect,1,0.005623379600000001,190942440378.73593
512,256,4194304,bits,1,0.0028916705,371322328736.9705
512,1024,1048576,AIR Top-$K$,1,0.0057267173,187496914506.32635
512,1024,1048576,BlockSelect,1,0.0067887029000000005,158165976596.2066
512,1024,1048576,GridSelect,1,0.005556974,193224194318.70654
512,1024,1048576,bits,1,0.0028911208,371392929690.105
512,4096,262144,AIR Top-$K$,1,0.0058459388000000004,183673120902.32623
512,4096,262144,BlockSelect,1,0.004023347599999999,266877717451.01025
512,4096,262144,GridSelect,1,0.0046004295,233400343163.6111
512,4096,262144,bits,1,0.0029169627,368102692571.28314
1024,64,16777216,AIR Top-$K$,1,0.0059759146999999995,179678238044.46207
1024,64,16777216,BlockSelect,1,0.0527690408,20347950383.816715
1024,64,16777216,GridSelect,1,0.0070503892,152295397252.67932
1024,64,16777216,bits,1,0.0030235961,355120786139.3921
1024,256,4194304,AIR Top-$K$,1,0.0059569649,180249815472.30536
1024,256,4194304,BlockSelect,1,0.0134751017,79683392964.67053
1024,256,4194304,GridSelect,1,0.0081934251,131049202365.93118
1024,256,4194304,bits,1,0.0029029712,369876843421.664
1024,1024,1048576,AIR Top-$K$,1,0.005746068,186865492019.93433
1024,1024,1048576,BlockSelect,1,0.0074629983999999995,143875392496.39932
1024,1024,1048576,GridSelect,1,0.007691445,139602093494.78543
1024,1024,1048576,bits,1,0.0029275597,366770257153.08215
1024,4096,262144,AIR Top-$K$,1,0.0058867996,182398229421.63684
1024,4096,262144,BlockSelect,1,0.009466295,113427885355.35815
1024,4096,262144,GridSelect,1,0.0092244245,116402039390.09962
1024,4096,262144,bits,1,0.0029854307,359660609104.0733
2048,64,16777216,AIR Top-$K$,1,0.0059804496,179541990287.8205
2048,64,16777216,GridSelect,1,0.0149703054,71724777505.20708
2048,64,16777216,bits,1,0.0031810492,337543293577.47754
2048,256,4194304,AIR Top-$K$,1,0.0059712397,179818911640.74353
2048,256,4194304,GridSelect,1,0.0177403197,60525505862.21961
2048,256,4194304,bits,1,0.002947499,364289122405.13055
2048,1024,1048576,AIR Top-$K$,1,0.0057822985,185694637521.73984
2048,1024,1048576,GridSelect,1,0.023146386499999998,46389177161.62737
2048,1024,1048576,bits,1,0.0030316381999999998,354178748638.2775
2048,4096,262144,AIR Top-$K$,1,0.0059520519,180398599010.87222
2048,4096,262144,GridSelect,1,0.0197808629,54281849554.70269
2048,4096,262144,bits,1,0.0033984392,315951459128.6494
