algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time,hostname,jobid,source_csv,dataset
bits (random data),uniform,identity,12,262144,4096,1,128,128,"1,1,1",1,selection,0.004221582,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,128,"1,1,1",1,selection,0.004219338,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,128,"1,1,1",1,selection,0.004214882,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,128,"1,1,1",1,selection,0.004214111,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,128,"1,1,1",1,selection,0.004219628,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,128,"1,1,1",1,selection,0.004223105,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,128,"1,1,1",1,selection,0.004220971,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,128,"1,1,1",1,selection,0.004216564,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,256,"1,1,1",1,selection,0.023587273,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,256,"1,1,1",1,selection,0.023587163,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,256,"1,1,1",1,selection,0.023587905,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,256,"1,1,1",1,selection,0.023586111,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,256,"1,1,1",1,selection,0.023589827,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,256,"1,1,1",1,selection,0.023587373,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,256,"1,1,1",1,selection,0.023589848,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,256,"1,1,1",1,selection,0.023588605,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,256,"1,1,1",1,selection,0.023587834,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,256,"1,1,1",1,selection,0.023586663,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,256,"1,1,1",1,selection,0.00574722,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,256,"1,1,1",1,selection,0.005752889,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,256,"1,1,1",1,selection,0.005750555,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,256,"1,1,1",1,selection,0.005749483,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,256,"1,1,1",1,selection,0.005747601,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,256,"1,1,1",1,selection,0.005747019,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,256,"1,1,1",1,selection,0.005749083,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,256,"1,1,1",1,selection,0.005757506,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,256,"1,1,1",1,selection,0.00575382,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,256,"1,1,1",1,selection,0.005756444,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,512,"1,1,1",1,selection,0.025595398,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,512,"1,1,1",1,selection,0.02559074,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,512,"1,1,1",1,selection,0.025594928,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,512,"1,1,1",1,selection,0.025594506,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,512,"1,1,1",1,selection,0.025590119,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,512,"1,1,1",1,selection,0.025586904,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,512,"1,1,1",1,selection,0.025591842,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,512,"1,1,1",1,selection,0.025585793,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,512,"1,1,1",1,selection,0.025591872,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,512,"1,1,1",1,selection,0.025591241,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,10,262144,4096,1,256,512,"1,1,1",1,selection,0.006026496,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,11,262144,4096,1,256,512,"1,1,1",1,selection,0.006026606,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,12,262144,4096,1,256,512,"1,1,1",1,selection,0.00602894,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,13,262144,4096,1,256,512,"1,1,1",1,selection,0.006026597,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,14,262144,4096,1,256,512,"1,1,1",1,selection,0.006034217,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,15,262144,4096,1,256,512,"1,1,1",1,selection,0.006030172,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,16,262144,4096,1,256,512,"1,1,1",1,selection,0.006030323,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,17,262144,4096,1,256,512,"1,1,1",1,selection,0.006027388,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,18,262144,4096,1,256,512,"1,1,1",1,selection,0.00603541,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,19,262144,4096,1,256,512,"1,1,1",1,selection,0.00602949,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,128,1024,"1,1,1",1,selection,0.030795112,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,128,1024,"1,1,1",1,selection,0.030815604,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,128,1024,"1,1,1",1,selection,0.030799879,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,128,1024,"1,1,1",1,selection,0.030801412,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,128,1024,"1,1,1",1,selection,0.03080007,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,128,1024,"1,1,1",1,selection,0.030803385,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,128,1024,"1,1,1",1,selection,0.030796414,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,128,1024,"1,1,1",1,selection,0.030806639,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,128,1024,"1,1,1",1,selection,0.030855985,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,128,1024,"1,1,1",1,selection,0.030801231,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,10,262144,4096,1,512,1024,"1,1,1",1,selection,0.00643457,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,11,262144,4096,1,512,1024,"1,1,1",1,selection,0.006429502,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,12,262144,4096,1,512,1024,"1,1,1",1,selection,0.006427799,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,13,262144,4096,1,512,1024,"1,1,1",1,selection,0.006430203,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,14,262144,4096,1,512,1024,"1,1,1",1,selection,0.006428019,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,15,262144,4096,1,512,1024,"1,1,1",1,selection,0.006425275,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,16,262144,4096,1,512,1024,"1,1,1",1,selection,0.006428449,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,17,262144,4096,1,512,1024,"1,1,1",1,selection,0.00642873,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,18,262144,4096,1,512,1024,"1,1,1",1,selection,0.006426226,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,19,262144,4096,1,512,1024,"1,1,1",1,selection,0.00643514,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,256,2048,"1,1,1",1,selection,0.036751842,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,256,2048,"1,1,1",1,selection,0.036779765,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,256,2048,"1,1,1",1,selection,0.036755157,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,256,2048,"1,1,1",1,selection,0.036794487,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,256,2048,"1,1,1",1,selection,0.036794127,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,256,2048,"1,1,1",1,selection,0.036790972,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,256,2048,"1,1,1",1,selection,0.036764901,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,256,2048,"1,1,1",1,selection,0.036761476,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,256,2048,"1,1,1",1,selection,0.036787537,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,256,2048,"1,1,1",1,selection,0.036745662,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,10,262144,4096,1,512,2048,"1,1,1",1,selection,0.008026076999999998,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,11,262144,4096,1,512,2048,"1,1,1",1,selection,0.008029612999999998,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,12,262144,4096,1,512,2048,"1,1,1",1,selection,0.008024134,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,13,262144,4096,1,512,2048,"1,1,1",1,selection,0.00802778,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,14,262144,4096,1,512,2048,"1,1,1",1,selection,0.008030034,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,15,262144,4096,1,512,2048,"1,1,1",1,selection,0.00802774,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,16,262144,4096,1,512,2048,"1,1,1",1,selection,0.008029632999999998,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,17,262144,4096,1,512,2048,"1,1,1",1,selection,0.008031546,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,18,262144,4096,1,512,2048,"1,1,1",1,selection,0.008026348,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
bits (random data),uniform,identity,19,262144,4096,1,512,2048,"1,1,1",1,selection,0.008024474999999998,hopper01,35760903,data/buffer-hopper01-35760903.csv,random
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.125880458,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.125870664,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.12585535,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.125861701,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.125881821,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.125870433,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.125869352,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.125873669,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.125884375,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.125877404,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.021114029,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.021122892,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.021147831,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.021112777,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.02113437,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.021117324,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.021136183,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.021126418,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.021126197,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.021120159,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.125888852,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.125889333,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.125890164,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.125881701,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.125860438,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.125864195,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.125877585,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.125887631,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.125879097,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.125890354,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.021129062,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.021124655,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.021137525,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.02112701,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.021127921,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.021128232,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.021135522,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.021150995,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.02113386,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.021129263,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,128,"1,1,1",1,selection,0.125912598,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,128,"1,1,1",1,selection,0.125900329,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,128,"1,1,1",1,selection,0.125908722,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,128,"1,1,1",1,selection,0.125897976,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,128,"1,1,1",1,selection,0.12588774,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,128,"1,1,1",1,selection,0.125892867,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,128,"1,1,1",1,selection,0.125872687,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,128,"1,1,1",1,selection,0.125879357,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,128,"1,1,1",1,selection,0.125876733,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,128,"1,1,1",1,selection,0.125883154,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,128,"1,1,1",1,selection,0.021129884,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,128,"1,1,1",1,selection,0.021113799,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,128,"1,1,1",1,selection,0.021109482,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,128,"1,1,1",1,selection,0.021126508,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,128,"1,1,1",1,selection,0.021129062,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,128,"1,1,1",1,selection,0.021130054,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,128,"1,1,1",1,selection,0.02114078,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,128,"1,1,1",1,selection,0.021129002,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,128,"1,1,1",1,selection,0.021134791,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,128,"1,1,1",1,selection,0.021133179,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,256,"1,1,1",1,selection,0.125886979,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,256,"1,1,1",1,selection,0.125885236,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,256,"1,1,1",1,selection,0.1258944,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,256,"1,1,1",1,selection,0.125896173,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,256,"1,1,1",1,selection,0.125890374,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,256,"1,1,1",1,selection,0.125852226,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,256,"1,1,1",1,selection,0.125868681,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,256,"1,1,1",1,selection,0.125889643,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,256,"1,1,1",1,selection,0.125885346,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,256,"1,1,1",1,selection,0.125862852,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,256,"1,1,1",1,selection,0.021138346,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,256,"1,1,1",1,selection,0.021124735,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,256,"1,1,1",1,selection,0.021120268,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,256,"1,1,1",1,selection,0.021125937,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,256,"1,1,1",1,selection,0.021130735,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,256,"1,1,1",1,selection,0.021127049,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,256,"1,1,1",1,selection,0.021127961,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,256,"1,1,1",1,selection,0.02114068,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,256,"1,1,1",1,selection,0.02112071,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,256,"1,1,1",1,selection,0.021124124,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,256,512,"1,1,1",1,selection,0.114588789,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,256,512,"1,1,1",1,selection,0.114606485,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,256,512,"1,1,1",1,selection,0.114565763,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,256,512,"1,1,1",1,selection,0.114571793,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,256,512,"1,1,1",1,selection,0.11457673,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,256,512,"1,1,1",1,selection,0.11457719,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,256,512,"1,1,1",1,selection,0.114577942,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,256,512,"1,1,1",1,selection,0.114561136,hopper01,35760904,data/buffer-hopper01-35760904.csv,ascending
