algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time
baseline,uniform,identity,10,16777216,64,1,64,32,"1,1,1",1,selection,1.66846364
baseline,uniform,identity,11,16777216,64,1,64,32,"1,1,1",1,selection,1.668475688
baseline,uniform,identity,12,16777216,64,1,64,32,"1,1,1",1,selection,1.668467235
baseline,uniform,identity,13,16777216,64,1,64,32,"1,1,1",1,selection,1.66847726
baseline,uniform,identity,14,16777216,64,1,64,32,"1,1,1",1,selection,1.668466844
baseline,uniform,identity,15,16777216,64,1,64,32,"1,1,1",1,selection,1.668484321
baseline,uniform,identity,16,16777216,64,1,64,32,"1,1,1",1,selection,1.668473975
baseline,uniform,identity,17,16777216,64,1,64,32,"1,1,1",1,selection,1.668455427
baseline,uniform,identity,18,16777216,64,1,64,32,"1,1,1",1,selection,1.668474506
baseline,uniform,identity,19,16777216,64,1,64,32,"1,1,1",1,selection,1.668459995
warp-shuffle,uniform,identity,10,16777216,64,1,64,32,"1,1,1",1,selection,0.814380035
warp-shuffle,uniform,identity,11,16777216,64,1,64,32,"1,1,1",1,selection,0.814399023
warp-shuffle,uniform,identity,12,16777216,64,1,64,32,"1,1,1",1,selection,0.814439235
warp-shuffle,uniform,identity,13,16777216,64,1,64,32,"1,1,1",1,selection,0.814417562
warp-shuffle,uniform,identity,14,16777216,64,1,64,32,"1,1,1",1,selection,0.814385613
warp-shuffle,uniform,identity,15,16777216,64,1,64,32,"1,1,1",1,selection,0.814412484
warp-shuffle,uniform,identity,16,16777216,64,1,64,32,"1,1,1",1,selection,0.8144663749999999
warp-shuffle,uniform,identity,17,16777216,64,1,64,32,"1,1,1",1,selection,0.8144200649999999
warp-shuffle,uniform,identity,18,16777216,64,1,64,32,"1,1,1",1,selection,0.814346894
warp-shuffle,uniform,identity,19,16777216,64,1,64,32,"1,1,1",1,selection,0.814408016
sort-in-registers,uniform,identity,10,16777216,64,1,512,32,"1,1,1",1,selection,0.163119134
sort-in-registers,uniform,identity,11,16777216,64,1,512,32,"1,1,1",1,selection,0.163099065
sort-in-registers,uniform,identity,12,16777216,64,1,512,32,"1,1,1",1,selection,0.163088119
sort-in-registers,uniform,identity,13,16777216,64,1,512,32,"1,1,1",1,selection,0.163109932
sort-in-registers,uniform,identity,14,16777216,64,1,512,32,"1,1,1",1,selection,0.163097773
sort-in-registers,uniform,identity,15,16777216,64,1,512,32,"1,1,1",1,selection,0.163106816
sort-in-registers,uniform,identity,16,16777216,64,1,512,32,"1,1,1",1,selection,0.16310254
sort-in-registers,uniform,identity,17,16777216,64,1,512,32,"1,1,1",1,selection,0.163080357
sort-in-registers,uniform,identity,18,16777216,64,1,512,32,"1,1,1",1,selection,0.163099977
sort-in-registers,uniform,identity,19,16777216,64,1,512,32,"1,1,1",1,selection,0.163107358
baseline,uniform,identity,10,16777216,64,1,64,64,"1,1,1",1,selection,1.009775036
baseline,uniform,identity,11,16777216,64,1,64,64,"1,1,1",1,selection,1.009753874
baseline,uniform,identity,12,16777216,64,1,64,64,"1,1,1",1,selection,1.009780103
baseline,uniform,identity,13,16777216,64,1,64,64,"1,1,1",1,selection,1.009754655
baseline,uniform,identity,14,16777216,64,1,64,64,"1,1,1",1,selection,1.009779352
baseline,uniform,identity,15,16777216,64,1,64,64,"1,1,1",1,selection,1.009743158
baseline,uniform,identity,16,16777216,64,1,64,64,"1,1,1",1,selection,1.009770859
baseline,uniform,identity,17,16777216,64,1,64,64,"1,1,1",1,selection,1.009764499
baseline,uniform,identity,18,16777216,64,1,64,64,"1,1,1",1,selection,1.009773664
baseline,uniform,identity,19,16777216,64,1,64,64,"1,1,1",1,selection,1.009772681
warp-shuffle,uniform,identity,10,16777216,64,1,64,64,"1,1,1",1,selection,0.512924236
