point_count,query_count,algorithm,dim,time
1048576,1024,baseline,4,0.006074344
1048576,1024,baseline,4,0.006073372
1048576,1024,baseline,4,0.006074084
1048576,1024,baseline,4,0.006074093
1048576,1024,baseline,4,0.006079461
1048576,1024,baseline,4,0.006073953
1048576,1024,baseline,4,0.006074133
1048576,1024,baseline,4,0.006074273
1048576,1024,baseline,4,0.006074223
1048576,1024,baseline,4,0.006073282
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010393834
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010388215
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010403738
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010396217
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010393082
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010387153
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010389407
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010393924
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010392011
1048576,1024,cuBLAS GEMM + postprocessing,4,0.010396178
1048576,1024,MAGMA-distance,4,0.002818564
1048576,1024,MAGMA-distance,4,0.002815769
1048576,1024,MAGMA-distance,4,0.002814648
1048576,1024,MAGMA-distance,4,0.002813325
1048576,1024,MAGMA-distance,4,0.002818724
1048576,1024,MAGMA-distance,4,0.002820367
1048576,1024,MAGMA-distance,4,0.002812534
1048576,1024,MAGMA-distance,4,0.002807146
1048576,1024,MAGMA-distance,4,0.002820567
1048576,1024,MAGMA-distance,4,0.002819766
1048576,1024,baseline,8,0.012878639
1048576,1024,baseline,8,0.012891489
1048576,1024,baseline,8,0.012892941
1048576,1024,baseline,8,0.012889065
1048576,1024,baseline,8,0.01289885
1048576,1024,baseline,8,0.012886852
1048576,1024,baseline,8,0.012891949
1048576,1024,baseline,8,0.01289939
1048576,1024,baseline,8,0.012890177
1048576,1024,baseline,8,0.01289916
1048576,1024,cuBLAS GEMM + postprocessing,8,0.010429999
1048576,1024,cuBLAS GEMM + postprocessing,8,0.010434435
1048576,1024,cuBLAS GEMM + postprocessing,8,0.010431872
1048576,1024,cuBLAS GEMM + postprocessing,8,0.010431661
