k,query_count,point_count,algorithm,dim,time,throughput
8,1024,1048576,bits + MAGMA,4,0.0051593713999999995,208114853681.59387
8,1024,1048576,bits + MAGMA,8,0.005397308,198940253919.176
8,1024,1048576,bits + MAGMA,16,0.0056366242999999995,190493771954.9625
8,1024,1048576,bits + zero computation,4,0.004210639007498314,255006858124.83057
8,1024,1048576,bits + zero computation,8,0.004222430061097658,254294756446.68732
8,1024,1048576,bits + zero computation,16,0.004236694568296347,253438572616.23923
8,1024,1048576,bits-fused,4,0.0029404473,365162750578.798
8,1024,1048576,bits-fused,8,0.0040139573999999996,267502047729.7542
8,1024,1048576,bits-fused,16,0.006143139,174787160765.85602
8,1024,1048576,raftL2-fused,4,0.0058285612,184220734269.71994
8,1024,1048576,raftL2-fused,8,0.005939332,180784947532.8202
8,1024,1048576,raftL2-fused,16,0.005963097,180064457110.1225
8,2048,524288,bits + MAGMA,4,0.0051156278,209894438371.7674
8,2048,524288,bits + MAGMA,8,0.0053496565,200712293209.85376
8,2048,524288,bits + MAGMA,16,0.0055985752,191788407879.2047
8,2048,524288,bits + zero computation,4,0.004206764955899032,255241696471.3755
8,2048,524288,bits + zero computation,8,0.004203759157899093,255424200975.54364
8,2048,524288,bits + zero computation,16,0.004221088161899216,254375597669.79276
8,2048,524288,bits-fused,4,0.0023321884,460400979612.1102
8,2048,524288,bits-fused,8,0.0033138981999999997,324011710438.1782
8,2048,524288,bits-fused,16,0.004993588,215024111720.87085
8,2048,524288,raftL2-fused,4,0.0058115621,184759588820.3621
8,2048,524288,raftL2-fused,8,0.0058145719,184663951614.39142
8,2048,524288,raftL2-fused,16,0.0058905584,182281840037.44025
8,4096,262144,bits + MAGMA,4,0.0050424095,212942210266.73856
8,4096,262144,bits + MAGMA,8,0.005270433,203729337608.5039
8,4096,262144,bits + MAGMA,16,0.0055096173,194885010252.88998
8,4096,262144,bits + zero computation,4,0.00420034075529978,255632075241.80182
8,4096,262144,bits + zero computation,8,0.004204046056700588,255406769935.03067
8,4096,262144,bits + zero computation,16,0.004212966959502207,254865949417.95377
8,4096,262144,bits-fused,4,0.0020603857,521136321223.7398
8,4096,262144,bits-fused,8,0.002829393,379495469169.53564
