k,query_count,point_count,algorithm,dim,time,throughput
8,1024,1048576,bits + MAGMA,4,0.0073294666999999996,146496582623.12592
8,1024,1048576,bits + MAGMA,8,0.0073939763000000006,145218456272.3037
8,1024,1048576,bits + MAGMA,16,0.0075972512,141332936839.0504
8,1024,1048576,bits + zero computation,4,0.004740738383611919,226492528613.63916
8,1024,1048576,bits + zero computation,8,0.004754987504691537,225813805596.87823
8,1024,1048576,bits + zero computation,16,0.004777365746850775,224756043580.67148
8,1024,1048576,bits-fused,4,0.0035818085,299776446451.56213
8,1024,1048576,bits-fused,8,0.00497996,215612539859.7579
8,1024,1048576,bits-fused,16,0.007986476199999998,134445003917.9983
8,1024,1048576,raftL2-fused,4,0.0080754876,132963094884.82156
8,1024,1048576,raftL2-fused,8,0.0081285504,132095117968.38954
8,1024,1048576,raftL2-fused,16,0.0081960477,131007268783.95302
8,2048,524288,bits + MAGMA,4,0.0072094743,148934829270.42267
8,2048,524288,bits + MAGMA,8,0.0072789165000000005,147513963651.04614
8,2048,524288,bits + MAGMA,16,0.00748563,143440408355.74295
8,2048,524288,bits + zero computation,4,0.004672106801590762,229819623051.94128
8,2048,524288,bits + zero computation,8,0.004678806140649225,229490556291.99655
8,2048,524288,bits + zero computation,16,0.00469996741876615,228457290940.5151
8,2048,524288,bits-fused,4,0.0031049272,345818679420.24536
8,2048,524288,bits-fused,8,0.0040835752,262941606658.7925
8,2048,524288,bits-fused,16,0.006330611,169611088724.29535
8,2048,524288,raftL2-fused,4,0.0080744506,132980171307.25897
8,2048,524288,raftL2-fused,8,0.0080752204,132967494484.73259
8,2048,524288,raftL2-fused,16,0.0080945659,132649710591.6452
8,4096,262144,bits + MAGMA,4,0.007063525199999999,152012174317.71887
8,4096,262144,bits + MAGMA,8,0.0070984712,151263813537.76572
8,4096,262144,bits + MAGMA,16,0.0073015783,147056126755.49887
8,4096,262144,bits + zero computation,4,0.004644960839098837,231162729072.2897
8,4096,262144,bits + zero computation,8,0.0046510963156653744,230857791610.0181
8,4096,262144,bits + zero computation,16,0.004662143368798449,230310768902.14343
8,4096,262144,bits-fused,4,0.0027753413,386886407088.022
8,4096,262144,bits-fused,8,0.0034964644000000005,307093595461.74695
8,4096,262144,bits-fused,16,0.0052273953,205406662855.59082
8,4096,262144,raftL2-fused,4,0.0077697635000000004,138194917258.42105
8,4096,262144,raftL2-fused,8,0.0077679502,138227176585.1434
8,4096,262144,raftL2-fused,16,0.007777020899999999,138065955821.20657
8,8192,131072,bits + MAGMA,4,0.006934764,154834659694.25925
8,8192,131072,bits + MAGMA,8,0.007084740000000001,151556983601.3742
8,8192,131072,bits + MAGMA,16,0.0072256236,148601959282.79465
8,8192,131072,bits + zero computation,4,0.004629708214890181,231924297204.43402
8,8192,131072,bits + zero computation,8,0.004679179767248061,229472231760.71594
8,8192,131072,bits + zero computation,16,0.004642336771963825,231293393121.4517
8,8192,131072,bits-fused,4,0.0023822457999999997,450726715102.1948
8,8192,131072,bits-fused,8,0.0029841466,359815373681.70856
8,8192,131072,bits-fused,16,0.0043973619,244178634467.17908
8,8192,131072,raftL2-fused,4,0.0063017805,170387055531.3693
8,8192,131072,raftL2-fused,8,0.006295546000000001,170555790395.30484
8,8192,131072,raftL2-fused,16,0.0063170356,169975585383.75183
16,1024,1048576,bits + MAGMA,4,0.007316932700000001,146747533156.89236
16,1024,1048576,bits + MAGMA,8,0.0074273936,144565089966.41837
16,1024,1048576,bits + MAGMA,16,0.007644745499999999,140454881591.54547
16,1024,1048576,bits + zero computation,4,0.004731780783611918,226921295195.83932
16,1024,1048576,bits + zero computation,8,0.004742712804691537,226398238353.76334
16,1024,1048576,bits + zero computation,16,0.004770401246850775,225084173937.9556
16,1024,1048576,bits-fused,4,0.0035108604000000003,305834382933.59656
16,1024,1048576,bits-fused,8,0.0049118370000000005,218602902335.72488
16,1024,1048576,bits-fused,16,0.007920757499999998,135560497086.29512
16,1024,1048576,raftL2-fused,4,0.0083774486,128170505755.17706
16,1024,1048576,raftL2-fused,8,0.0084159097,127584760563.67383
16,1024,1048576,raftL2-fused,16,0.008460567499999998,126911324092.62148
16,2048,524288,bits + MAGMA,4,0.0072649733,147797077795.17923
16,2048,524288,bits + MAGMA,8,0.007382997399999999,145434403647.4942
16,2048,524288,bits + MAGMA,16,0.007594796200000001,141378622378.30685
16,2048,524288,bits + zero computation,4,0.004681125501590762,229376850425.20563
16,2048,524288,bits + zero computation,8,0.004690105140649224,228937687279.9419
16,2048,524288,bits + zero computation,16,0.00471070141876615,227936718664.1262
16,2048,524288,bits-fused,4,0.0029535004,363548900822.9015
16,2048,524288,bits-fused,8,0.0039373748,272705007407.47363
16,2048,524288,bits-fused,16,0.0062085972,172944352711.43054
16,2048,524288,raftL2-fused,4,0.0083680402,128314611108.10631
16,2048,524288,raftL2-fused,8,0.0083792672,128142688181.61092
16,2048,524288,raftL2-fused,16,0.008393181099999997,127930258051.97987
16,4096,262144,bits + MAGMA,4,0.0071824554,149495091052.0099
16,4096,262144,bits + MAGMA,8,0.0072218349,148679918451.19583
16,4096,262144,bits + MAGMA,16,0.007479630900000001,143555455924.97083
16,4096,262144,bits + zero computation,4,0.004662334139098837,230301345198.63885
16,4096,262144,bits + zero computation,8,0.004667131515665375,230064616862.8314
16,4096,262144,bits + zero computation,16,0.004680462168798449,229409358579.571
16,4096,262144,bits-fused,4,0.0025510669,420899124205.6412
16,4096,262144,bits-fused,8,0.0033519012,320338148391.7247
16,4096,262144,bits-fused,16,0.0050121297,214228658927.16223
16,4096,262144,raftL2-fused,4,0.008081042299999999,132871699483.61737
16,4096,262144,raftL2-fused,8,0.0080709118,133038478254.71219
16,4096,262144,raftL2-fused,16,0.008083793599999998,132826476915.49179
16,8192,131072,bits + MAGMA,4,0.007194215700000001,149250713180.59033
16,8192,131072,bits + MAGMA,8,0.007277301799999999,147546694298.1532
16,8192,131072,bits + MAGMA,16,0.0074794889,143558181361.83075
16,8192,131072,bits + zero computation,4,0.004657514214890181,230539677274.03226
16,8192,131072,bits + zero computation,8,0.0046680970672480625,230017030179.92136
16,8192,131072,bits + zero computation,16,0.004678325071963824,229514154635.1063
16,8192,131072,bits-fused,4,0.0022345576,480516512082.74963
16,8192,131072,bits-fused,8,0.0027909034999999997,384729111558.318
16,8192,131072,bits-fused,16,0.0041921159,256133620733.14816
16,8192,131072,raftL2-fused,4,0.0065990386,162711856845.32895
16,8192,131072,raftL2-fused,8,0.0065902164,162929676178.76706
16,8192,131072,raftL2-fused,16,0.0066076229,162500469571.28864
32,1024,1048576,bits + MAGMA,4,0.0073882988,145330048643.94495
32,1024,1048576,bits + MAGMA,8,0.0074086619,144930601300.62082
32,1024,1048576,bits + MAGMA,16,0.007670993700000001,139974280515.96497
32,1024,1048576,bits + zero computation,4,0.0047553924836119185,225794574832.74826
32,1024,1048576,bits + zero computation,8,0.004767740604691538,225209782374.36404
32,1024,1048576,bits + zero computation,16,0.004796486446850775,223860076724.49188
32,1024,1048576,bits-fused,4,0.0035985941,298378142730.7959
32,1024,1048576,bits-fused,8,0.0050563658,212354459006.90176
32,1024,1048576,bits-fused,16,0.0080551331,133299079067.97964
32,1024,1048576,raftL2-fused,4,0.0087665904,122481121508.76811
32,1024,1048576,raftL2-fused,8,0.008806608300000001,121924557948.14899
32,1024,1048576,raftL2-fused,16,0.0088393455,121473000913.92513
32,2048,524288,bits + MAGMA,4,0.0072569441,147960602865.88126
32,2048,524288,bits + MAGMA,8,0.0073632998000000005,145823455945.66174
32,2048,524288,bits + MAGMA,16,0.0075934904,141402934281.71057
32,2048,524288,bits + zero computation,4,0.004690635701590762,228911791985.00873
32,2048,524288,bits + zero computation,8,0.004696279640649224,228636688221.47983
32,2048,524288,bits + zero computation,16,0.0047132394187661495,227813978582.29074
32,2048,524288,bits-fused,4,0.0029157993,368249565050.65356
32,2048,524288,bits-fused,8,0.0039104089,274585561627.58328
32,2048,524288,bits-fused,16,0.0062276593,172414991295.36517
32,2048,524288,raftL2-fused,4,0.0087685513,122453731210.99263
32,2048,524288,raftL2-fused,8,0.008769649199999998,122438400842.76122
32,2048,524288,raftL2-fused,16,0.008784062999999998,122237491238.39392
32,4096,262144,bits + MAGMA,4,0.007164253600000001,149874904484.1182
32,4096,262144,bits + MAGMA,8,0.0072353555,148402082523.7958
32,4096,262144,bits + MAGMA,16,0.007490011600000001,143356496804.35742
32,4096,262144,bits + zero computation,4,0.004679332839098837,229464725190.7785
32,4096,262144,bits + zero computation,8,0.004686638915665375,229107008950.6902
32,4096,262144,bits + zero computation,16,0.004698075668798449,228549282662.91922
32,4096,262144,bits-fused,4,0.0024679016,435082915785.6213
32,4096,262144,bits-fused,8,0.0032895366000000002,326411271423.45825
32,4096,262144,bits-fused,16,0.0049293594,217825834326.46442
32,4096,262144,raftL2-fused,4,0.0084757664,126683744375.02196
32,4096,262144,raftL2-fused,8,0.008469279,126780783110.34505
32,4096,262144,raftL2-fused,16,0.008481755799999999,126594286527.32494
32,8192,131072,bits + MAGMA,4,0.0069962606,153473674779.9246
32,8192,131072,bits + MAGMA,8,0.0073090607,146905583093.59778
32,8192,131072,bits + MAGMA,16,0.0075079731,143013541697.42563
32,8192,131072,bits + zero computation,4,0.004686149814890181,229130921207.04276
32,8192,131072,bits + zero computation,8,0.004710699667248062,227936803414.86682
32,8192,131072,bits + zero computation,16,0.004722466971963824,227368837172.29843
32,8192,131072,bits-fused,4,0.0022669369999999997,473653138133.0845
32,8192,131072,bits-fused,8,0.0027886064,385046030160.4414
32,8192,131072,bits-fused,16,0.0041903652,256240631246.17398
32,8192,131072,raftL2-fused,4,0.0069545321999999994,154394543460.45016
32,8192,131072,raftL2-fused,8,0.006942932000000001,154652504734.3111
32,8192,131072,raftL2-fused,16,0.0069564896,154351100302.0834
64,1024,1048576,bits + MAGMA,4,0.007391700700000001,145263163049.87836
64,1024,1048576,bits + MAGMA,8,0.007414946899999999,144807756344.14862
64,1024,1048576,bits + MAGMA,16,0.0076729417,139938743963.08786
64,1024,1048576,bits + zero computation,4,0.004763060083611918,225431089499.45502
64,1024,1048576,bits + zero computation,8,0.004773448504691536,224940485467.6202
64,1024,1048576,bits + zero computation,16,0.004800768846850776,223660388211.4334
64,1024,1048576,bits-fused,4,0.0035434028,303025618199.54535
64,1024,1048576,bits-fused,8,0.0052616681,204068710453.2496
64,1024,1048576,bits-fused,16,0.0082488247,130169068085.54192
64,1024,1048576,raftL2-fused,4,0.0142911974,75133090247.56735
64,1024,1048576,raftL2-fused,8,0.014327609199999999,74942149036.28165
64,1024,1048576,raftL2-fused,16,0.014355849100000002,74794727676.53986
64,2048,524288,bits + MAGMA,4,0.007300176899999999,147084356818.80533
64,2048,524288,bits + MAGMA,8,0.0073732519,145626629682.89474
64,2048,524288,bits + MAGMA,16,0.007578815,141676742868.11328
64,2048,524288,bits + zero computation,4,0.004714764501590763,227740287693.6312
64,2048,524288,bits + zero computation,8,0.004720755740649224,227451256322.00854
64,2048,524288,bits + zero computation,16,0.00473954431876615,226549590379.08698
64,2048,524288,bits-fused,4,0.0029677390999999997,361804655941.6224
64,2048,524288,bits-fused,8,0.004105660799999999,261527163666.32144
64,2048,524288,bits-fused,16,0.0063730126,168482614329.05374
64,2048,524288,raftL2-fused,4,0.014256512499999999,75315882758.84444
64,2048,524288,raftL2-fused,8,0.0142842203,75169788861.34932
64,2048,524288,raftL2-fused,16,0.0142899411,75139695572.29315
64,4096,262144,bits + MAGMA,4,0.0071963956,149205502821.44022
64,4096,262144,bits + MAGMA,8,0.0072683995,147727408764.4742
64,4096,262144,bits + MAGMA,16,0.0074841989999999995,143467834567.19952
64,4096,262144,bits + zero computation,4,0.004714143639098837,227770281561.73413
64,4096,262144,bits + zero computation,8,0.004722363215665375,227373832753.50436
64,4096,262144,bits + zero computation,16,0.004741707068798449,226446258366.62802
64,4096,262144,bits-fused,4,0.0025088764,427977170975.8201
64,4096,262144,bits-fused,8,0.0034184773,314099445387.5706
64,4096,262144,bits-fused,16,0.0051132929,209990283169.57944
64,4096,262144,raftL2-fused,4,0.0143279946,74940133213.05971
64,4096,262144,raftL2-fused,8,0.0143045503,75062955596.72365
64,4096,262144,raftL2-fused,16,0.0143060183,75055253074.8545
64,8192,131072,bits + MAGMA,4,0.0069794273,153843829564.64062
64,8192,131072,bits + MAGMA,8,0.0070016626,153355265076.61194
64,8192,131072,bits + MAGMA,16,0.007492670999999999,143305614780.09647
64,8192,131072,bits + zero computation,4,0.004727899814890181,227107567004.34454
64,8192,131072,bits + zero computation,8,0.004730776867248062,226969450077.78516
64,8192,131072,bits + zero computation,16,0.004770494771963825,225079761183.34216
64,8192,131072,bits-fused,4,0.0023189466,463029991290.01074
64,8192,131072,bits-fused,8,0.0029879875,359352850037.02325
