k,query_count,point_count,algorithm,dim,time,throughput
8,1024,1048576,bits + MAGMA,4,0.012628888699999999,85022669017.58348
8,1024,1048576,bits + MAGMA,8,0.0131557187,81617876490.47255
8,1024,1048576,bits + MAGMA,16,0.013788937699999998,77869800223.9868
8,1024,1048576,bits + zero computation,4,0.009627274909765626,111531231222.12161
8,1024,1048576,bits + zero computation,8,0.009652938075086806,111234715860.36711
8,1024,1048576,bits + zero computation,16,0.009681057305729168,110911627737.66133
8,1024,1048576,bits-fused,4,0.003453482,310915714632.36237
8,1024,1048576,bits-fused,8,0.0047316237,226928828680.9452
8,1024,1048576,bits-fused,16,0.0071087823,151044409392.02768
8,1024,1048576,raftL2-fused,4,0.0122173791,87886429258.7925
8,1024,1048576,raftL2-fused,8,0.0122210423,87860085714.62027
8,1024,1048576,raftL2-fused,16,0.012330706299999999,87078695889.46419
8,2048,524288,bits + MAGMA,4,0.0124253535,86415394459.4011
8,2048,524288,bits + MAGMA,8,0.013002048899999999,82582509284.36365
8,2048,524288,bits + MAGMA,16,0.0136575826,78618731839.1177
8,2048,524288,bits + zero computation,4,0.00939128700842014,114333831245.63153
8,2048,524288,bits + zero computation,8,0.009389258072395833,114358537780.18651
8,2048,524288,bits + zero computation,16,0.009429572600347222,113869617373.79932
8,2048,524288,bits-fused,4,0.0030920853999999998,347254905702.15173
8,2048,524288,bits-fused,8,0.0039805238,269748876768.42932
8,2048,524288,bits-fused,16,0.0060047786,178814556793.15137
8,2048,524288,raftL2-fused,4,0.0094000076,114227761262.66112
8,2048,524288,raftL2-fused,8,0.009417404,114016752812.13377
8,2048,524288,raftL2-fused,16,0.0094318749,113841822053.85274
8,4096,262144,bits + MAGMA,4,0.011465869200000001,93646788156.27863
8,4096,262144,bits + MAGMA,8,0.011929262999999999,90009066276.76833
8,4096,262144,bits + MAGMA,16,0.0125182392,85774189711.92052
8,4096,262144,bits + zero computation,4,0.0094709310390625,113372362186.08203
8,4096,262144,bits + zero computation,8,0.009489275433680555,113153193992.97206
