algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time,hostname,jobid,dataset
bits (ascending data),uniform,ascending,11,16777216,64,1,512,128,"1,1,1",1,selection,0.023571511,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,128,"1,1,1",1,selection,0.023571842,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,128,"1,1,1",1,selection,0.023561356,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,128,"1,1,1",1,selection,0.023567845,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,128,"1,1,1",1,selection,0.023565613,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,128,"1,1,1",1,selection,0.023556098,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,128,"1,1,1",1,selection,0.023550239,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,128,"1,1,1",1,selection,0.02356363,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,128,"1,1,1",1,selection,0.02355754,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,256,"1,1,1",1,selection,0.164555265,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,256,"1,1,1",1,selection,0.164539091,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,256,"1,1,1",1,selection,0.164545722,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,256,"1,1,1",1,selection,0.164567053,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,256,"1,1,1",1,selection,0.164530278,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,256,"1,1,1",1,selection,0.164547233,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,256,"1,1,1",1,selection,0.164544398,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,256,"1,1,1",1,selection,0.164543017,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,256,"1,1,1",1,selection,0.164535396,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,256,"1,1,1",1,selection,0.164542205,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,256,"1,1,1",1,selection,0.02357087,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,256,"1,1,1",1,selection,0.02356382,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,256,"1,1,1",1,selection,0.02355732,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,256,"1,1,1",1,selection,0.023563649,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,256,"1,1,1",1,selection,0.023566714,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,256,"1,1,1",1,selection,0.023563699,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,256,"1,1,1",1,selection,0.023567185,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,256,"1,1,1",1,selection,0.02355721,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,256,"1,1,1",1,selection,0.023553184,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,256,"1,1,1",1,selection,0.023554196,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,256,512,"1,1,1",1,selection,0.145460816,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,256,512,"1,1,1",1,selection,0.14546361,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,256,512,"1,1,1",1,selection,0.145464142,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,256,512,"1,1,1",1,selection,0.145461648,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,256,512,"1,1,1",1,selection,0.145466145,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,256,512,"1,1,1",1,selection,0.145441287,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,256,512,"1,1,1",1,selection,0.145481148,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,256,512,"1,1,1",1,selection,0.145470621,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,256,512,"1,1,1",1,selection,0.14546939,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,256,512,"1,1,1",1,selection,0.145476761,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,512,"1,1,1",1,selection,0.023569649,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,512,"1,1,1",1,selection,0.023564731,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,512,"1,1,1",1,selection,0.023565412,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,512,"1,1,1",1,selection,0.023538582,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,512,"1,1,1",1,selection,0.023556559,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,512,"1,1,1",1,selection,0.023552853,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,512,"1,1,1",1,selection,0.02354388,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,512,"1,1,1",1,selection,0.023566624,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,512,"1,1,1",1,selection,0.023552943,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,512,"1,1,1",1,selection,0.023562959,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,1024,"1,1,1",1,selection,0.130005442,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,1024,"1,1,1",1,selection,0.130011661,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,1024,"1,1,1",1,selection,0.130009848,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,1024,"1,1,1",1,selection,0.130002837,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,1024,"1,1,1",1,selection,0.129995436,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,1024,"1,1,1",1,selection,0.12999125,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,1024,"1,1,1",1,selection,0.13001828,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,1024,"1,1,1",1,selection,0.130003178,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,1024,"1,1,1",1,selection,0.130015417,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,1024,"1,1,1",1,selection,0.129998291,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,1024,"1,1,1",1,selection,0.023217265,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,1024,"1,1,1",1,selection,0.023231666,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,1024,"1,1,1",1,selection,0.023233379,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,1024,"1,1,1",1,selection,0.023224706,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,1024,"1,1,1",1,selection,0.023233109,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,1024,"1,1,1",1,selection,0.023208512,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,1024,"1,1,1",1,selection,0.023238557,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,1024,"1,1,1",1,selection,0.023211266,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,1024,"1,1,1",1,selection,0.023236053,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,1024,"1,1,1",1,selection,0.023229984,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,2048,"1,1,1",1,selection,0.128065192,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,2048,"1,1,1",1,selection,0.128069348,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,2048,"1,1,1",1,selection,0.128068577,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,2048,"1,1,1",1,selection,0.128056228,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,2048,"1,1,1",1,selection,0.128069398,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,2048,"1,1,1",1,selection,0.128053124,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,2048,"1,1,1",1,selection,0.128070119,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,2048,"1,1,1",1,selection,0.128064611,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,2048,"1,1,1",1,selection,0.128061887,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,2048,"1,1,1",1,selection,0.128066594,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,2048,"1,1,1",1,selection,0.023468114,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,2048,"1,1,1",1,selection,0.023443007,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,2048,"1,1,1",1,selection,0.023459131,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,2048,"1,1,1",1,selection,0.023445671,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,2048,"1,1,1",1,selection,0.023463547,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,2048,"1,1,1",1,selection,0.023459551,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,2048,"1,1,1",1,selection,0.023465751,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,2048,"1,1,1",1,selection,0.023478941,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,2048,"1,1,1",1,selection,0.023449707,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,2048,"1,1,1",1,selection,0.023448535,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,4194304,256,1,256,32,"1,1,1",1,selection,0.07433392699999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,4194304,256,1,256,32,"1,1,1",1,selection,0.074338284,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,4194304,256,1,256,32,"1,1,1",1,selection,0.074313827,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,4194304,256,1,256,32,"1,1,1",1,selection,0.074334538,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,4194304,256,1,256,32,"1,1,1",1,selection,0.074326396,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,4194304,256,1,256,32,"1,1,1",1,selection,0.07433123399999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,4194304,256,1,256,32,"1,1,1",1,selection,0.07430985099999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,4194304,256,1,256,32,"1,1,1",1,selection,0.074312585,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,4194304,256,1,256,32,"1,1,1",1,selection,0.07432609599999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,4194304,256,1,256,32,"1,1,1",1,selection,0.074338175,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,4194304,256,1,256,32,"1,1,1",1,selection,0.012967216,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,4194304,256,1,256,32,"1,1,1",1,selection,0.012967376,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,4194304,256,1,256,32,"1,1,1",1,selection,0.012974768,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,4194304,256,1,256,32,"1,1,1",1,selection,0.01297657,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,4194304,256,1,256,32,"1,1,1",1,selection,0.012953114,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,4194304,256,1,256,32,"1,1,1",1,selection,0.012982669,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,4194304,256,1,256,32,"1,1,1",1,selection,0.012954816,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,4194304,256,1,256,32,"1,1,1",1,selection,0.012975107,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,4194304,256,1,256,32,"1,1,1",1,selection,0.01298957,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,4194304,256,1,256,32,"1,1,1",1,selection,0.012970741,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,4194304,256,1,256,64,"1,1,1",1,selection,0.07433544,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,4194304,256,1,256,64,"1,1,1",1,selection,0.074318354,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,4194304,256,1,256,64,"1,1,1",1,selection,0.07431422799999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,4194304,256,1,256,64,"1,1,1",1,selection,0.074309651,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,4194304,256,1,256,64,"1,1,1",1,selection,0.07432309099999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,4194304,256,1,256,64,"1,1,1",1,selection,0.074309,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,4194304,256,1,256,64,"1,1,1",1,selection,0.074298985,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,4194304,256,1,256,64,"1,1,1",1,selection,0.07430671699999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,4194304,256,1,256,64,"1,1,1",1,selection,0.07431673099999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,4194304,256,1,256,64,"1,1,1",1,selection,0.07431585999999998,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,4194304,256,1,256,64,"1,1,1",1,selection,0.012963991,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,4194304,256,1,256,64,"1,1,1",1,selection,0.012979034,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,4194304,256,1,256,64,"1,1,1",1,selection,0.012978072,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,4194304,256,1,256,64,"1,1,1",1,selection,0.012975148,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,4194304,256,1,256,64,"1,1,1",1,selection,0.012980476,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,4194304,256,1,256,64,"1,1,1",1,selection,0.012980977,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,4194304,256,1,256,64,"1,1,1",1,selection,0.012974747,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,4194304,256,1,256,64,"1,1,1",1,selection,0.012988708,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,4194304,256,1,256,64,"1,1,1",1,selection,0.012973726,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,4194304,256,1,256,64,"1,1,1",1,selection,0.012958212,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,4194304,256,1,256,128,"1,1,1",1,selection,0.074332225,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,4194304,256,1,256,128,"1,1,1",1,selection,0.07433494,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,4194304,256,1,256,128,"1,1,1",1,selection,0.074308079,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,4194304,256,1,256,128,"1,1,1",1,selection,0.074313206,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,4194304,256,1,256,128,"1,1,1",1,selection,0.07430692699999998,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,4194304,256,1,256,128,"1,1,1",1,selection,0.074343041,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,4194304,256,1,256,128,"1,1,1",1,selection,0.074309922,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,4194304,256,1,256,128,"1,1,1",1,selection,0.074328559,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,4194304,256,1,256,128,"1,1,1",1,selection,0.074322971,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,4194304,256,1,256,128,"1,1,1",1,selection,0.074330382,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,4194304,256,1,256,128,"1,1,1",1,selection,0.012965953,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,4194304,256,1,256,128,"1,1,1",1,selection,0.012985544,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,4194304,256,1,256,128,"1,1,1",1,selection,0.012977681,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,4194304,256,1,256,128,"1,1,1",1,selection,0.012971553,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,4194304,256,1,256,128,"1,1,1",1,selection,0.012969389,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,4194304,256,1,256,128,"1,1,1",1,selection,0.012982018,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,4194304,256,1,256,128,"1,1,1",1,selection,0.012979084,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,4194304,256,1,256,128,"1,1,1",1,selection,0.012959373,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,4194304,256,1,256,128,"1,1,1",1,selection,0.012982759,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,4194304,256,1,256,128,"1,1,1",1,selection,0.012998723,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,4194304,256,1,128,256,"1,1,1",1,selection,0.063656542,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,4194304,256,1,128,256,"1,1,1",1,selection,0.063674969,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,4194304,256,1,128,256,"1,1,1",1,selection,0.063667839,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,4194304,256,1,128,256,"1,1,1",1,selection,0.063653286,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,14,4194304,256,1,128,256,"1,1,1",1,selection,0.06367557,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,15,4194304,256,1,128,256,"1,1,1",1,selection,0.063653166,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,16,4194304,256,1,128,256,"1,1,1",1,selection,0.063660477,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,17,4194304,256,1,128,256,"1,1,1",1,selection,0.063656482,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,18,4194304,256,1,128,256,"1,1,1",1,selection,0.063669802,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,19,4194304,256,1,128,256,"1,1,1",1,selection,0.063659145,ampere02,108405,ascending
bits (ascending data),uniform,ascending,10,4194304,256,1,256,256,"1,1,1",1,selection,0.0129831,ampere02,108405,ascending
bits (ascending data),uniform,ascending,11,4194304,256,1,256,256,"1,1,1",1,selection,0.012962558,ampere02,108405,ascending
bits (ascending data),uniform,ascending,12,4194304,256,1,256,256,"1,1,1",1,selection,0.012979064,ampere02,108405,ascending
bits (ascending data),uniform,ascending,13,4194304,256,1,256,256,"1,1,1",1,selection,0.012985904,ampere02,108405,ascending
bits (ascending data),uniform,ascending,14,4194304,256,1,256,256,"1,1,1",1,selection,0.012964832,ampere02,108405,ascending
bits (ascending data),uniform,ascending,15,4194304,256,1,256,256,"1,1,1",1,selection,0.012984082,ampere02,108405,ascending
bits (ascending data),uniform,ascending,16,4194304,256,1,256,256,"1,1,1",1,selection,0.01296371,ampere02,108405,ascending
bits (ascending data),uniform,ascending,17,4194304,256,1,256,256,"1,1,1",1,selection,0.012966464,ampere02,108405,ascending
bits (ascending data),uniform,ascending,18,4194304,256,1,256,256,"1,1,1",1,selection,0.012979995,ampere02,108405,ascending
bits (ascending data),uniform,ascending,19,4194304,256,1,256,256,"1,1,1",1,selection,0.012987466,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,10,4194304,256,1,256,512,"1,1,1",1,selection,0.065810204,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,11,4194304,256,1,256,512,"1,1,1",1,selection,0.065809153,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,12,4194304,256,1,256,512,"1,1,1",1,selection,0.065800569,ampere02,108405,ascending
sort-in-registers (any data),uniform,ascending,13,4194304,256,1,256,512,"1,1,1",1,selection,0.065803373,ampere02,108405,ascending
