algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time
sort-in-registers,uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.108773729
sort-in-registers,uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.108779267
sort-in-registers,uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.108771996
sort-in-registers,uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.10877429
sort-in-registers,uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.108770985
sort-in-registers,uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.108776202
sort-in-registers,uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.108765326
sort-in-registers,uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.108777885
sort-in-registers,uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.108773568
sort-in-registers,uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.108776593
bits (sort-in-registers + buffer),uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.014806082
bits (sort-in-registers + buffer),uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.014798421
bits (sort-in-registers + buffer),uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.014813153
bits (sort-in-registers + buffer),uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.014812232
bits (sort-in-registers + buffer),uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.014806433
bits (sort-in-registers + buffer),uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.014802066
bits (sort-in-registers + buffer),uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.014812212
bits (sort-in-registers + buffer),uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.014800304
bits (sort-in-registers + buffer),uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.014812132
bits (sort-in-registers + buffer),uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.014813854
sort-in-registers,uniform,ascending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.108774239
sort-in-registers,uniform,ascending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.108763823
sort-in-registers,uniform,ascending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.108766888
sort-in-registers,uniform,ascending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.108763493
sort-in-registers,uniform,ascending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.108756513
