algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time,hostname,jobid,source_csv,dataset
bits (random data),uniform,identity,17,262144,4096,1,256,32,"1,1,1",1,selection,0.003482602,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,18,262144,4096,1,256,32,"1,1,1",1,selection,0.003480923,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,19,262144,4096,1,256,32,"1,1,1",1,selection,0.003484242,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,64,"1,1,1",1,selection,0.012101869,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,64,"1,1,1",1,selection,0.012094619,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,64,"1,1,1",1,selection,0.012101519,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,64,"1,1,1",1,selection,0.012100539,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,64,"1,1,1",1,selection,0.01209552,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,64,"1,1,1",1,selection,0.01209953,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,64,"1,1,1",1,selection,0.012100389,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,64,"1,1,1",1,selection,0.012101329,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,64,"1,1,1",1,selection,0.012101889,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,64,"1,1,1",1,selection,0.012104239,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,64,"1,1,1",1,selection,0.002958168,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,64,"1,1,1",1,selection,0.002973848,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,64,"1,1,1",1,selection,0.002965598,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,64,"1,1,1",1,selection,0.002966468,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,64,"1,1,1",1,selection,0.002956979,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,64,"1,1,1",1,selection,0.002963439,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,64,"1,1,1",1,selection,0.002970258,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,64,"1,1,1",1,selection,0.002963718,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,64,"1,1,1",1,selection,0.002959568,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,64,"1,1,1",1,selection,0.002963728,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,128,"1,1,1",1,selection,0.010939521,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,128,"1,1,1",1,selection,0.010938342,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,128,"1,1,1",1,selection,0.010939552,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,128,"1,1,1",1,selection,0.010938812,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,128,"1,1,1",1,selection,0.010939922,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,128,"1,1,1",1,selection,0.010938622,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,128,"1,1,1",1,selection,0.010939402,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,128,"1,1,1",1,selection,0.010936272,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,128,"1,1,1",1,selection,0.010938682,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,128,"1,1,1",1,selection,0.010938952,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,128,"1,1,1",1,selection,0.002986438,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,128,"1,1,1",1,selection,0.002984488,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,128,"1,1,1",1,selection,0.002992368,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,128,"1,1,1",1,selection,0.002994358,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,128,"1,1,1",1,selection,0.002984658,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,128,"1,1,1",1,selection,0.002983808,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,128,"1,1,1",1,selection,0.002994818,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,128,"1,1,1",1,selection,0.002986538,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,128,"1,1,1",1,selection,0.002981547,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,128,"1,1,1",1,selection,0.002987748,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,256,"1,1,1",1,selection,0.010985162,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,256,"1,1,1",1,selection,0.010988381,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,256,"1,1,1",1,selection,0.010985591,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,256,"1,1,1",1,selection,0.010987942,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,256,"1,1,1",1,selection,0.010990411,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,256,"1,1,1",1,selection,0.010983132,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,256,"1,1,1",1,selection,0.010987262,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,256,"1,1,1",1,selection,0.010989391,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,256,"1,1,1",1,selection,0.010985582,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,256,"1,1,1",1,selection,0.010991282,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,256,"1,1,1",1,selection,0.003810069,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,256,"1,1,1",1,selection,0.003805069,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,256,"1,1,1",1,selection,0.003809669,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,256,"1,1,1",1,selection,0.003808679,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,256,"1,1,1",1,selection,0.00380969,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,256,"1,1,1",1,selection,0.003802089,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,256,"1,1,1",1,selection,0.003805109,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,256,"1,1,1",1,selection,0.003809269,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,256,"1,1,1",1,selection,0.003799819,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,256,"1,1,1",1,selection,0.003798009,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,512,"1,1,1",1,selection,0.010939442,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,512,"1,1,1",1,selection,0.010933612,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,512,"1,1,1",1,selection,0.010932552,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,512,"1,1,1",1,selection,0.010936832,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,512,"1,1,1",1,selection,0.010933122,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,512,"1,1,1",1,selection,0.010932822,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,512,"1,1,1",1,selection,0.010941492,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,512,"1,1,1",1,selection,0.010943881,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,512,"1,1,1",1,selection,0.010935892,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,512,"1,1,1",1,selection,0.010938742,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,10,262144,4096,1,128,512,"1,1,1",1,selection,0.003989027,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,11,262144,4096,1,128,512,"1,1,1",1,selection,0.003991417,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,12,262144,4096,1,128,512,"1,1,1",1,selection,0.003986107,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,13,262144,4096,1,128,512,"1,1,1",1,selection,0.003895368,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,14,262144,4096,1,128,512,"1,1,1",1,selection,0.003896408,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,15,262144,4096,1,128,512,"1,1,1",1,selection,0.003894988,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,16,262144,4096,1,128,512,"1,1,1",1,selection,0.003895788,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,17,262144,4096,1,128,512,"1,1,1",1,selection,0.003896448,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,18,262144,4096,1,128,512,"1,1,1",1,selection,0.003899338,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,19,262144,4096,1,128,512,"1,1,1",1,selection,0.003898668,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,1024,"1,1,1",1,selection,0.011967061,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,1024,"1,1,1",1,selection,0.011972611,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,1024,"1,1,1",1,selection,0.011969011,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,1024,"1,1,1",1,selection,0.011980091,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,1024,"1,1,1",1,selection,0.011949831,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,1024,"1,1,1",1,selection,0.011957861,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,1024,"1,1,1",1,selection,0.011958071,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,1024,"1,1,1",1,selection,0.011984881,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,1024,"1,1,1",1,selection,0.01200158,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,1024,"1,1,1",1,selection,0.011990061,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,10,262144,4096,1,512,1024,"1,1,1",1,selection,0.004938317,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,11,262144,4096,1,512,1024,"1,1,1",1,selection,0.004940516,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,12,262144,4096,1,512,1024,"1,1,1",1,selection,0.004939566,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,13,262144,4096,1,512,1024,"1,1,1",1,selection,0.004936437,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,14,262144,4096,1,512,1024,"1,1,1",1,selection,0.004936217,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,15,262144,4096,1,512,1024,"1,1,1",1,selection,0.004934707,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,16,262144,4096,1,512,1024,"1,1,1",1,selection,0.004939567,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,17,262144,4096,1,512,1024,"1,1,1",1,selection,0.004938746,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,18,262144,4096,1,512,1024,"1,1,1",1,selection,0.004935726,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,19,262144,4096,1,512,1024,"1,1,1",1,selection,0.004932337,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,128,2048,"1,1,1",1,selection,0.01665132,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,128,2048,"1,1,1",1,selection,0.01666357,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,128,2048,"1,1,1",1,selection,0.01669409,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,128,2048,"1,1,1",1,selection,0.01667,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,128,2048,"1,1,1",1,selection,0.01665696,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,128,2048,"1,1,1",1,selection,0.01667602,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,128,2048,"1,1,1",1,selection,0.01666783,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,128,2048,"1,1,1",1,selection,0.01667075,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,128,2048,"1,1,1",1,selection,0.016658711,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,128,2048,"1,1,1",1,selection,0.01665895,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,10,262144,4096,1,512,2048,"1,1,1",1,selection,0.008966712999999998,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,11,262144,4096,1,512,2048,"1,1,1",1,selection,0.008981233,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,12,262144,4096,1,512,2048,"1,1,1",1,selection,0.008978362999999998,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,13,262144,4096,1,512,2048,"1,1,1",1,selection,0.008972923,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,14,262144,4096,1,512,2048,"1,1,1",1,selection,0.008713666,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,15,262144,4096,1,512,2048,"1,1,1",1,selection,0.008959382999999998,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,16,262144,4096,1,512,2048,"1,1,1",1,selection,0.008978913,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,17,262144,4096,1,512,2048,"1,1,1",1,selection,0.008976863,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,18,262144,4096,1,512,2048,"1,1,1",1,selection,0.008777844999999998,bw01,35760910,data/buffer-bw01-35760910.csv,random
bits (random data),uniform,identity,19,262144,4096,1,512,2048,"1,1,1",1,selection,0.008992692999999998,bw01,35760910,data/buffer-bw01-35760910.csv,random
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.103463553,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.103441752,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.10360553,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.105652568,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.105640959,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.103489082,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.103445633,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.103426394,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.103498473,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.103420213,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.02129025,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.021277481,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.021272761,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.02128342,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.02129936,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.0212609,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.02130229,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.02127791,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.02127445,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.0212827,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.105637059,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.105641149,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.105769978,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.10563896,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.105648909,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.105641719,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.10561018,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.10564067,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.10564221,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.10563189,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.02130182,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.0212896,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.02127227,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.02126845,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.02128104,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.021289761,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.0212872,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.02128736,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.021295809,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.02130227,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,128,"1,1,1",1,selection,0.105642249,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,128,"1,1,1",1,selection,0.105816327,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,128,"1,1,1",1,selection,0.104213475,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,128,"1,1,1",1,selection,0.105820887,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,128,"1,1,1",1,selection,0.105841137,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,128,"1,1,1",1,selection,0.105822967,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,128,"1,1,1",1,selection,0.104995435,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,128,"1,1,1",1,selection,0.104260674,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,128,"1,1,1",1,selection,0.104059797,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,128,"1,1,1",1,selection,0.105314172,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,128,"1,1,1",1,selection,0.0212984,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,128,"1,1,1",1,selection,0.021274871,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,128,"1,1,1",1,selection,0.02129112,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,128,"1,1,1",1,selection,0.02127881,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,128,"1,1,1",1,selection,0.02128028,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,128,"1,1,1",1,selection,0.02126948,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,128,"1,1,1",1,selection,0.02128456,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,128,"1,1,1",1,selection,0.0212823,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,128,"1,1,1",1,selection,0.02129756,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,128,"1,1,1",1,selection,0.021268281,bw01,35760911,data/buffer-bw01-35760911.csv,ascending
