algorithm,generator,preprocessor,iteration,point_count,query_count,dim,block_size,k,items_per_thread,deg,phase,time,hostname,jobid,dataset
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,32,"1,1,1",1,selection,0.022784255,ampere01,108415,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,32,"1,1,1",1,selection,0.0228068,ampere01,108415,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,32,"1,1,1",1,selection,0.02235299,ampere01,108415,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,32,"1,1,1",1,selection,0.022351628,ampere01,108415,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,32,"1,1,1",1,selection,0.021429636,ampere01,108415,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,32,"1,1,1",1,selection,0.022999873,ampere01,108415,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,32,"1,1,1",1,selection,0.022687649,ampere01,108415,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,32,"1,1,1",1,selection,0.020926722,ampere01,108415,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,32,"1,1,1",1,selection,0.023763554,ampere01,108415,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,32,"1,1,1",1,selection,0.021957479,ampere01,108415,random
bits (random data),uniform,identity,10,262144,4096,1,512,32,"1,1,1",1,selection,0.005355631,ampere01,108415,random
bits (random data),uniform,identity,11,262144,4096,1,512,32,"1,1,1",1,selection,0.005352737,ampere01,108415,random
bits (random data),uniform,identity,12,262144,4096,1,512,32,"1,1,1",1,selection,0.005350143,ampere01,108415,random
bits (random data),uniform,identity,13,262144,4096,1,512,32,"1,1,1",1,selection,0.005351225,ampere01,108415,random
bits (random data),uniform,identity,14,262144,4096,1,512,32,"1,1,1",1,selection,0.005350944,ampere01,108415,random
bits (random data),uniform,identity,15,262144,4096,1,512,32,"1,1,1",1,selection,0.005350754,ampere01,108415,random
bits (random data),uniform,identity,16,262144,4096,1,512,32,"1,1,1",1,selection,0.005352406,ampere01,108415,random
bits (random data),uniform,identity,17,262144,4096,1,512,32,"1,1,1",1,selection,0.005355751,ampere01,108415,random
bits (random data),uniform,identity,18,262144,4096,1,512,32,"1,1,1",1,selection,0.005359808,ampere01,108415,random
bits (random data),uniform,identity,19,262144,4096,1,512,32,"1,1,1",1,selection,0.005355241,ampere01,108415,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,64,"1,1,1",1,selection,0.021051942,ampere01,108415,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,64,"1,1,1",1,selection,0.020147087,ampere01,108415,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,64,"1,1,1",1,selection,0.020709221,ampere01,108415,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,64,"1,1,1",1,selection,0.019634297,ampere01,108415,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,64,"1,1,1",1,selection,0.02212958,ampere01,108415,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,64,"1,1,1",1,selection,0.020519492,ampere01,108415,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,64,"1,1,1",1,selection,0.01941312,ampere01,108415,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,64,"1,1,1",1,selection,0.022712746,ampere01,108415,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,64,"1,1,1",1,selection,0.019881794,ampere01,108415,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,64,"1,1,1",1,selection,0.022964389,ampere01,108415,random
bits (random data),uniform,identity,10,262144,4096,1,512,64,"1,1,1",1,selection,0.00536122,ampere01,108415,random
bits (random data),uniform,identity,11,262144,4096,1,512,64,"1,1,1",1,selection,0.005360068,ampere01,108415,random
bits (random data),uniform,identity,12,262144,4096,1,512,64,"1,1,1",1,selection,0.005364074,ampere01,108415,random
bits (random data),uniform,identity,13,262144,4096,1,512,64,"1,1,1",1,selection,0.005362321,ampere01,108415,random
bits (random data),uniform,identity,14,262144,4096,1,512,64,"1,1,1",1,selection,0.005362352,ampere01,108415,random
bits (random data),uniform,identity,15,262144,4096,1,512,64,"1,1,1",1,selection,0.005364164,ampere01,108415,random
bits (random data),uniform,identity,16,262144,4096,1,512,64,"1,1,1",1,selection,0.005359016,ampere01,108415,random
bits (random data),uniform,identity,17,262144,4096,1,512,64,"1,1,1",1,selection,0.005362602,ampere01,108415,random
bits (random data),uniform,identity,18,262144,4096,1,512,64,"1,1,1",1,selection,0.005360769,ampere01,108415,random
bits (random data),uniform,identity,19,262144,4096,1,512,64,"1,1,1",1,selection,0.005365756,ampere01,108415,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,128,"1,1,1",1,selection,0.018968435,ampere01,108415,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,128,"1,1,1",1,selection,0.023121438,ampere01,108415,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,128,"1,1,1",1,selection,0.019502817,ampere01,108415,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,128,"1,1,1",1,selection,0.023142359,ampere01,108415,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,128,"1,1,1",1,selection,0.020017339,ampere01,108415,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,128,"1,1,1",1,selection,0.023347881,ampere01,108415,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,128,"1,1,1",1,selection,0.019547655,ampere01,108415,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,128,"1,1,1",1,selection,0.02342593,ampere01,108415,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,128,"1,1,1",1,selection,0.01942606,ampere01,108415,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,128,"1,1,1",1,selection,0.02322156,ampere01,108415,random
bits (random data),uniform,identity,10,262144,4096,1,512,128,"1,1,1",1,selection,0.005399648,ampere01,108415,random
bits (random data),uniform,identity,11,262144,4096,1,512,128,"1,1,1",1,selection,0.005399748,ampere01,108415,random
bits (random data),uniform,identity,12,262144,4096,1,512,128,"1,1,1",1,selection,0.005399859,ampere01,108415,random
bits (random data),uniform,identity,13,262144,4096,1,512,128,"1,1,1",1,selection,0.005395742,ampere01,108415,random
bits (random data),uniform,identity,14,262144,4096,1,512,128,"1,1,1",1,selection,0.005399999,ampere01,108415,random
bits (random data),uniform,identity,15,262144,4096,1,512,128,"1,1,1",1,selection,0.005398626,ampere01,108415,random
bits (random data),uniform,identity,16,262144,4096,1,512,128,"1,1,1",1,selection,0.005398046,ampere01,108415,random
bits (random data),uniform,identity,17,262144,4096,1,512,128,"1,1,1",1,selection,0.005397645,ampere01,108415,random
bits (random data),uniform,identity,18,262144,4096,1,512,128,"1,1,1",1,selection,0.005399157,ampere01,108415,random
bits (random data),uniform,identity,19,262144,4096,1,512,128,"1,1,1",1,selection,0.005402012,ampere01,108415,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,256,"1,1,1",1,selection,0.022920622,ampere01,108415,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,256,"1,1,1",1,selection,0.019219527,ampere01,108415,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,256,"1,1,1",1,selection,0.023640107,ampere01,108415,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,256,"1,1,1",1,selection,0.019265586,ampere01,108415,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,256,"1,1,1",1,selection,0.023561557,ampere01,108415,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,256,"1,1,1",1,selection,0.019619795,ampere01,108415,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,256,"1,1,1",1,selection,0.022814851,ampere01,108415,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,256,"1,1,1",1,selection,0.021159135,ampere01,108415,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,256,"1,1,1",1,selection,0.021028616,ampere01,108415,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,256,"1,1,1",1,selection,0.02140604,ampere01,108415,random
bits (random data),uniform,identity,10,262144,4096,1,128,256,"1,1,1",1,selection,0.005232424,ampere01,108415,random
bits (random data),uniform,identity,11,262144,4096,1,128,256,"1,1,1",1,selection,0.005227717,ampere01,108415,random
bits (random data),uniform,identity,12,262144,4096,1,128,256,"1,1,1",1,selection,0.005233385,ampere01,108415,random
bits (random data),uniform,identity,13,262144,4096,1,128,256,"1,1,1",1,selection,0.005231112,ampere01,108415,random
bits (random data),uniform,identity,14,262144,4096,1,128,256,"1,1,1",1,selection,0.005231102,ampere01,108415,random
bits (random data),uniform,identity,15,262144,4096,1,128,256,"1,1,1",1,selection,0.005233465,ampere01,108415,random
bits (random data),uniform,identity,16,262144,4096,1,128,256,"1,1,1",1,selection,0.00523685,ampere01,108415,random
bits (random data),uniform,identity,17,262144,4096,1,128,256,"1,1,1",1,selection,0.005227547,ampere01,108415,random
bits (random data),uniform,identity,18,262144,4096,1,128,256,"1,1,1",1,selection,0.005230842,ampere01,108415,random
bits (random data),uniform,identity,19,262144,4096,1,128,256,"1,1,1",1,selection,0.005234197,ampere01,108415,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,512,"1,1,1",1,selection,0.01848517,ampere01,108415,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,512,"1,1,1",1,selection,0.023705525,ampere01,108415,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,512,"1,1,1",1,selection,0.021243563,ampere01,108415,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,512,"1,1,1",1,selection,0.018906871,ampere01,108415,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,512,"1,1,1",1,selection,0.01834111,ampere01,108415,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,512,"1,1,1",1,selection,0.018372128,ampere01,108415,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,512,"1,1,1",1,selection,0.023240168,ampere01,108415,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,512,"1,1,1",1,selection,0.019442135,ampere01,108415,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,512,"1,1,1",1,selection,0.023178144,ampere01,108415,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,512,"1,1,1",1,selection,0.022889635,ampere01,108415,random
bits (random data),uniform,identity,10,262144,4096,1,256,512,"1,1,1",1,selection,0.005632612,ampere01,108415,random
bits (random data),uniform,identity,11,262144,4096,1,256,512,"1,1,1",1,selection,0.005631181,ampere01,108415,random
bits (random data),uniform,identity,12,262144,4096,1,256,512,"1,1,1",1,selection,0.005630749,ampere01,108415,random
bits (random data),uniform,identity,13,262144,4096,1,256,512,"1,1,1",1,selection,0.005628967,ampere01,108415,random
bits (random data),uniform,identity,14,262144,4096,1,256,512,"1,1,1",1,selection,0.005630539,ampere01,108415,random
bits (random data),uniform,identity,15,262144,4096,1,256,512,"1,1,1",1,selection,0.005633253,ampere01,108415,random
bits (random data),uniform,identity,16,262144,4096,1,256,512,"1,1,1",1,selection,0.005626713,ampere01,108415,random
bits (random data),uniform,identity,17,262144,4096,1,256,512,"1,1,1",1,selection,0.005628136,ampere01,108415,random
bits (random data),uniform,identity,18,262144,4096,1,256,512,"1,1,1",1,selection,0.005630339,ampere01,108415,random
bits (random data),uniform,identity,19,262144,4096,1,256,512,"1,1,1",1,selection,0.005633894,ampere01,108415,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,64,1024,"1,1,1",1,selection,0.021492372,ampere01,108415,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,64,1024,"1,1,1",1,selection,0.020611792,ampere01,108415,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,64,1024,"1,1,1",1,selection,0.020007344,ampere01,108415,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,64,1024,"1,1,1",1,selection,0.019856895,ampere01,108415,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,64,1024,"1,1,1",1,selection,0.020252366,ampere01,108415,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,64,1024,"1,1,1",1,selection,0.020055507,ampere01,108415,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,64,1024,"1,1,1",1,selection,0.022094116,ampere01,108415,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,64,1024,"1,1,1",1,selection,0.02285285,ampere01,108415,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,64,1024,"1,1,1",1,selection,0.023158024,ampere01,108415,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,64,1024,"1,1,1",1,selection,0.023573605,ampere01,108415,random
bits (random data),uniform,identity,10,262144,4096,1,512,1024,"1,1,1",1,selection,0.005894541,ampere01,108415,random
bits (random data),uniform,identity,11,262144,4096,1,512,1024,"1,1,1",1,selection,0.005886819,ampere01,108415,random
bits (random data),uniform,identity,12,262144,4096,1,512,1024,"1,1,1",1,selection,0.005890665,ampere01,108415,random
bits (random data),uniform,identity,13,262144,4096,1,512,1024,"1,1,1",1,selection,0.005896203,ampere01,108415,random
bits (random data),uniform,identity,14,262144,4096,1,512,1024,"1,1,1",1,selection,0.00589399,ampere01,108415,random
bits (random data),uniform,identity,15,262144,4096,1,512,1024,"1,1,1",1,selection,0.005891976,ampere01,108415,random
bits (random data),uniform,identity,16,262144,4096,1,512,1024,"1,1,1",1,selection,0.005890805,ampere01,108415,random
bits (random data),uniform,identity,17,262144,4096,1,512,1024,"1,1,1",1,selection,0.005891145,ampere01,108415,random
bits (random data),uniform,identity,18,262144,4096,1,512,1024,"1,1,1",1,selection,0.005889873,ampere01,108415,random
bits (random data),uniform,identity,19,262144,4096,1,512,1024,"1,1,1",1,selection,0.005893749,ampere01,108415,random
sort-in-registers (any data),uniform,identity,10,262144,4096,1,128,2048,"1,1,1",1,selection,0.025383476,ampere01,108415,random
sort-in-registers (any data),uniform,identity,11,262144,4096,1,128,2048,"1,1,1",1,selection,0.023822093,ampere01,108415,random
sort-in-registers (any data),uniform,identity,12,262144,4096,1,128,2048,"1,1,1",1,selection,0.024670422,ampere01,108415,random
sort-in-registers (any data),uniform,identity,13,262144,4096,1,128,2048,"1,1,1",1,selection,0.025580115,ampere01,108415,random
sort-in-registers (any data),uniform,identity,14,262144,4096,1,128,2048,"1,1,1",1,selection,0.02397159,ampere01,108415,random
sort-in-registers (any data),uniform,identity,15,262144,4096,1,128,2048,"1,1,1",1,selection,0.026442847,ampere01,108415,random
sort-in-registers (any data),uniform,identity,16,262144,4096,1,128,2048,"1,1,1",1,selection,0.023862264,ampere01,108415,random
sort-in-registers (any data),uniform,identity,17,262144,4096,1,128,2048,"1,1,1",1,selection,0.025274921,ampere01,108415,random
sort-in-registers (any data),uniform,identity,18,262144,4096,1,128,2048,"1,1,1",1,selection,0.024023499,ampere01,108415,random
sort-in-registers (any data),uniform,identity,19,262144,4096,1,128,2048,"1,1,1",1,selection,0.024420983,ampere01,108415,random
bits (random data),uniform,identity,10,262144,4096,1,512,2048,"1,1,1",1,selection,0.006534453,ampere01,108415,random
bits (random data),uniform,identity,11,262144,4096,1,512,2048,"1,1,1",1,selection,0.006534163,ampere01,108415,random
bits (random data),uniform,identity,12,262144,4096,1,512,2048,"1,1,1",1,selection,0.006528254,ampere01,108415,random
bits (random data),uniform,identity,13,262144,4096,1,512,2048,"1,1,1",1,selection,0.006534934,ampere01,108415,random
bits (random data),uniform,identity,14,262144,4096,1,512,2048,"1,1,1",1,selection,0.006537398,ampere01,108415,random
bits (random data),uniform,identity,15,262144,4096,1,512,2048,"1,1,1",1,selection,0.006534022,ampere01,108415,random
bits (random data),uniform,identity,16,262144,4096,1,512,2048,"1,1,1",1,selection,0.006533391,ampere01,108415,random
bits (random data),uniform,identity,17,262144,4096,1,512,2048,"1,1,1",1,selection,0.006541164,ampere01,108415,random
bits (random data),uniform,identity,18,262144,4096,1,512,2048,"1,1,1",1,selection,0.006533982,ampere01,108415,random
bits (random data),uniform,identity,19,262144,4096,1,512,2048,"1,1,1",1,selection,0.006535625,ampere01,108415,random
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.108773729,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.108779267,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.108771996,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.10877429,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.108770985,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.108776202,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.108765326,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.108777885,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.108773568,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.108776593,ampere01,108404,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,32,"1,1,1",1,selection,0.014806082,ampere01,108404,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,32,"1,1,1",1,selection,0.014798421,ampere01,108404,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,32,"1,1,1",1,selection,0.014813153,ampere01,108404,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,32,"1,1,1",1,selection,0.014812232,ampere01,108404,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,32,"1,1,1",1,selection,0.014806433,ampere01,108404,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,32,"1,1,1",1,selection,0.014802066,ampere01,108404,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,32,"1,1,1",1,selection,0.014812212,ampere01,108404,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,32,"1,1,1",1,selection,0.014800304,ampere01,108404,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,32,"1,1,1",1,selection,0.014812132,ampere01,108404,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,32,"1,1,1",1,selection,0.014813854,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.108774239,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.108763823,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.108766888,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.108763493,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.108756513,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.10877516,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.108776052,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.108771545,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.108771955,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.108770974,ampere01,108404,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,64,"1,1,1",1,selection,0.01481125,ampere01,108404,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,64,"1,1,1",1,selection,0.014812262,ampere01,108404,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,64,"1,1,1",1,selection,0.014801876,ampere01,108404,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,64,"1,1,1",1,selection,0.01480396,ampere01,108404,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,64,"1,1,1",1,selection,0.014811921,ampere01,108404,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,64,"1,1,1",1,selection,0.014808576,ampere01,108404,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,64,"1,1,1",1,selection,0.014813133,ampere01,108404,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,64,"1,1,1",1,selection,0.014808757,ampere01,108404,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,64,"1,1,1",1,selection,0.014814285,ampere01,108404,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,64,"1,1,1",1,selection,0.014815176,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,128,"1,1,1",1,selection,0.108763202,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,128,"1,1,1",1,selection,0.108757845,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,128,"1,1,1",1,selection,0.108762922,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,128,"1,1,1",1,selection,0.108760979,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,128,"1,1,1",1,selection,0.108757975,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,128,"1,1,1",1,selection,0.108762642,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,128,"1,1,1",1,selection,0.108766317,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,128,"1,1,1",1,selection,0.108772416,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,128,"1,1,1",1,selection,0.108779437,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,128,"1,1,1",1,selection,0.108769832,ampere01,108404,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,128,"1,1,1",1,selection,0.014822648,ampere01,108404,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,128,"1,1,1",1,selection,0.014813894,ampere01,108404,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,128,"1,1,1",1,selection,0.014810749,ampere01,108404,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,128,"1,1,1",1,selection,0.014820445,ampere01,108404,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,128,"1,1,1",1,selection,0.014820464,ampere01,108404,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,128,"1,1,1",1,selection,0.014809607,ampere01,108404,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,128,"1,1,1",1,selection,0.01479776,ampere01,108404,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,128,"1,1,1",1,selection,0.014802778,ampere01,108404,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,128,"1,1,1",1,selection,0.014808987,ampere01,108404,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,128,"1,1,1",1,selection,0.014814435,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,512,256,"1,1,1",1,selection,0.108770233,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,512,256,"1,1,1",1,selection,0.108771585,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,512,256,"1,1,1",1,selection,0.108779998,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,512,256,"1,1,1",1,selection,0.108770304,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,512,256,"1,1,1",1,selection,0.108766969,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,512,256,"1,1,1",1,selection,0.108783924,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,512,256,"1,1,1",1,selection,0.108768371,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,512,256,"1,1,1",1,selection,0.108772317,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,512,256,"1,1,1",1,selection,0.108764175,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,512,256,"1,1,1",1,selection,0.108758826,ampere01,108404,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,256,"1,1,1",1,selection,0.014809317,ampere01,108404,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,256,"1,1,1",1,selection,0.014814575,ampere01,108404,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,256,"1,1,1",1,selection,0.014808847,ampere01,108404,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,256,"1,1,1",1,selection,0.014808957,ampere01,108404,ascending
bits (ascending data),uniform,ascending,14,16777216,64,1,512,256,"1,1,1",1,selection,0.014810208,ampere01,108404,ascending
bits (ascending data),uniform,ascending,15,16777216,64,1,512,256,"1,1,1",1,selection,0.014812091,ampere01,108404,ascending
bits (ascending data),uniform,ascending,16,16777216,64,1,512,256,"1,1,1",1,selection,0.014820144,ampere01,108404,ascending
bits (ascending data),uniform,ascending,17,16777216,64,1,512,256,"1,1,1",1,selection,0.014809228,ampere01,108404,ascending
bits (ascending data),uniform,ascending,18,16777216,64,1,512,256,"1,1,1",1,selection,0.014814966,ampere01,108404,ascending
bits (ascending data),uniform,ascending,19,16777216,64,1,512,256,"1,1,1",1,selection,0.014821285,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,10,16777216,64,1,256,512,"1,1,1",1,selection,0.09491296,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,11,16777216,64,1,256,512,"1,1,1",1,selection,0.094933551,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,12,16777216,64,1,256,512,"1,1,1",1,selection,0.094930336,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,13,16777216,64,1,256,512,"1,1,1",1,selection,0.094944818,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,14,16777216,64,1,256,512,"1,1,1",1,selection,0.094934913,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,15,16777216,64,1,256,512,"1,1,1",1,selection,0.09493155800000001,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,16,16777216,64,1,256,512,"1,1,1",1,selection,0.094934682,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,17,16777216,64,1,256,512,"1,1,1",1,selection,0.094928514,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,18,16777216,64,1,256,512,"1,1,1",1,selection,0.094932049,ampere01,108404,ascending
sort-in-registers (any data),uniform,ascending,19,16777216,64,1,256,512,"1,1,1",1,selection,0.094922053,ampere01,108404,ascending
bits (ascending data),uniform,ascending,10,16777216,64,1,512,512,"1,1,1",1,selection,0.014807174,ampere01,108404,ascending
bits (ascending data),uniform,ascending,11,16777216,64,1,512,512,"1,1,1",1,selection,0.014813053,ampere01,108404,ascending
bits (ascending data),uniform,ascending,12,16777216,64,1,512,512,"1,1,1",1,selection,0.014805782,ampere01,108404,ascending
bits (ascending data),uniform,ascending,13,16777216,64,1,512,512,"1,1,1",1,selection,0.01480465,ampere01,108404,ascending
