dataset_id,rows,k,backend,degree,block_size,items_per_thread,phase,samples,median_ms,p25_ms,p75_ms,speedup_vs_air,paper_selected,paper_global_selected
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,air-topk,1,512,0,download,30,0.0093945,0.009214,0.009802499999999999,1.0,True,True
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,air-topk,1,512,0,operator,30,0.79183,0.7903145,0.7939305,1.0,True,True
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,air-topk,1,512,0,output_isolated,30,0.013916,0.013731,0.01417425,1.0,True,True
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,air-topk,1,512,0,selection_isolated,30,0.3541915,0.35207575,0.35487275,1.0,True,True
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,air-topk,1,512,0,transform_isolated,30,0.44838449999999996,0.44770075,0.4497545,1.0,True,True
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,air-topk,1,512,0,upload_shared,1,48.805682000000004,48.805682000000004,48.805682000000004,1.0,True,True
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,4,download,30,0.021247000000000002,0.020824250000000002,0.021998749999999997,0.44215653974678776,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,4,operator,30,72.5891365,72.578863,72.60216,0.010908381586823258,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,4,output_isolated,30,0.02309,0.022289000000000003,0.024322000000000003,0.6026851450844521,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,4,selection_isolated,30,72.1313925,72.12201099999999,72.14239425,0.004910365483378128,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,4,transform_isolated,30,0.4461315,0.44549925,0.44668450000000004,1.0050500805255849,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,4,upload_shared,1,48.54001,48.54001,48.54001,1.00547325804012,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,7,download,30,0.019164,0.018638750000000003,0.0195975,0.49021603005635567,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,7,operator,30,45.0979495,45.095699499999995,45.102910249999994,0.017558004494195464,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,7,output_isolated,30,0.020360499999999997,0.0199225,0.020583499999999998,0.6834802681663025,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,7,selection_isolated,30,44.6414985,44.638130499999995,44.644622999999996,0.007934131064171155,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,7,transform_isolated,30,0.4456205,0.44464824999999997,0.44648600000000005,1.006202587179001,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,7,upload_shared,1,48.870281,48.870281,48.870281,0.9986781537024517,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,8,download,30,0.0188585,0.018539,0.01942975,0.4981573295861283,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,8,operator,30,41.817239,41.81428400000001,41.819950500000004,0.018935492130410618,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,8,output_isolated,30,0.01999,0.019411750000000002,0.0205785,0.6961480740370185,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,8,selection_isolated,30,41.35849400000001,41.35416975,41.36419975,0.008563936104636691,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,8,transform_isolated,30,0.4452295,0.44474650000000004,0.44609575,1.0070862330550872,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,8,upload_shared,1,48.685159999999996,48.685159999999996,48.685159999999996,1.002475538747331,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,13,download,30,0.0174465,0.01689575,0.017879500000000003,0.5384747657123206,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,13,operator,30,35.034020999999996,35.02893075,35.03920825,0.02260174474405893,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,13,output_isolated,30,0.0188235,0.018508,0.01955975,0.7392886551385236,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,13,selection_isolated,30,34.580964,34.57673,34.584168,0.010242383642052315,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,13,transform_isolated,30,0.44517399999999996,0.444293,0.446046,1.0072117868518826,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,13,upload_shared,1,48.795548000000004,48.795548000000004,48.795548000000004,1.0002076828812334,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,16,download,30,0.017426499999999998,0.01669275,0.017877,0.539092761024876,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,16,operator,30,31.578564,31.566028249999995,31.58930375,0.025074921076208533,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,16,output_isolated,30,0.018452999999999997,0.017707,0.0190965,0.7541321194385737,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,16,selection_isolated,30,31.122153,31.11047775,31.131880499999998,0.011380687576466833,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,16,transform_isolated,30,0.44505,0.44435325000000003,0.44659175,1.0074924165824064,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,128,16,upload_shared,1,48.716728,48.716728,48.716728,1.0018259436471186,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,4,download,30,0.018037499999999998,0.017677,0.01892875,0.5208316008316008,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,4,operator,30,39.393591,39.390471500000004,39.396393499999995,0.02010047776553298,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,4,output_isolated,30,0.019474,0.01885825,0.020050000000000002,0.7145938173975557,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,4,selection_isolated,30,38.939218,38.9355745,38.943249,0.009096009580880644,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,4,transform_isolated,30,0.445355,0.44461375000000003,0.44609825000000003,1.0068024385041145,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,4,upload_shared,1,48.739593,48.739593,48.739593,1.0013559612613099,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,7,download,30,0.01627,0.01561075,0.01658575,0.5774124154886294,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,7,operator,30,25.238292,25.23640175,25.2392805,0.031374151626425435,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,7,output_isolated,30,0.017331,0.01679825,0.0180945,0.8029542438405171,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,7,selection_isolated,30,24.785636500000003,24.784422499999998,24.786906249999998,0.014290191821380095,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,7,transform_isolated,30,0.444528,0.443928,0.4455,1.0086754940071265,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,7,upload_shared,1,48.712091,48.712091,48.712091,1.001921309434243,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,8,download,30,0.0159245,0.014762999999999998,0.016557500000000003,0.5899400295142704,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,8,operator,30,23.7609585,23.7584345,23.765918999999997,0.03332483409707567,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,8,output_isolated,30,0.01663,0.015719,0.017887,0.8368009621166567,False,False
2749d31664905c24a21b64a3a74ce59d83e4f5ee9b5495dd2530667804fffa96,59986052,32,bits-prefetch,1,256,8,selection_isolated,30,23.308392499999997,23.30557875,23.311662750000004,0.015195878480251267,False,False
