hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time
volta05,V100,cublas-dist,262144,4096,1,256,64,1,1,1,1,0.0507562807
volta05,V100,cublas-dist,524288,2048,1,4,128,1,1,1,1,0.0258208277
volta05,V100,cublas-dist,524288,2048,1,8,512,1,1,1,1,0.0259360113
volta05,V100,cublas-dist,524288,2048,1,16,64,1,1,1,1,0.0262357063
volta05,V100,cublas-dist,524288,2048,1,32,64,1,1,1,1,0.0262735411
volta05,V100,cublas-dist,524288,2048,1,64,64,1,1,1,1,0.026448888900000002
volta05,V100,cublas-dist,524288,2048,1,128,128,1,1,1,1,0.0328734123
volta05,V100,cublas-dist,524288,2048,1,256,64,1,1,1,1,0.0509116827
volta05,V100,cublas-dist,1048576,1024,1,4,128,1,1,1,1,0.0277126034
volta05,V100,cublas-dist,1048576,1024,1,8,256,1,1,1,1,0.027398077
volta05,V100,cublas-dist,1048576,1024,1,16,512,1,1,1,1,0.027135391399999997
volta05,V100,cublas-dist,1048576,1024,1,32,64,1,1,1,1,0.026592293
volta05,V100,cublas-dist,1048576,1024,1,64,256,1,1,1,1,0.026973820599999997
volta05,V100,cublas-dist,1048576,1024,1,128,256,1,1,1,1,0.033281597600000004
volta05,V100,cublas-dist,1048576,1024,1,256,512,1,1,1,1,0.051776552899999995
volta05,V100,tiled-dist,131072,8192,1,4,16,1,1,1,1,0.0156579959
volta05,V100,tiled-dist,131072,8192,1,8,16,1,1,1,1,0.0163997483
volta05,V100,tiled-dist,131072,8192,1,16,16,1,1,1,1,0.0172558716
volta05,V100,tiled-dist,131072,8192,1,32,32,1,1,1,1,0.026841178900000002
volta05,V100,tiled-dist,131072,8192,1,64,32,1,1,1,1,0.050449059
volta05,V100,tiled-dist,131072,8192,1,128,32,1,1,1,1,0.09392124069999999
volta05,V100,tiled-dist,131072,8192,1,256,32,1,1,1,1,0.1811392647
volta05,V100,tiled-dist,262144,4096,1,4,16,1,1,1,1,0.0155886257
volta05,V100,tiled-dist,262144,4096,1,8,16,1,1,1,1,0.016258076599999997
volta05,V100,tiled-dist,262144,4096,1,16,16,1,1,1,1,0.0171828562
volta05,V100,tiled-dist,262144,4096,1,32,32,1,1,1,1,0.0267408825
volta05,V100,tiled-dist,262144,4096,1,64,32,1,1,1,1,0.0503210561
volta05,V100,tiled-dist,262144,4096,1,128,32,1,1,1,1,0.09378904
volta05,V100,tiled-dist,262144,4096,1,256,32,1,1,1,1,0.1803705425
volta05,V100,tiled-dist,524288,2048,1,4,16,1,1,1,1,0.0160745944
volta05,V100,tiled-dist,524288,2048,1,8,16,1,1,1,1,0.0167880876
volta05,V100,tiled-dist,524288,2048,1,16,16,1,1,1,1,0.0180653816
volta05,V100,tiled-dist,524288,2048,1,32,32,1,1,1,1,0.027094919099999996
volta05,V100,tiled-dist,524288,2048,1,64,32,1,1,1,1,0.0507893676
volta05,V100,tiled-dist,524288,2048,1,128,32,1,1,1,1,0.0942072633
volta05,V100,tiled-dist,524288,2048,1,256,32,1,1,1,1,0.1806855309
volta05,V100,tiled-dist,1048576,1024,1,4,16,1,1,1,1,0.0162320213
volta05,V100,tiled-dist,1048576,1024,1,8,16,1,1,1,1,0.01700632
volta05,V100,tiled-dist,1048576,1024,1,16,16,1,1,1,1,0.0180607482
volta05,V100,tiled-dist,1048576,1024,1,32,32,1,1,1,1,0.026863894300000003
volta05,V100,tiled-dist,1048576,1024,1,64,32,1,1,1,1,0.0507942312
volta05,V100,tiled-dist,1048576,1024,1,128,32,1,1,1,1,0.09394169129999999
volta05,V100,tiled-dist,1048576,1024,1,256,32,1,1,1,1,0.1807527316
