hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time
ampere01,L40,bits-prefetch,524288,64,4,1,512,15,1,1,1,0.00020593094999999997
ampere01,L40,bits-prefetch,524288,64,8,1,512,16,1,1,1,0.00020559095000000001
ampere01,L40,bits-prefetch,524288,64,16,1,512,16,1,1,1,0.00020959155
ampere01,L40,bits-prefetch,524288,64,32,1,512,16,1,1,1,0.0002107392
ampere01,L40,bits-prefetch,524288,64,64,1,512,12,1,1,1,0.00021400185000000003
ampere01,L40,bits-prefetch,524288,64,128,1,512,11,1,1,1,0.00022108745
ampere01,L40,bits-prefetch,524288,64,256,1,512,9,1,1,1,0.0002298423
ampere01,L40,bits-prefetch,524288,64,512,1,256,14,1,1,1,0.00024380460000000001
ampere01,L40,bits-prefetch,524288,64,1024,1,512,7,1,1,1,0.00025243955
ampere01,L40,bits-prefetch,524288,64,2048,1,512,7,1,1,1,0.00029456975
ampere01,L40,bits-prefetch,524288,256,2,1,128,16,1,1,1,0.0007279717
ampere01,L40,bits-prefetch,524288,256,4,1,128,16,1,1,1,0.0007278264499999999
ampere01,L40,bits-prefetch,524288,256,8,1,256,2,1,1,1,0.00072802395
ampere01,L40,bits-prefetch,524288,256,16,1,128,15,1,1,1,0.00072814735
ampere01,L40,bits-prefetch,524288,256,32,1,128,16,1,1,1,0.0007279611
ampere01,L40,bits-prefetch,524288,256,64,1,256,8,1,1,1,0.0007282052500000001
ampere01,L40,bits-prefetch,524288,256,128,1,256,9,1,1,1,0.00072840455
ampere01,L40,bits-prefetch,524288,256,256,1,128,6,1,1,1,0.0007305817
ampere01,L40,bits-prefetch,524288,256,512,1,256,3,1,1,1,0.0007334646499999999
ampere01,L40,bits-prefetch,524288,256,1024,1,512,3,1,1,1,0.0007412119
ampere01,L40,bits-prefetch,524288,256,2048,1,512,5,1,1,1,0.0007717071
ampere01,L40,bits-prefetch,524288,512,2,1,128,8,1,1,1,0.0013606444
ampere01,L40,bits-prefetch,524288,512,4,1,128,9,1,1,1,0.00136000545
ampere01,L40,bits-prefetch,524288,512,8,1,128,2,1,1,1,0.0013608202
ampere01,L40,bits-prefetch,524288,512,16,1,128,2,1,1,1,0.00136053935
ampere01,L40,bits-prefetch,524288,512,32,1,128,9,1,1,1,0.0013602237999999999
ampere01,L40,bits-prefetch,524288,512,64,1,128,9,1,1,1,0.00136120375
ampere01,L40,bits-prefetch,524288,512,128,1,256,5,1,1,1,0.001363051
ampere01,L40,bits-prefetch,524288,512,256,1,128,5,1,1,1,0.0013619906
ampere01,L40,bits-prefetch,524288,512,512,1,256,4,1,1,1,0.00136770665
ampere01,L40,bits-prefetch,524288,512,1024,1,512,3,1,1,1,0.00139359935
ampere01,L40,bits-prefetch,524288,512,2048,1,256,2,1,1,1,0.001457178
ampere01,L40,bits-prefetch,524288,1024,2,1,512,2,1,1,1,0.00263818705
ampere01,L40,bits-prefetch,524288,1024,4,1,256,7,1,1,1,0.002638975
ampere01,L40,bits-prefetch,524288,1024,8,1,512,2,1,1,1,0.0026387662
ampere01,L40,bits-prefetch,524288,1024,16,1,256,8,1,1,1,0.0026397452000000003
ampere01,L40,bits-prefetch,524288,1024,32,1,256,9,1,1,1,0.00263974715
ampere01,L40,bits-prefetch,524288,1024,64,1,128,7,1,1,1,0.00264028425
ampere01,L40,bits-prefetch,524288,1024,128,1,128,6,1,1,1,0.0026418537
ampere01,L40,bits-prefetch,524288,1024,256,1,128,4,1,1,1,0.0026424571500000002
ampere01,L40,bits-prefetch,524288,1024,512,1,256,3,1,1,1,0.0026503712499999998
ampere01,L40,bits-prefetch,524288,1024,1024,1,512,3,1,1,1,0.0026959606
ampere01,L40,bits-prefetch,524288,1024,2048,1,256,2,1,1,1,0.0028414353
ampere01,L40,bits-prefetch,524288,2048,2,1,256,12,1,1,1,0.005175402149999999
ampere01,L40,bits-prefetch,524288,2048,4,1,256,12,1,1,1,0.0051761561999999995
ampere01,L40,bits-prefetch,524288,2048,8,1,256,11,1,1,1,0.00517674345
ampere01,L40,bits-prefetch,524288,2048,16,1,256,13,1,1,1,0.0051764255500000005
ampere01,L40,bits-prefetch,524288,2048,32,1,256,13,1,1,1,0.0051780885
ampere01,L40,bits-prefetch,524288,2048,64,1,256,12,1,1,1,0.00518162105
ampere01,L40,bits-prefetch,524288,2048,128,1,256,11,1,1,1,0.0051867652
ampere01,L40,bits-prefetch,524288,2048,256,1,128,13,1,1,1,0.00519151725
ampere01,L40,bits-prefetch,524288,2048,512,1,128,13,1,1,1,0.00521051455
ampere01,L40,bits-prefetch,524288,2048,1024,1,512,7,1,1,1,0.0052720126
ampere01,L40,bits-prefetch,524288,2048,2048,1,512,5,1,1,1,0.005489220899999999
ampere01,L40,bits-prefetch,524288,4096,2,1,128,8,1,1,1,0.01025356475
ampere01,L40,bits-prefetch,524288,4096,4,1,128,7,1,1,1,0.010255228350000001
ampere01,L40,bits-prefetch,524288,4096,8,1,512,14,1,1,1,0.0102565565
ampere01,L40,bits-prefetch,524288,4096,16,1,128,8,1,1,1,0.010259238700000001
ampere01,L40,bits-prefetch,524288,4096,32,1,128,8,1,1,1,0.0102635492
ampere01,L40,bits-prefetch,524288,4096,64,1,128,7,1,1,1,0.01026831645
ampere01,L40,bits-prefetch,524288,4096,128,1,128,5,1,1,1,0.0102773683
ampere01,L40,bits-prefetch,524288,4096,256,1,128,6,1,1,1,0.010283403850000001
ampere01,L40,bits-prefetch,524288,4096,512,1,256,8,1,1,1,0.01032328495
ampere01,L40,bits-prefetch,524288,4096,1024,1,512,7,1,1,1,0.0103991097
ampere01,L40,bits-prefetch,524288,4096,2048,1,512,5,1,1,1,0.0107553124
ampere01,L40,bits-prefetch,524288,8192,2,1,256,6,1,1,1,0.0204070395
ampere01,L40,bits-prefetch,524288,8192,4,1,256,5,1,1,1,0.02040741995
ampere01,L40,bits-prefetch,524288,8192,8,1,256,5,1,1,1,0.0204108127
ampere01,L40,bits-prefetch,524288,8192,16,1,256,5,1,1,1,0.02041694945
ampere01,L40,bits-prefetch,524288,8192,32,1,256,5,1,1,1,0.020425137399999998
ampere01,L40,bits-prefetch,524288,8192,64,1,256,5,1,1,1,0.020436021399999997
ampere01,L40,bits-prefetch,524288,8192,128,1,256,5,1,1,1,0.0204566409
ampere01,L40,bits-prefetch,524288,8192,256,1,128,2,1,1,1,0.020479743850000003
ampere01,L40,bits-prefetch,524288,8192,512,1,256,3,1,1,1,0.02054518215
ampere01,L40,bits-prefetch,524288,8192,1024,1,512,3,1,1,1,0.02070034395
ampere01,L40,bits-prefetch,524288,8192,2048,1,512,1,1,1,1,0.0212395187
ampere01,L40,block-select-tunable,524288,64,32,1,128,4,1,1,1,0.0013296951
ampere01,L40,block-select-tunable,524288,64,64,1,128,3,1,1,1,0.00133659055
ampere01,L40,block-select-tunable,524288,64,128,1,128,3,1,1,1,0.0013649496
ampere01,L40,block-select-tunable,524288,64,256,1,128,5,1,1,1,0.0014079535000000002
ampere01,L40,block-select-tunable,524288,64,512,1,128,9,1,1,1,0.00149361075
ampere01,L40,block-select-tunable,524288,64,1024,1,128,9,1,1,1,0.0016434559000000001
ampere01,L40,block-select-tunable,524288,64,2048,1,64,10,1,1,1,0.0033755307999999997
ampere01,L40,block-select-tunable,524288,256,32,1,128,4,1,1,1,0.001415338
ampere01,L40,block-select-tunable,524288,256,64,1,128,3,1,1,1,0.00142437225
ampere01,L40,block-select-tunable,524288,256,128,1,128,3,1,1,1,0.0014513778
ampere01,L40,block-select-tunable,524288,256,256,1,128,6,1,1,1,0.0014941088
ampere01,L40,block-select-tunable,524288,256,512,1,128,9,1,1,1,0.0015890582
ampere01,L40,block-select-tunable,524288,256,1024,1,128,10,1,1,1,0.0017568247
ampere01,L40,block-select-tunable,524288,256,2048,1,64,10,1,1,1,0.0034864032000000004
ampere01,L40,block-select-tunable,524288,512,32,1,128,4,1,1,1,0.0016444064
ampere01,L40,block-select-tunable,524288,512,64,1,128,3,1,1,1,0.0016632876
ampere01,L40,block-select-tunable,524288,512,128,1,128,3,1,1,1,0.0016801119
ampere01,L40,block-select-tunable,524288,512,256,1,128,8,1,1,1,0.0017148226999999998
ampere01,L40,block-select-tunable,524288,512,512,1,128,8,1,1,1,0.0018174029000000002
ampere01,L40,block-select-tunable,524288,512,1024,1,64,9,1,1,1,0.00313378785
ampere01,L40,block-select-tunable,524288,512,2048,1,64,10,1,1,1,0.00681779345
ampere01,L40,block-select-tunable,524288,1024,32,1,128,9,1,1,1,0.0026895815
ampere01,L40,block-select-tunable,524288,1024,64,1,128,9,1,1,1,0.0026988264000000002
ampere01,L40,block-select-tunable,524288,1024,128,1,128,8,1,1,1,0.00270676585
ampere01,L40,block-select-tunable,524288,1024,256,1,128,8,1,1,1,0.00275460085
ampere01,L40,block-select-tunable,524288,1024,512,1,64,9,1,1,1,0.0033299989
ampere01,L40,block-select-tunable,524288,1024,1024,1,128,9,1,1,1,0.0053344307
ampere01,L40,block-select-tunable,524288,1024,2048,1,64,10,1,1,1,0.01038302015
ampere01,L40,block-select-tunable,524288,2048,32,1,64,2,1,1,1,0.005258893650000001
ampere01,L40,block-select-tunable,524288,2048,64,1,64,2,1,1,1,0.00526220715
ampere01,L40,block-select-tunable,524288,2048,128,1,64,8,1,1,1,0.0052786832
ampere01,L40,block-select-tunable,524288,2048,256,1,64,9,1,1,1,0.0053153394
ampere01,L40,block-select-tunable,524288,2048,512,1,128,9,1,1,1,0.0060198905499999995
ampere01,L40,block-select-tunable,524288,2048,1024,1,128,9,1,1,1,0.0091328651
ampere01,L40,block-select-tunable,524288,2048,2048,1,64,10,1,1,1,0.0176834624
ampere01,L40,block-select-tunable,524288,4096,32,1,128,8,1,1,1,0.010308402900000001
ampere01,L40,block-select-tunable,524288,4096,64,1,128,9,1,1,1,0.0103291506
ampere01,L40,block-select-tunable,524288,4096,128,1,64,8,1,1,1,0.0104440257
ampere01,L40,block-select-tunable,524288,4096,256,1,64,8,1,1,1,0.010516873749999999
ampere01,L40,block-select-tunable,524288,4096,512,1,64,9,1,1,1,0.0114758207
ampere01,L40,block-select-tunable,524288,4096,1024,1,128,9,1,1,1,0.018037648750000003
ampere01,L40,block-select-tunable,524288,4096,2048,1,64,10,1,1,1,0.03518268215
ampere01,L40,block-select-tunable,524288,8192,32,1,128,8,1,1,1,0.02047487605
ampere01,L40,block-select-tunable,524288,8192,64,1,64,9,1,1,1,0.0205067649
ampere01,L40,block-select-tunable,524288,8192,128,1,128,8,1,1,1,0.02082162995
ampere01,L40,block-select-tunable,524288,8192,256,1,128,8,1,1,1,0.02095982205
ampere01,L40,block-select-tunable,524288,8192,512,1,64,9,1,1,1,0.02322529555
ampere01,L40,block-select-tunable,524288,8192,1024,1,128,9,1,1,1,0.035608496249999996
ampere01,L40,block-select-tunable,524288,8192,2048,1,64,10,1,1,1,0.069303094
ampere01,L40,fused-cache,131072,8192,8,4,2,8,4,2,2,0.0013991727
ampere01,L40,fused-cache,131072,8192,8,8,2,8,4,2,4,0.0018457300999999999
ampere01,L40,fused-cache,131072,8192,8,16,2,8,4,4,2,0.0027548612
ampere01,L40,fused-cache,131072,8192,16,4,2,8,4,1,4,0.0013103955
ampere01,L40,fused-cache,131072,8192,16,8,2,8,4,2,4,0.0017352787
ampere01,L40,fused-cache,131072,8192,16,16,2,8,4,2,4,0.0026546338
ampere01,L40,fused-cache,131072,8192,32,4,2,8,4,1,4,0.0013113231
ampere01,L40,fused-cache,131072,8192,32,8,2,8,4,2,4,0.0017242601
ampere01,L40,fused-cache,131072,8192,32,16,2,8,4,2,4,0.0026232202
ampere01,L40,fused-cache,131072,8192,64,4,2,8,4,2,2,0.0013426991
ampere01,L40,fused-cache,131072,8192,64,8,2,8,4,2,4,0.0018082817000000001
ampere01,L40,fused-cache,131072,8192,64,16,2,8,4,4,2,0.0026893737
ampere01,L40,fused-cache,131072,8192,128,4,2,8,4,1,4,0.0014564584
ampere01,L40,fused-cache,131072,8192,128,8,2,8,4,1,4,0.0019171389
ampere01,L40,fused-cache,131072,8192,128,16,2,8,4,2,2,0.0027998214000000002
ampere01,L40,fused-cache,131072,8192,256,4,2,4,8,2,1,0.0018747106
ampere01,L40,fused-cache,131072,8192,256,8,2,4,8,2,1,0.0024671265
ampere01,L40,fused-cache,131072,8192,256,16,2,4,8,1,2,0.0036309829000000004
ampere01,L40,fused-cache,262144,4096,8,4,2,8,4,2,2,0.0013169244999999999
ampere01,L40,fused-cache,262144,4096,8,8,2,8,4,2,2,0.0017842301000000002
ampere01,L40,fused-cache,262144,4096,8,16,2,8,4,4,2,0.0026806296
ampere01,L40,fused-cache,262144,4096,16,4,2,8,4,1,4,0.0012548034
ampere01,L40,fused-cache,262144,4096,16,8,2,8,4,2,4,0.0017063306
ampere01,L40,fused-cache,262144,4096,16,16,2,8,4,2,4,0.0026513155999999998
ampere01,L40,fused-cache,262144,4096,32,4,2,8,4,2,2,0.0012661567999999999
ampere01,L40,fused-cache,262144,4096,32,8,2,8,4,2,4,0.0017041343
ampere01,L40,fused-cache,262144,4096,32,16,2,8,4,1,4,0.0026380317
ampere01,L40,fused-cache,262144,4096,64,4,2,8,4,1,4,0.0012914841
ampere01,L40,fused-cache,262144,4096,64,8,2,8,4,4,1,0.0017624903000000001
ampere01,L40,fused-cache,262144,4096,64,16,2,8,4,4,2,0.0026902131
ampere01,L40,fused-cache,262144,4096,128,4,2,8,4,1,4,0.0013642915
ampere01,L40,fused-cache,262144,4096,128,8,2,8,4,1,4,0.0018335187
ampere01,L40,fused-cache,262144,4096,128,16,2,8,4,2,2,0.0027435599000000003
ampere01,L40,fused-cache,262144,4096,256,4,2,4,8,1,2,0.0016707548999999999
ampere01,L40,fused-cache,262144,4096,256,8,2,4,8,2,1,0.002280951
ampere01,L40,fused-cache,262144,4096,256,16,2,4,8,1,2,0.0034664913
ampere01,L40,fused-cache,524288,2048,8,4,1,8,4,2,1,0.001539815
ampere01,L40,fused-cache,524288,2048,8,8,2,8,4,4,2,0.0021182639
ampere01,L40,fused-cache,524288,2048,8,16,2,8,4,4,2,0.0030830342
ampere01,L40,fused-cache,524288,2048,16,4,1,8,4,2,1,0.0014591425999999998
ampere01,L40,fused-cache,524288,2048,16,8,1,8,4,1,4,0.0020363556000000003
ampere01,L40,fused-cache,524288,2048,16,16,2,8,4,2,4,0.0030387137
ampere01,L40,fused-cache,524288,2048,32,4,1,8,4,2,1,0.0014227675
ampere01,L40,fused-cache,524288,2048,32,8,2,4,8,2,2,0.0020032693
ampere01,L40,fused-cache,524288,2048,32,16,2,8,4,2,4,0.0030462701
ampere01,L40,fused-cache,524288,2048,64,4,1,8,4,1,2,0.0014013429000000002
ampere01,L40,fused-cache,524288,2048,64,8,1,8,4,4,1,0.0019755913999999998
ampere01,L40,fused-cache,524288,2048,64,16,1,8,4,2,2,0.0031260016
ampere01,L40,fused-cache,524288,2048,128,4,1,8,4,2,2,0.0014103436
ampere01,L40,fused-cache,524288,2048,128,8,1,8,4,2,2,0.0019651376000000003
ampere01,L40,fused-cache,524288,2048,128,16,1,8,4,1,4,0.003101331
ampere01,L40,fused-cache,524288,2048,256,4,2,4,8,1,2,0.0015538311000000001
ampere01,L40,fused-cache,524288,2048,256,8,2,4,8,1,2,0.0021844074
ampere01,L40,fused-cache,524288,2048,256,16,2,4,8,1,2,0.0034048898
ampere01,L40,fused-cache,1048576,1024,8,4,1,4,4,4,1,0.0018393989999999998
ampere01,L40,fused-cache,1048576,1024,8,8,1,8,4,1,4,0.0024583648
ampere01,L40,fused-cache,1048576,1024,8,16,1,8,4,2,2,0.0036422517000000002
ampere01,L40,fused-cache,1048576,1024,16,4,1,4,4,2,2,0.0018010536000000001
ampere01,L40,fused-cache,1048576,1024,16,8,1,8,4,2,2,0.0024038542
ampere01,L40,fused-cache,1048576,1024,16,16,1,8,4,2,2,0.0036196197
ampere01,L40,fused-cache,1048576,1024,32,4,1,4,8,1,2,0.0017305124000000002
ampere01,L40,fused-cache,1048576,1024,32,8,1,8,4,1,4,0.0023845462
ampere01,L40,fused-cache,1048576,1024,32,16,1,8,4,1,4,0.0035905986
ampere01,L40,fused-cache,1048576,1024,64,4,1,4,8,1,2,0.001673521
ampere01,L40,fused-cache,1048576,1024,64,8,1,8,4,1,4,0.0023846103000000002
ampere01,L40,fused-cache,1048576,1024,64,16,1,8,4,2,2,0.0036251969
ampere01,L40,fused-cache,1048576,1024,128,4,1,4,8,1,2,0.0017226262
ampere01,L40,fused-cache,1048576,1024,128,8,1,8,4,1,4,0.0024192657
ampere01,L40,fused-cache,1048576,1024,128,16,1,8,4,2,2,0.0036107930999999998
ampere01,L40,fused-cache,1048576,1024,256,4,1,4,8,2,1,0.0017147758999999999
ampere01,L40,fused-cache,1048576,1024,256,8,1,4,8,2,1,0.0025453551
ampere01,L40,fused-cache,1048576,1024,256,16,2,4,8,1,2,0.0039266669
ampere01,L40,fused-cache,2097152,512,8,4,1,4,8,1,2,0.0023632419
ampere01,L40,fused-cache,2097152,512,8,8,1,4,8,1,2,0.0032507146000000002
ampere01,L40,fused-cache,2097152,512,8,16,1,4,8,1,4,0.0058491526
ampere01,L40,fused-cache,2097152,512,16,4,1,4,8,1,2,0.0022891534
ampere01,L40,fused-cache,2097152,512,16,8,1,4,8,1,2,0.0031817668
ampere01,L40,fused-cache,2097152,512,16,16,1,4,8,1,4,0.005811975299999999
ampere01,L40,fused-cache,2097152,512,32,4,1,4,8,1,2,0.0022284190999999997
ampere01,L40,fused-cache,2097152,512,32,8,1,4,8,2,1,0.0031149962
ampere01,L40,fused-cache,2097152,512,32,16,1,4,8,2,2,0.0058042872
ampere01,L40,fused-cache,2097152,512,64,4,1,4,8,2,1,0.002178705
ampere01,L40,fused-cache,2097152,512,64,8,1,4,8,1,2,0.0030676259
ampere01,L40,fused-cache,2097152,512,64,16,1,4,8,2,2,0.0058849634
ampere01,L40,fused-cache,2097152,512,128,4,1,4,8,2,1,0.0022061325
ampere01,L40,fused-cache,2097152,512,128,8,1,4,8,1,2,0.0031280283
ampere01,L40,fused-cache,2097152,512,128,16,1,4,8,4,1,0.0058638014
ampere01,L40,fused-cache,2097152,512,256,4,1,4,8,2,1,0.0022347809
ampere01,L40,fused-cache,2097152,512,256,8,1,4,8,1,2,0.0031339474
ampere01,L40,fused-cache,2097152,512,256,16,1,4,8,2,1,0.0059765182
ampere01,L40,fused-cache,4194304,256,8,4,1,4,8,1,2,0.0044697046
ampere01,L40,fused-cache,4194304,256,8,8,1,4,8,2,2,0.0070015812
ampere01,L40,fused-cache,4194304,256,8,16,1,4,8,2,2,0.0111442244
ampere01,L40,fused-cache,4194304,256,16,4,1,4,8,2,1,0.0043971857
ampere01,L40,fused-cache,4194304,256,16,8,1,4,8,1,4,0.0069586411
ampere01,L40,fused-cache,4194304,256,16,16,1,4,8,2,2,0.0110484083
ampere01,L40,fused-cache,4194304,256,32,4,1,4,8,1,2,0.0043247576000000005
ampere01,L40,fused-cache,4194304,256,32,8,1,4,8,1,4,0.0069158442
ampere01,L40,fused-cache,4194304,256,32,16,1,4,8,1,4,0.0109899407
ampere01,L40,fused-cache,4194304,256,64,4,1,4,8,1,2,0.0042581536
ampere01,L40,fused-cache,4194304,256,64,8,1,4,8,2,1,0.0070143096
ampere01,L40,fused-cache,4194304,256,64,16,1,4,8,2,2,0.0110435216
ampere01,L40,fused-cache,4194304,256,128,4,1,4,8,2,1,0.0042785406
ampere01,L40,fused-cache,4194304,256,128,8,1,4,8,2,2,0.0071831877
ampere01,L40,fused-cache,4194304,256,128,16,1,4,8,4,1,0.0111634932
ampere01,L40,fused-cache,4194304,256,256,4,1,4,8,1,2,0.004394877199999999
ampere01,L40,fused-cache,4194304,256,256,8,1,4,8,1,2,0.007175587999999999
ampere01,L40,fused-cache,4194304,256,256,16,1,4,8,1,2,0.0118055361
ampere01,L40,fused-regs-tunable,262144,256,8,4,4,2,4,1,1,0.00126639525
ampere01,L40,fused-regs-tunable,262144,256,8,8,4,2,4,1,1,0.00183743435
ampere01,L40,fused-regs-tunable,262144,256,8,16,4,2,4,1,1,0.00297009635
ampere01,L40,fused-regs-tunable,262144,256,16,4,4,2,4,1,1,0.0012388485
ampere01,L40,fused-regs-tunable,262144,256,16,8,4,2,4,1,1,0.0018171082
ampere01,L40,fused-regs-tunable,262144,256,16,16,4,2,4,1,1,0.00296972375
ampere01,L40,fused-regs-tunable,262144,256,32,4,4,2,4,1,1,0.0012396721499999999
ampere01,L40,fused-regs-tunable,262144,256,32,8,4,2,4,1,1,0.0018078188
ampere01,L40,fused-regs-tunable,262144,256,32,16,4,2,4,1,1,0.00294230625
ampere01,L40,fused-regs-tunable,262144,256,64,4,4,2,4,1,1,0.0012795801
ampere01,L40,fused-regs-tunable,262144,256,64,8,4,2,4,1,1,0.0018537665000000001
ampere01,L40,fused-regs-tunable,262144,256,64,16,4,2,4,1,1,0.00299882255
ampere01,L40,fused-regs-tunable,262144,256,128,4,4,2,4,1,1,0.00128815605
ampere01,L40,fused-regs-tunable,262144,256,128,8,4,2,4,1,1,0.00185566435
ampere01,L40,fused-regs-tunable,262144,256,128,16,4,2,4,1,1,0.0029896992000000002
ampere01,L40,fused-regs-tunable,262144,256,256,4,4,2,4,1,1,0.0013525094
ampere01,L40,fused-regs-tunable,262144,256,256,8,4,2,4,1,1,0.0019111191999999998
ampere01,L40,fused-regs-tunable,262144,256,256,16,4,2,4,1,1,0.0030480062
ampere01,L40,fused-regs-tunable,262144,512,8,4,4,2,4,1,1,0.00126741875
