hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time,slowdown
ampere01,L40,bits,524288,64,16,1,128,12,1,1,1,0.00030214845,1.4243175120064713
ampere01,L40,bits,524288,64,16,1,128,11,1,1,1,0.00032189785,1.5174155115878711
ampere01,L40,bits,524288,64,16,1,512,2,1,1,1,0.00032937735,1.552673620080741
ampere01,L40,bits,524288,64,16,1,128,10,1,1,1,0.00033473184999999997,1.5779145508816057
ampere01,L40,bits,524288,64,16,1,256,4,1,1,1,0.00034646205,1.6332103145346655
ampere01,L40,bits,524288,64,16,1,128,9,1,1,1,0.000347887,1.639927480347476
ampere01,L40,bits,524288,64,16,1,128,8,1,1,1,0.00037432245,1.7645432921207
ampere01,L40,bits,524288,64,16,1,128,7,1,1,1,0.0003999855,1.8855180365766049
ampere01,L40,bits,524288,64,16,1,256,3,1,1,1,0.0004106848,1.9359541727083995
ampere01,L40,bits,524288,64,16,1,128,6,1,1,1,0.00042701459999999996,2.012932294249527
ampere01,L40,bits,524288,64,16,1,128,5,1,1,1,0.0005151122,2.4282213829267696
ampere01,L40,bits,524288,64,16,1,512,1,1,1,1,0.0005274916,2.4865774532893115
ampere01,L40,bits,524288,64,16,1,256,2,1,1,1,0.0005387241,2.539527076077754
ampere01,L40,bits,524288,64,16,1,128,4,1,1,1,0.0005921425,2.7913395959942604
ampere01,L40,bits,524288,64,16,1,128,3,1,1,1,0.0007197375,3.39281808428194
ampere01,L40,bits,524288,64,16,1,256,1,1,1,1,0.0009434615,4.44744540756007
ampere01,L40,bits,524288,64,16,1,128,2,1,1,1,0.000967837,4.562350685127814
ampere01,L40,bits,524288,64,16,1,128,1,1,1,1,0.0017646705499999998,8.31859692573995
ampere01,L40,bits,524288,64,32,1,512,16,1,1,1,0.00021286675000000002,1.0
ampere01,L40,bits,524288,64,32,1,512,15,1,1,1,0.00021457275,1.0080144033767602
ampere01,L40,bits,524288,64,32,1,512,14,1,1,1,0.0002148745,1.0094319568462429
ampere01,L40,bits,524288,64,32,1,512,13,1,1,1,0.00021562575,1.012961159974491
ampere01,L40,bits,524288,64,32,1,512,11,1,1,1,0.00021740100000000001,1.021300884238614
ampere01,L40,bits,524288,64,32,1,512,12,1,1,1,0.0002186549,1.0271914237427873
ampere01,L40,bits,524288,64,32,1,512,10,1,1,1,0.00021953365,1.0313195931257464
ampere01,L40,bits,524288,64,32,1,512,9,1,1,1,0.0002218392,1.0421505472320125
ampere01,L40,bits,524288,64,32,1,512,8,1,1,1,0.00022407645,1.0526606433367351
ampere01,L40,bits,524288,64,32,1,512,7,1,1,1,0.00022762955,1.0693523060788028
ampere01,L40,bits,524288,64,32,1,256,16,1,1,1,0.00022817425,1.0719111838744189
ampere01,L40,bits,524288,64,32,1,256,15,1,1,1,0.000230274,1.0817753359789632
ampere01,L40,bits,524288,64,32,1,512,6,1,1,1,0.00023277014999999998,1.0935016859138402
ampere01,L40,bits,524288,64,32,1,256,14,1,1,1,0.0002339962,1.0992613923968868
ampere01,L40,bits,524288,64,32,1,256,13,1,1,1,0.00023611585,1.1092190302149114
ampere01,L40,bits,524288,64,32,1,256,12,1,1,1,0.00023946825,1.1249678496054456
ampere01,L40,bits,524288,64,32,1,512,5,1,1,1,0.00024132425,1.133686919164219
ampere01,L40,bits,524288,64,32,1,256,11,1,1,1,0.00024265595,1.1399429455281296
ampere01,L40,bits,524288,64,32,1,256,10,1,1,1,0.0002462151,1.156663029806205
ampere01,L40,bits,524288,64,32,1,512,4,1,1,1,0.00025167850000000003,1.1823288512649346
ampere01,L40,bits,524288,64,32,1,256,9,1,1,1,0.0002526955,1.187106487978982
ampere01,L40,bits,524288,64,32,1,256,8,1,1,1,0.00025788600000000003,1.2114902867639028
ampere01,L40,bits,524288,64,32,1,256,7,1,1,1,0.00026965269999999997,1.2667675905231792
ampere01,L40,bits,524288,64,32,1,512,3,1,1,1,0.00027604855,1.2968138518580286
ampere01,L40,bits,524288,64,32,1,256,6,1,1,1,0.00028116735,1.3208608202079468
ampere01,L40,bits,524288,64,32,1,128,16,1,1,1,0.00028123419999999996,1.3211748664363971
ampere01,L40,bits,524288,64,32,1,128,15,1,1,1,0.00028717019999999996,1.349060856145922
ampere01,L40,bits,524288,64,32,1,128,14,1,1,1,0.0002954999,1.3881919087880092
ampere01,L40,bits,524288,64,32,1,256,5,1,1,1,0.000301065,1.4143354939181434
ampere01,L40,bits,524288,64,32,1,128,13,1,1,1,0.00030256155,1.4213659484160863
ampere01,L40,bits,524288,64,32,1,128,12,1,1,1,0.00030715235,1.4429324918053195
ampere01,L40,bits,524288,64,32,1,128,11,1,1,1,0.00032588465,1.5309326139474575
ampere01,L40,bits,524288,64,32,1,512,2,1,1,1,0.00033004785,1.550490388940499
ampere01,L40,bits,524288,64,32,1,128,10,1,1,1,0.00033910765,1.5930512867791704
ampere01,L40,bits,524288,64,32,1,256,4,1,1,1,0.00034892555,1.6391735675017352
ampere01,L40,bits,524288,64,32,1,128,9,1,1,1,0.00035153189999999996,1.6514176121916642
