hostname,GPU,algorithm,point_count,query_count,k,dim,block_size,items_per_thread,items_per_thread2,items_per_thread3,deg,time,slowdown
ampere01,L40,cublas-dist,131072,8192,1,16,128,1,1,1,1,0.0227345296,1.0063380691014308
ampere01,L40,cublas-dist,131072,8192,1,32,256,1,1,1,1,0.0227850494,1.0
ampere01,L40,cublas-dist,131072,8192,1,32,512,1,1,1,1,0.0228132279,1.0012367100683135
ampere01,L40,cublas-dist,131072,8192,1,32,128,1,1,1,1,0.0228454679,1.0026516729869368
ampere01,L40,cublas-dist,131072,8192,1,32,64,1,1,1,1,0.0229690128,1.0080738644349834
ampere01,L40,cublas-dist,131072,8192,1,64,512,1,1,1,1,0.0228189747,1.0
ampere01,L40,cublas-dist,131072,8192,1,64,256,1,1,1,1,0.0228595523,1.0017782394052963
ampere01,L40,cublas-dist,131072,8192,1,64,64,1,1,1,1,0.0229546639,1.00594633202341
ampere01,L40,cublas-dist,131072,8192,1,64,128,1,1,1,1,0.022973934300000002,1.0067908222011395
ampere01,L40,cublas-dist,131072,8192,1,128,512,1,1,1,1,0.0231279299,1.0
ampere01,L40,cublas-dist,131072,8192,1,128,128,1,1,1,1,0.0231460574,1.000783792586642
ampere01,L40,cublas-dist,131072,8192,1,128,256,1,1,1,1,0.0231647627,1.0015925679539526
ampere01,L40,cublas-dist,131072,8192,1,128,64,1,1,1,1,0.0231949438,1.0028975312658657
ampere01,L40,cublas-dist,131072,8192,1,256,64,1,1,1,1,0.0307585723,1.0
ampere01,L40,cublas-dist,131072,8192,1,256,128,1,1,1,1,0.032291387399999996,1.049833753174558
ampere01,L40,cublas-dist,131072,8192,1,256,256,1,1,1,1,0.0327657637,1.0652563253074006
ampere01,L40,cublas-dist,131072,8192,1,256,512,1,1,1,1,0.033256618700000004,1.0812146407718672
ampere01,L40,cublas-dist,262144,4096,1,4,512,1,1,1,1,0.0222137478,1.0
ampere01,L40,cublas-dist,262144,4096,1,4,64,1,1,1,1,0.0224306352,1.0097636563605894
ampere01,L40,cublas-dist,262144,4096,1,4,128,1,1,1,1,0.0225915436,1.0170072967155952
ampere01,L40,cublas-dist,262144,4096,1,4,256,1,1,1,1,0.022631814899999998,1.0188201965631392
ampere01,L40,cublas-dist,262144,4096,1,8,512,1,1,1,1,0.0223403762,1.0
ampere01,L40,cublas-dist,262144,4096,1,8,64,1,1,1,1,0.0225315723,1.0085583205174495
ampere01,L40,cublas-dist,262144,4096,1,8,256,1,1,1,1,0.022594481899999998,1.0113742802594343
ampere01,L40,cublas-dist,262144,4096,1,8,128,1,1,1,1,0.0226124143,1.0121769704128796
ampere01,L40,cublas-dist,262144,4096,1,16,512,1,1,1,1,0.0227147147,1.0
ampere01,L40,cublas-dist,262144,4096,1,16,64,1,1,1,1,0.0227155729,1.0000377816763864
ampere01,L40,cublas-dist,262144,4096,1,16,256,1,1,1,1,0.0227486361,1.0014933667645847
ampere01,L40,cublas-dist,262144,4096,1,16,128,1,1,1,1,0.0228062105,1.004028040906893
ampere01,L40,cublas-dist,262144,4096,1,32,128,1,1,1,1,0.022792463699999998,1.0
ampere01,L40,cublas-dist,262144,4096,1,32,64,1,1,1,1,0.0228795849,1.0038223687068986
ampere01,L40,cublas-dist,262144,4096,1,32,256,1,1,1,1,0.0228936224,1.0044382521052344
ampere01,L40,cublas-dist,262144,4096,1,32,512,1,1,1,1,0.0229051698,1.0049448844795135
ampere01,L40,cublas-dist,262144,4096,1,64,128,1,1,1,1,0.0229439917,1.0
ampere01,L40,cublas-dist,262144,4096,1,64,64,1,1,1,1,0.0229876959,1.0019048211214268
ampere01,L40,cublas-dist,262144,4096,1,64,256,1,1,1,1,0.0229963099,1.0022802571010345
ampere01,L40,cublas-dist,262144,4096,1,64,512,1,1,1,1,0.0230066867,1.0027325236523688
ampere01,L40,cublas-dist,262144,4096,1,128,64,1,1,1,1,0.0232868481,1.0
ampere01,L40,cublas-dist,262144,4096,1,128,128,1,1,1,1,0.0233180555,1.0013401298392117
ampere01,L40,cublas-dist,262144,4096,1,128,512,1,1,1,1,0.023374287900000002,1.0037549006041742
ampere01,L40,cublas-dist,262144,4096,1,128,256,1,1,1,1,0.023380234,1.0040102421589636
ampere01,L40,cublas-dist,262144,4096,1,256,64,1,1,1,1,0.0334771676,1.0
ampere01,L40,cublas-dist,262144,4096,1,256,256,1,1,1,1,0.033744560699999995,1.0079873274583717
ampere01,L40,cublas-dist,262144,4096,1,256,128,1,1,1,1,0.033990182599999995,1.0153243251080772
ampere01,L40,cublas-dist,262144,4096,1,256,512,1,1,1,1,0.0342246225,1.022327304057826
ampere01,L40,cublas-dist,524288,2048,1,4,64,1,1,1,1,0.0227118431,1.0
ampere01,L40,cublas-dist,524288,2048,1,4,128,1,1,1,1,0.0227192953,1.0003281195615517
ampere01,L40,cublas-dist,524288,2048,1,4,256,1,1,1,1,0.0227257772,1.0006135169188448
ampere01,L40,cublas-dist,524288,2048,1,4,512,1,1,1,1,0.022737563,1.0011324444205938
ampere01,L40,cublas-dist,524288,2048,1,8,128,1,1,1,1,0.0226230566,1.0
ampere01,L40,cublas-dist,524288,2048,1,8,64,1,1,1,1,0.0227617478,1.00613052437839
ampere01,L40,cublas-dist,524288,2048,1,8,512,1,1,1,1,0.0228104358,1.0082826650400547
ampere01,L40,cublas-dist,524288,2048,1,8,256,1,1,1,1,0.022821503700000002,1.0087718960133796
ampere01,L40,cublas-dist,524288,2048,1,16,256,1,1,1,1,0.0227138421,1.0
ampere01,L40,cublas-dist,524288,2048,1,16,128,1,1,1,1,0.022756874599999997,1.001894549579527
ampere01,L40,cublas-dist,524288,2048,1,16,512,1,1,1,1,0.0227872184,1.0032304662362692
ampere01,L40,cublas-dist,524288,2048,1,16,64,1,1,1,1,0.0228462782,1.0058306339991683
ampere01,L40,cublas-dist,524288,2048,1,32,256,1,1,1,1,0.0226930154,1.0
ampere01,L40,cublas-dist,524288,2048,1,32,512,1,1,1,1,0.0228201825,1.0056037991319569
ampere01,L40,cublas-dist,524288,2048,1,32,128,1,1,1,1,0.0228238272,1.0057644080213333
ampere01,L40,cublas-dist,524288,2048,1,32,64,1,1,1,1,0.022908954500000002,1.0095156635728544
ampere01,L40,cublas-dist,524288,2048,1,64,512,1,1,1,1,0.0231530028,1.0
ampere01,L40,cublas-dist,524288,2048,1,64,64,1,1,1,1,0.0231815034,1.0012309677602598
ampere01,L40,cublas-dist,524288,2048,1,64,256,1,1,1,1,0.023200938600000002,1.0020703923553278
ampere01,L40,cublas-dist,524288,2048,1,64,128,1,1,1,1,0.023202018499999998,1.002117034253544
ampere01,L40,cublas-dist,524288,2048,1,128,512,1,1,1,1,0.0236281343,1.0
ampere01,L40,cublas-dist,524288,2048,1,128,128,1,1,1,1,0.023634611,1.0002741096659502
ampere01,L40,cublas-dist,524288,2048,1,128,64,1,1,1,1,0.0237312539,1.0043642717910233
ampere01,L40,cublas-dist,524288,2048,1,128,256,1,1,1,1,0.0237703123,1.006017318091848
ampere01,L40,cublas-dist,524288,2048,1,256,64,1,1,1,1,0.0339931981,1.0
ampere01,L40,cublas-dist,524288,2048,1,256,512,1,1,1,1,0.0340648029,1.0021064449361123
ampere01,L40,cublas-dist,524288,2048,1,256,256,1,1,1,1,0.0341018369,1.0031958981817601
ampere01,L40,cublas-dist,524288,2048,1,256,128,1,1,1,1,0.0341892461,1.0057672714236323
ampere01,L40,cublas-dist,1048576,1024,1,4,256,1,1,1,1,0.022587089900000003,1.0
ampere01,L40,cublas-dist,1048576,1024,1,4,512,1,1,1,1,0.0227137441,1.0056073713152396
ampere01,L40,cublas-dist,1048576,1024,1,4,64,1,1,1,1,0.0227141076,1.0056234645792061
ampere01,L40,cublas-dist,1048576,1024,1,4,128,1,1,1,1,0.02280716,1.0097431807715964
ampere01,L40,cublas-dist,1048576,1024,1,8,512,1,1,1,1,0.0227662706,1.0
ampere01,L40,cublas-dist,1048576,1024,1,8,64,1,1,1,1,0.0228055634,1.0017259216799435
ampere01,L40,cublas-dist,1048576,1024,1,8,256,1,1,1,1,0.0228458575,1.0034958250913526
ampere01,L40,cublas-dist,1048576,1024,1,8,128,1,1,1,1,0.0228825011,1.0051053816429645
ampere01,L40,cublas-dist,1048576,1024,1,16,64,1,1,1,1,0.0227751812,1.0
ampere01,L40,cublas-dist,1048576,1024,1,16,128,1,1,1,1,0.022930783500000003,1.0068320993204656
ampere01,L40,cublas-dist,1048576,1024,1,16,512,1,1,1,1,0.022951859400000003,1.0077574882258238
ampere01,L40,cublas-dist,1048576,1024,1,16,256,1,1,1,1,0.0229794504,1.0089689385215517
ampere01,L40,cublas-dist,1048576,1024,1,32,64,1,1,1,1,0.022914003,1.0
ampere01,L40,cublas-dist,1048576,1024,1,32,256,1,1,1,1,0.0229799681,1.0028788117030447
ampere01,L40,cublas-dist,1048576,1024,1,32,512,1,1,1,1,0.023004907999999998,1.003967224757717
ampere01,L40,cublas-dist,1048576,1024,1,32,128,1,1,1,1,0.0230119165,1.0042730857633213
ampere01,L40,cublas-dist,1048576,1024,1,64,64,1,1,1,1,0.0235162913,1.0
ampere01,L40,cublas-dist,1048576,1024,1,64,128,1,1,1,1,0.0235245979,1.0003532274666116
ampere01,L40,cublas-dist,1048576,1024,1,64,512,1,1,1,1,0.0235797964,1.0027004725868487
ampere01,L40,cublas-dist,1048576,1024,1,64,256,1,1,1,1,0.0236232776,1.0045494546157454
ampere01,L40,cublas-dist,1048576,1024,1,128,512,1,1,1,1,0.0243987786,1.0
ampere01,L40,cublas-dist,1048576,1024,1,128,256,1,1,1,1,0.0244027926,1.0001645164319823
ampere01,L40,cublas-dist,1048576,1024,1,128,64,1,1,1,1,0.0244344115,1.001460437859787
ampere01,L40,cublas-dist,1048576,1024,1,128,128,1,1,1,1,0.0244987744,1.0040983936794279
ampere01,L40,cublas-dist,1048576,1024,1,256,64,1,1,1,1,0.0333278135,1.0
ampere01,L40,cublas-dist,1048576,1024,1,256,128,1,1,1,1,0.03376568,1.013138170615363
ampere01,L40,cublas-dist,1048576,1024,1,256,512,1,1,1,1,0.0339880818,1.0198113296571347
ampere01,L40,cublas-dist,1048576,1024,1,256,256,1,1,1,1,0.034013339200000006,1.0205691771528909
ampere01,L40,tiled-dist,131072,8192,1,4,8,1,1,1,1,0.0093792892,1.0
ampere01,L40,tiled-dist,131072,8192,1,4,16,1,1,1,1,0.0103768679,1.1063597335286346
ampere01,L40,tiled-dist,131072,8192,1,4,32,1,1,1,1,0.0182391334,1.9446178714694073
ampere01,L40,tiled-dist,131072,8192,1,8,8,1,1,1,1,0.0094887362,1.0
ampere01,L40,tiled-dist,131072,8192,1,8,16,1,1,1,1,0.010880869999999999,1.1467143538040396
ampere01,L40,tiled-dist,131072,8192,1,8,32,1,1,1,1,0.018192831,1.9173081237098781
ampere01,L40,tiled-dist,131072,8192,1,16,16,1,1,1,1,0.0117224406,1.0
ampere01,L40,tiled-dist,131072,8192,1,16,8,1,1,1,1,0.0146924368,1.2533598848007812
ampere01,L40,tiled-dist,131072,8192,1,16,32,1,1,1,1,0.0186316194,1.5893976378946206
ampere01,L40,tiled-dist,131072,8192,1,32,16,1,1,1,1,0.018701142,1.0
ampere01,L40,tiled-dist,131072,8192,1,32,32,1,1,1,1,0.018713577000000002,1.0006649326549149
ampere01,L40,tiled-dist,131072,8192,1,32,8,1,1,1,1,0.025675426600000002,1.372933620845187
ampere01,L40,tiled-dist,131072,8192,1,64,16,1,1,1,1,0.033546403600000003,1.0
ampere01,L40,tiled-dist,131072,8192,1,64,32,1,1,1,1,0.0336484447,1.003041789552666
ampere01,L40,tiled-dist,131072,8192,1,64,8,1,1,1,1,0.046763631699999995,1.3939983629124402
ampere01,L40,tiled-dist,131072,8192,1,128,32,1,1,1,1,0.064418264,1.0
ampere01,L40,tiled-dist,131072,8192,1,128,16,1,1,1,1,0.06617998550000001,1.02734816790468
ampere01,L40,tiled-dist,131072,8192,1,128,8,1,1,1,1,0.0920569965,1.429051184924822
ampere01,L40,tiled-dist,131072,8192,1,256,32,1,1,1,1,0.14308121869999998,1.0
ampere01,L40,tiled-dist,131072,8192,1,256,16,1,1,1,1,0.1896764531,1.325655839552896
ampere01,L40,tiled-dist,131072,8192,1,256,8,1,1,1,1,0.5268757899000001,3.682354642258859
ampere01,L40,tiled-dist,262144,4096,1,4,8,1,1,1,1,0.009491106000000001,1.0
ampere01,L40,tiled-dist,262144,4096,1,4,16,1,1,1,1,0.0105926595,1.116061658146058
ampere01,L40,tiled-dist,262144,4096,1,4,32,1,1,1,1,0.0183109517,1.9292748073828276
ampere01,L40,tiled-dist,262144,4096,1,8,8,1,1,1,1,0.0095020606,1.0
ampere01,L40,tiled-dist,262144,4096,1,8,16,1,1,1,1,0.0110427895,1.1621468189752442
ampere01,L40,tiled-dist,262144,4096,1,8,32,1,1,1,1,0.018379347400000003,1.9342485986671145
ampere01,L40,tiled-dist,262144,4096,1,16,16,1,1,1,1,0.0120876843,1.0
ampere01,L40,tiled-dist,262144,4096,1,16,8,1,1,1,1,0.0153008884,1.26582462118075
ampere01,L40,tiled-dist,262144,4096,1,16,32,1,1,1,1,0.018513801599999997,1.5316251765443607
ampere01,L40,tiled-dist,262144,4096,1,32,32,1,1,1,1,0.018839149500000003,1.0
ampere01,L40,tiled-dist,262144,4096,1,32,16,1,1,1,1,0.019421388300000002,1.0309057900941865
ampere01,L40,tiled-dist,262144,4096,1,32,8,1,1,1,1,0.025871691600000003,1.3732940332577115
ampere01,L40,tiled-dist,262144,4096,1,64,16,1,1,1,1,0.034701493699999995,1.0
ampere01,L40,tiled-dist,262144,4096,1,64,32,1,1,1,1,0.0362526944,1.0447012659861383
ampere01,L40,tiled-dist,262144,4096,1,64,8,1,1,1,1,0.048644177999999996,1.4017891685163975
ampere01,L40,tiled-dist,262144,4096,1,128,32,1,1,1,1,0.07283447369999999,1.0
ampere01,L40,tiled-dist,262144,4096,1,128,16,1,1,1,1,0.0896445776,1.2307987282126818
ampere01,L40,tiled-dist,262144,4096,1,128,8,1,1,1,1,0.1438898837,1.9755738785547101
ampere01,L40,tiled-dist,262144,4096,1,256,32,1,1,1,1,0.144636455,1.0
ampere01,L40,tiled-dist,262144,4096,1,256,16,1,1,1,1,0.1923759783,1.33006563455942
ampere01,L40,tiled-dist,262144,4096,1,256,8,1,1,1,1,0.5283638551000001,3.6530476020032436
ampere01,L40,tiled-dist,524288,2048,1,4,8,1,1,1,1,0.009488932799999999,1.0
ampere01,L40,tiled-dist,524288,2048,1,4,16,1,1,1,1,0.010740759999999999,1.1319249726375973
ampere01,L40,tiled-dist,524288,2048,1,4,32,1,1,1,1,0.0181898915,1.9169586173062583
ampere01,L40,tiled-dist,524288,2048,1,8,8,1,1,1,1,0.0095680739,1.0
ampere01,L40,tiled-dist,524288,2048,1,8,16,1,1,1,1,0.0112840814,1.179347224732451
ampere01,L40,tiled-dist,524288,2048,1,8,32,1,1,1,1,0.0183587318,1.9187489553148205
ampere01,L40,tiled-dist,524288,2048,1,16,16,1,1,1,1,0.0121892152,1.0
ampere01,L40,tiled-dist,524288,2048,1,16,8,1,1,1,1,0.0153686915,1.2608433970383917
ampere01,L40,tiled-dist,524288,2048,1,16,32,1,1,1,1,0.0190978742,1.5667845621430982
ampere01,L40,tiled-dist,524288,2048,1,32,32,1,1,1,1,0.0210213275,1.0
ampere01,L40,tiled-dist,524288,2048,1,32,16,1,1,1,1,0.021279856,1.0122983907652836
ampere01,L40,tiled-dist,524288,2048,1,32,8,1,1,1,1,0.0268254509,1.2761064162099183
ampere01,L40,tiled-dist,524288,2048,1,64,32,1,1,1,1,0.0379595591,1.0
ampere01,L40,tiled-dist,524288,2048,1,64,16,1,1,1,1,0.044347729999999995,1.16828885928762
ampere01,L40,tiled-dist,524288,2048,1,64,8,1,1,1,1,0.0730701727,1.9249478769630917
ampere01,L40,tiled-dist,524288,2048,1,128,32,1,1,1,1,0.07289946039999999,1.0
ampere01,L40,tiled-dist,524288,2048,1,128,16,1,1,1,1,0.089779776,1.2315561117651292
ampere01,L40,tiled-dist,524288,2048,1,128,8,1,1,1,1,0.1435817807,1.9695863304359933
ampere01,L40,tiled-dist,524288,2048,1,256,32,1,1,1,1,0.143263205,1.0
ampere01,L40,tiled-dist,524288,2048,1,256,16,1,1,1,1,0.1893796081,1.3218998423216903
ampere01,L40,tiled-dist,524288,2048,1,256,8,1,1,1,1,0.5273629056,3.6810771167656062
ampere01,L40,tiled-dist,1048576,1024,1,4,8,1,1,1,1,0.0092872047,1.0
ampere01,L40,tiled-dist,1048576,1024,1,4,16,1,1,1,1,0.0098927285,1.065199790417024
ampere01,L40,tiled-dist,1048576,1024,1,4,32,1,1,1,1,0.0196910058,2.1202295454949973
ampere01,L40,tiled-dist,1048576,1024,1,8,8,1,1,1,1,0.0094881636,1.0
ampere01,L40,tiled-dist,1048576,1024,1,8,16,1,1,1,1,0.0105527433,1.1122008161832286
ampere01,L40,tiled-dist,1048576,1024,1,8,32,1,1,1,1,0.019860963000000002,2.0932357237179176
ampere01,L40,tiled-dist,1048576,1024,1,16,16,1,1,1,1,0.0124052763,1.0
ampere01,L40,tiled-dist,1048576,1024,1,16,8,1,1,1,1,0.015092576299999999,1.2166255660101661
ampere01,L40,tiled-dist,1048576,1024,1,16,32,1,1,1,1,0.0200132221,1.6132830592414937
ampere01,L40,tiled-dist,1048576,1024,1,32,32,1,1,1,1,0.0205543747,1.0
ampere01,L40,tiled-dist,1048576,1024,1,32,16,1,1,1,1,0.0218334687,1.0622297695098455
ampere01,L40,tiled-dist,1048576,1024,1,32,8,1,1,1,1,0.0319627616,1.555034491027353
ampere01,L40,tiled-dist,1048576,1024,1,64,32,1,1,1,1,0.037122310199999994,1.0
ampere01,L40,tiled-dist,1048576,1024,1,64,16,1,1,1,1,0.0414309169,1.1160651553415446
ampere01,L40,tiled-dist,1048576,1024,1,64,8,1,1,1,1,0.068589766,1.8476696528439658
ampere01,L40,tiled-dist,1048576,1024,1,128,32,1,1,1,1,0.0716874655,1.0
ampere01,L40,tiled-dist,1048576,1024,1,128,16,1,1,1,1,0.08533396489999999,1.1903610248293683
ampere01,L40,tiled-dist,1048576,1024,1,128,8,1,1,1,1,0.1356018731,1.8915701950712707
ampere01,L40,tiled-dist,1048576,1024,1,256,32,1,1,1,1,0.1413823158,1.0
ampere01,L40,tiled-dist,1048576,1024,1,256,16,1,1,1,1,0.18338161449999998,1.2970618953463202
ampere01,L40,tiled-dist,1048576,1024,1,256,8,1,1,1,1,0.5265895537,3.724578641397527
ampere02,A100,baseline-dist,131072,8192,1,4,128,1,1,1,1,0.0075785376,1.0
ampere02,A100,baseline-dist,131072,8192,1,4,256,1,1,1,1,0.0076031219999999995,1.0032439503895842
ampere02,A100,baseline-dist,131072,8192,1,4,512,1,1,1,1,0.007693432,1.0151604974553403
ampere02,A100,baseline-dist,131072,8192,1,4,64,1,1,1,1,0.012443748000000001,1.6419721926298816
ampere02,A100,baseline-dist,131072,8192,1,8,256,1,1,1,1,0.0106344616,1.0
ampere02,A100,baseline-dist,131072,8192,1,8,128,1,1,1,1,0.0106395712,1.000480475664137
ampere02,A100,baseline-dist,131072,8192,1,8,512,1,1,1,1,0.0106548575,1.0019179062153931
ampere02,A100,baseline-dist,131072,8192,1,8,64,1,1,1,1,0.012991987299999999,1.2216873583896337
ampere02,A100,baseline-dist,131072,8192,1,16,64,1,1,1,1,0.0167175468,1.0
ampere02,A100,baseline-dist,131072,8192,1,16,128,1,1,1,1,0.016739284700000003,1.0013003044202635
ampere02,A100,baseline-dist,131072,8192,1,16,256,1,1,1,1,0.016895804,1.0106628802737971
ampere02,A100,baseline-dist,131072,8192,1,16,512,1,1,1,1,0.0169167467,1.0119156179063304
ampere02,A100,baseline-dist,131072,8192,1,32,64,1,1,1,1,0.0301524705,1.0
ampere02,A100,baseline-dist,131072,8192,1,32,128,1,1,1,1,0.0303740657,1.0073491556852696
ampere02,A100,baseline-dist,131072,8192,1,32,512,1,1,1,1,0.0312177963,1.0353312939979495
ampere02,A100,baseline-dist,131072,8192,1,32,256,1,1,1,1,0.0313709254,1.0404097866541318
ampere02,A100,baseline-dist,131072,8192,1,64,256,1,1,1,1,0.1277080189,1.0
ampere02,A100,baseline-dist,131072,8192,1,64,512,1,1,1,1,0.1290349586,1.0103904180131322
ampere02,A100,baseline-dist,131072,8192,1,64,128,1,1,1,1,0.1360714904,1.0654890082238995
ampere02,A100,baseline-dist,131072,8192,1,64,64,1,1,1,1,0.14117867369999998,1.1054801015318232
ampere02,A100,baseline-dist,131072,8192,1,128,256,1,1,1,1,0.3446827766,1.0
ampere02,A100,baseline-dist,131072,8192,1,128,128,1,1,1,1,0.3479546113,1.0094923069039707
ampere02,A100,baseline-dist,131072,8192,1,128,512,1,1,1,1,0.3485921896,1.0113420607741501
ampere02,A100,baseline-dist,131072,8192,1,128,64,1,1,1,1,0.3546215123,1.028834442492419
ampere02,A100,baseline-dist,131072,8192,1,256,128,1,1,1,1,0.6811270149,1.0
ampere02,A100,baseline-dist,131072,8192,1,256,256,1,1,1,1,0.682156698,1.0015117343424575
ampere02,A100,baseline-dist,131072,8192,1,256,512,1,1,1,1,0.6864940895,1.007879697152796
ampere02,A100,baseline-dist,131072,8192,1,256,64,1,1,1,1,0.6916050985,1.0153834503268648
ampere02,A100,baseline-dist,262144,4096,1,4,256,1,1,1,1,0.0077012809,1.0
ampere02,A100,baseline-dist,262144,4096,1,4,128,1,1,1,1,0.0078038333,1.0133162783349454
ampere02,A100,baseline-dist,262144,4096,1,4,512,1,1,1,1,0.007809505,1.0140527402396138
ampere02,A100,baseline-dist,262144,4096,1,4,64,1,1,1,1,0.0124415377,1.6155153748514743
ampere02,A100,baseline-dist,262144,4096,1,8,512,1,1,1,1,0.0107479197,1.0
ampere02,A100,baseline-dist,262144,4096,1,8,256,1,1,1,1,0.0108110795,1.005876467424668
ampere02,A100,baseline-dist,262144,4096,1,8,128,1,1,1,1,0.0108399822,1.008565611073555
ampere02,A100,baseline-dist,262144,4096,1,8,64,1,1,1,1,0.0131293247,1.221568923705301
ampere02,A100,baseline-dist,262144,4096,1,16,128,1,1,1,1,0.017392274899999997,1.0
ampere02,A100,baseline-dist,262144,4096,1,16,64,1,1,1,1,0.0174508886,1.00337009967569
ampere02,A100,baseline-dist,262144,4096,1,16,256,1,1,1,1,0.0175016587,1.0062892175192102
ampere02,A100,baseline-dist,262144,4096,1,16,512,1,1,1,1,0.017745237,1.020294188197313
ampere02,A100,baseline-dist,262144,4096,1,32,256,1,1,1,1,0.07401730329999999,1.0
ampere02,A100,baseline-dist,262144,4096,1,32,512,1,1,1,1,0.07536627269999999,1.0182250546812341
ampere02,A100,baseline-dist,262144,4096,1,32,128,1,1,1,1,0.07786885340000001,1.0520358068759852
ampere02,A100,baseline-dist,262144,4096,1,32,64,1,1,1,1,0.0800801275,1.081910903662982
ampere02,A100,baseline-dist,262144,4096,1,64,256,1,1,1,1,0.1744995924,1.0
ampere02,A100,baseline-dist,262144,4096,1,64,512,1,1,1,1,0.1769831916,1.0142326934168817
ampere02,A100,baseline-dist,262144,4096,1,64,128,1,1,1,1,0.1775507924,1.0174854276622367
ampere02,A100,baseline-dist,262144,4096,1,64,64,1,1,1,1,0.1813515736,1.0392664596275585
ampere02,A100,baseline-dist,262144,4096,1,128,256,1,1,1,1,0.34446077119999996,1.0
ampere02,A100,baseline-dist,262144,4096,1,128,128,1,1,1,1,0.3449971105,1.0015570402926626
ampere02,A100,baseline-dist,262144,4096,1,128,512,1,1,1,1,0.3481389268,1.0106780101176296
ampere02,A100,baseline-dist,262144,4096,1,128,64,1,1,1,1,0.35126465549999997,1.0197522762208808
ampere02,A100,baseline-dist,262144,4096,1,256,128,1,1,1,1,0.6791363358,1.0
ampere02,A100,baseline-dist,262144,4096,1,256,256,1,1,1,1,0.6824239299,1.0048408455367468
ampere02,A100,baseline-dist,262144,4096,1,256,512,1,1,1,1,0.6879341826,1.012954463391561
ampere02,A100,baseline-dist,262144,4096,1,256,64,1,1,1,1,0.688801064,1.014230910187739
ampere02,A100,baseline-dist,524288,2048,1,4,256,1,1,1,1,0.007805604799999999,1.0
ampere02,A100,baseline-dist,524288,2048,1,4,128,1,1,1,1,0.007873300699999999,1.0086727296262807
ampere02,A100,baseline-dist,524288,2048,1,4,512,1,1,1,1,0.0079939196,1.024125587295939
ampere02,A100,baseline-dist,524288,2048,1,4,64,1,1,1,1,0.01244174,1.593949516890735
ampere02,A100,baseline-dist,524288,2048,1,8,256,1,1,1,1,0.0112186996,1.0
ampere02,A100,baseline-dist,524288,2048,1,8,128,1,1,1,1,0.011231097300000001,1.0011050924297857
ampere02,A100,baseline-dist,524288,2048,1,8,512,1,1,1,1,0.0113381897,1.0106509759829918
ampere02,A100,baseline-dist,524288,2048,1,8,64,1,1,1,1,0.0134944883,1.2028567285998102
ampere02,A100,baseline-dist,524288,2048,1,16,256,1,1,1,1,0.0420719438,1.0
ampere02,A100,baseline-dist,524288,2048,1,16,512,1,1,1,1,0.0427564147,1.016269058146061
ampere02,A100,baseline-dist,524288,2048,1,16,128,1,1,1,1,0.043598396500000004,1.0362819628029643
ampere02,A100,baseline-dist,524288,2048,1,16,64,1,1,1,1,0.045054967099999996,1.0709029113125978
ampere02,A100,baseline-dist,524288,2048,1,32,256,1,1,1,1,0.0896467267,1.0
ampere02,A100,baseline-dist,524288,2048,1,32,512,1,1,1,1,0.09094571030000001,1.0144900282231946
ampere02,A100,baseline-dist,524288,2048,1,32,128,1,1,1,1,0.0919083674,1.0252283689907442
ampere02,A100,baseline-dist,524288,2048,1,32,64,1,1,1,1,0.0939999418,1.048559665926988
ampere02,A100,baseline-dist,524288,2048,1,64,256,1,1,1,1,0.1769516077,1.0
ampere02,A100,baseline-dist,524288,2048,1,64,512,1,1,1,1,0.1794945488,1.0143708278949983
ampere02,A100,baseline-dist,524288,2048,1,64,128,1,1,1,1,0.18191082949999998,1.0280258646104403
ampere02,A100,baseline-dist,524288,2048,1,64,64,1,1,1,1,0.1867236396,1.055224318258624
ampere02,A100,baseline-dist,524288,2048,1,128,256,1,1,1,1,0.3451149192,1.0
ampere02,A100,baseline-dist,524288,2048,1,128,128,1,1,1,1,0.3479247859,1.0081418291232191
ampere02,A100,baseline-dist,524288,2048,1,128,512,1,1,1,1,0.3496783818,1.013223023248541
ampere02,A100,baseline-dist,524288,2048,1,128,64,1,1,1,1,0.3545401461,1.0273104011899814
ampere02,A100,baseline-dist,524288,2048,1,256,128,1,1,1,1,0.6805461987,1.0
ampere02,A100,baseline-dist,524288,2048,1,256,256,1,1,1,1,0.6830162531,1.003629517591485
ampere02,A100,baseline-dist,524288,2048,1,256,512,1,1,1,1,0.6894648485999999,1.0131051351356257
ampere02,A100,baseline-dist,524288,2048,1,256,64,1,1,1,1,0.690407494,1.0144902657877413
ampere02,A100,baseline-dist,1048576,1024,1,4,128,1,1,1,1,0.008055136899999999,1.0
ampere02,A100,baseline-dist,1048576,1024,1,4,256,1,1,1,1,0.0080718723,1.0020776059063627
ampere02,A100,baseline-dist,1048576,1024,1,4,512,1,1,1,1,0.0081595203,1.0129586127828567
ampere02,A100,baseline-dist,1048576,1024,1,4,64,1,1,1,1,0.0124441811,1.5448751839338697
ampere02,A100,baseline-dist,1048576,1024,1,8,256,1,1,1,1,0.023547728400000002,1.0
ampere02,A100,baseline-dist,1048576,1024,1,8,512,1,1,1,1,0.0237638703,1.0091788853824217
ampere02,A100,baseline-dist,1048576,1024,1,8,128,1,1,1,1,0.0242183923,1.028481044481556
ampere02,A100,baseline-dist,1048576,1024,1,8,64,1,1,1,1,0.024891380299999998,1.0570607863814157
ampere02,A100,baseline-dist,1048576,1024,1,16,256,1,1,1,1,0.0458681644,1.0
